Perusahaan,Sektor
U + My Soul,Textiles / Garment
U FM,Advertising / Marketing / Promotion / PR
U Property BDG,Property/Real Estate
U-Vet Clinic,Hotel / Hospitality
U.S. Embassy Jakarta,Government / Defence
Uang Express,Banking/Financial Services
Uang360,Retail/Merchandise
UBER +628980751122,Others
Uber mdn solo,Others
Uber Technologies,Computer/Information Technology (Software)
ubergrab,Others
UBM Asia,Exhibitions/Event management/MICE
UBM Cikande,Manufacturing/Production
UBO MARKETING,Others
Ubud Deli,Retail / Merchandise
Ubud Green Resort Villas,Hotel / Hospitality
Ubud Heaven Villa,Hotel / Hospitality
Ubud Hotel & Villas Malang,Hotel/Hospitality
Ubud Nyuh Bali Resort & SPA,Others
Ubud Wana Resort,Manufacturing/Production
UCLOUDLINK,General & Wholesale Trading
Ucloudlink Indonesia（Roamingman）,General & Wholesale Trading
UCoal Sumberdaya,Mining
UCP Roda Untuk Kemanusiaan Indonesia,Non-Profit Organisation / Social Services / NGO
UD 3A,Construction/Building/Engineering
UD Abadi Jaya,Others
UD Abadi Makmur,Consumer Products / FMCG
UD Akindo Jaya Mulia,Manufacturing / Production
UD Alam Jaya Marmer,Construction/Building/Engineering
UD Alistor Jaya,General & Wholesale Trading
UD Ananta Dana,General & Wholesale Trading
UD ANDO PUTRA JAYA,Retail/Merchandise
UD Aneka Logam Jaya,General & Wholesale Trading
UD Aneka Teknik,Retail / Merchandise
UD Anggala Jaya,General & Wholesale Trading
UD Angka Baru,Retail/Merchandise
UD Aniky Jaya,Transportation / Logistics
UD Anugerah Cipta Teknik,Manufacturing/Production
UD Anugerah Jaya Motor,Automobile / Automotive Ancillary / Vehicle
UD Anugrah Jaya Makmur,Electrical & Electronics
UD Apollo Distrindo,Grooming/Beauty/Fitness
UD BAGUS MURAH,Apparel
UD Bali Gemilang Elektronik (Interface Bali),Electrical & Electronics
UD Bali Swim,Arts/Design/Fashion
UD Balim Teknik Utama,Automobile/Automotive Ancillary/Vehicle
UD bangunan,Retail/Merchandise
UD Berkat Autoparts,Automobile/Automotive Ancillary/Vehicle
UD Berkat Sejahtera (Surabaya),Automobile / Automotive Ancillary / Vehicle
UD Berlian Food,Food & Beverage/Catering/Restaurant
UD Betta Sticker,Advertising/Marketing/Promotion/PR
UD Bina Usaha Mandiri,Retail/Merchandise
UD Bintang Asri,General & Wholesale Trading
UD Bintang Bangunan,Retail/Merchandise
UD Bintang Walet,Retail / Merchandise
UD Bisma Motor,Automobile/Automotive Ancillary/Vehicle
UD Cahaya Purnama Tehnik,General & Wholesale Trading
UD CAHAYA SURYA,Retail/Merchandise
UD Cahaya Surya Distrindo,General & Wholesale Trading
UD Cahaya Terang,Electrical & Electronics
UD Candra Kirana,Manufacturing / Production
UD Cemerlang Sukses Abadi,General & Wholesale Trading
UD CHN Design Studio,Arts / Design / Fashion
UD Chokis,Manufacturing / Production
UD Cipta Jaya,Textiles / Garment
UD Cipta karya Abadi (Malang),Manufacturing / Production
UD Citra Mandiri Yogyakarta,General & Wholesale Trading
UD Citra Pertiwi,Retail / Merchandise
UD COCOLA BAKERY INTERNATIONAL,Others
UD Cofalia Printing,Printing/Publishing
UD Crystal Sportswear,Sports
