Perusahaan,Sektor
V 10 Plus,Healthcare/Medical
V Cafe,Hotel/Hospitality
V Coffee Shop,Food & Beverage/Catering/Restaurant
V Hotel & Residence Bandung,Hotel/Hospitality
V-Design (Surabaya),Arts/Design/Fashion
V-Gen,General & Wholesale Trading
V-Gen (Surabaya),Computer/Information Technology (Hardware)
V-Mac Ubud,Retail / Merchandise
V3,Others
VACANCIES,Oil / Gas / Petroleum
Vacation Asia International,Travel / Tourism
VAIA,Arts/Design/Fashion
Vakamindo Mitra Prima,Manufacturing / Production
Valau Interior,Others
Valau Interior Design,Architectural Services/Interior Designing
VALDO SUMBERDAYAMANDIRI,Advertising/Marketing/Promotion/PR
Valent Computer,Computer / Information Technology (Hardware)
Valentino Motor,Automobile / Automotive Ancillary / Vehicle
Valerian Lotus,Advertising/Marketing/Promotion/PR
Valerie Tour & Travel,Travel/Tourism
Valindo Event Organizer,Exhibitions/Event management/MICE
Valindo Event Organizer,Entertainment/Media
Valiram Group (PT Dunia Luxindo),Retail/Merchandise
Valore Property,Property / Real Estate
VALTO EDUCATION CENTER,Education
Value Consult,Human Resources Management/Consulting
Valuesion,Computer / Information Technology (Hardware)
Valve Mandiri Indonesia,Manufacturing/Production
Vanasea Artwork,Advertising/Marketing/Promotion/PR
Vandamas Garment,Manufacturing/Production
Vanessa Liem,Others
Vanessa Rental Motor,Automobile / Automotive Ancillary / Vehicle
Vania Interior Furnishings,Retail/Merchandise
Vano,Others
VAPOR PRO JKT,General & Wholesale Trading
VAPORSIX,Others
Varia Bridal,Arts/Design/Fashion
"Variance Reduction International, Inc.","Consulting (IT, Science, Engineering & Technical)"
Varietà,Food & Beverage/Catering/Restaurant
Varindo Travel & Travel,Travel / Tourism
Varuna Entertainment Inc.,Entertainment/Media
Vasa Hotel Surabaya,Others
Vasanti Seminyak Resort,Hotel / Hospitality
Vasco Worldwide JLT,Travel / Tourism
Vassani Stay,Hotel/Hospitality
Vastu Cipta Jaya,Construction/Building/Engineering
