Perusahaan,Sektor
INRII EDUCATION CENTRE,Education
INS JAKARTA,Electrical & Electronics
Insan Cendekia Madani,Education
Insan Mulia Natural Secondary School of Surabaya,Education
Insight Consulting,"Consulting (IT, Science, Engineering & Technical)"
Insight Furnicenter,Arts / Design / Fashion
Insitute of International Studies,Others
InSky,Apparel
Inspace Studio (Bandung),Architectural Services/Interior Designing
Inspera Media Pratama,Computer/Information Technology (Software)
Inspira Book,Printing/Publishing
Inspirasi Magazine,Advertising/Marketing/Promotion/PR
Inspirasi Media Kreatif,Computer/Information Technology (Software)
Inspire,Consulting (Business & Management)
Inspire,Arts/Design/Fashion
Inspired Bali Magazine,Entertainment / Media
Inspiring Home,Architectural Services / Interior Designing
Inspiro Design Studio,Architectural Services/Interior Designing
Instachk Pte. Ltd.,Others
Institut Akuntan Publik Indonesia,Accounting/Audit/Tax Services
INSTITUT BISNIS & MULTIMEDIA ASMI,Education
Institut Bisnis dan Informatika Indonesia (IBiI),Education
Institut Bisnis Dan Informatika Kwik Kian Gie,Education
Institut Bisnis dan Informatika Stikom Surabaya,Education
Institut Ilmu Kesehatan Bhakti Wiyata,Education
Institut Ilmu Sosial dan Manajemen STIAMI,Education
Institut Informatika Indonesia (IKADO),Education
Institut Kapal Perempuan,Non-Profit Organisation / Social Services / NGO
Institut Pertanian Stiper Yogyakarta,Education
Institut Sains dan Teknologi Al-Kamal,Education
Institut Teknologi 10 Nopember (Jurusan Sistem Informasi),Education
Institut Teknologi Adhi Tama Surabaya (ITATS),Education
Institut Teknologi Del,Education
Institut Teknologi Indonesia,Education
Institut Teknologi Nasional-Malang,Education
Institute For Leadership & Life Management,Consulting (Business & Management)
Institute for Policy Analysis of Conflict,Non-Profit Organisation/Social Services/NGO
Institute for Research and Empowerment (IRE) Yogya,Others
Institute Kesenian Jakarta,Education
Institute of Technology Purwadhika Nusantara,Education
Institute Pertanian Bogor (IPB),Education
Insurance cigna,Others
INT-TRA-PATENT BUREAU,Law/Legal
INTACS Business Solution,Computer/Information Technology (Software)
INTACT Indonesia,Consulting (Business & Management)
Intan Anugrah Persada,Property/Real Estate
Intan Printing,Printing/Publishing
Intan Shafira Primacorp,Others
intanpratiwi,Others
Intaran Design,Architectural Services/Interior Designing
Integra Dayacipta Grahatama,Construction / Building / Engineering
INTEGRAGROUP,Manufacturing/Production
Integral Business Solutions,Consulting (Business & Management)
Integral Multisolusi,Telecommunication
Integrata,Architectural Services/Interior Designing
Integrated Anti  Ageing,Grooming/Beauty/Fitness
Integrity Asia,Consulting (Business & Management)
Integrity Convention,Property/Real Estate
Integrity Convention Centre,Consumer Products/FMCG
INTEGRITY TAX AND MANAGEMENT CONSULTANT,Accounting/Audit/Tax Services
Integrity Tours & Travel,Transportation/Logistics
intejaya anugerah sejahtera,Food & Beverage/Catering/Restaurant
Inten,Others
Inter Asia,Retail/Merchandise
Inter Lite,Advertising / Marketing / Promotion / PR
Inter Media,Others
Inter Orient Logistics,Transportation / Logistics
Inter Patent Office,Law/Legal
Interactive English Language Center (IELC),Education
Intercept Filmcraft,Entertainment/Media
Interface Makassar,Computer / Information Technology (Hardware)
Interflour Indonesia,Others
Interior Design & Furniture,Heavy Industrial/Machinery/Equipment
Interiordesign.id,Architectural Services/Interior Designing
Interisland-Bali,Others
Intermulindo Utama,Construction / Building / Engineering
"Internal view trading, corp.",Others
INTERNATIONAL AIRPORT,Others
International Blessing Ministry,Education
International Committee of the Red Cross (ICRC),Non-Profit Organisation/Social Services/NGO
International Communication Pathways,Education
International Company,Food & Beverage/Catering/Restaurant
International Cultural Center,Education
International Dental Laboratory,Environment/Health/Safety
International Education Services,Education
International Enterprise Singapore,Consulting (Business & Management)
International Federation Of Red Cross and Red Crescent Societies,Non-Profit Organisation/Social Services/NGO
International Fishing Tackle,General & Wholesale Trading
International Global Network,Non-Profit Organisation/Social Services/NGO
International Hotel Management School ( IHS ),Education
International Humanity Foundation Bali Center ( IHF ),Non-Profit Organisation / Social Services / NGO
International Islamic Boarding School,Education
International Language Center,Education
International Language Programs  (Semarang),Education
INTERNATIONAL LANGUAGE PROGRAMS (ILP),Education
International Language Programs (ILP) BSD,Education
International Lingua,Education
International Maritime Organization,Non-Profit Organisation/Social Services/NGO
International Network,Advertising / Marketing / Promotion / PR
International Organization for Migration,Non-Profit Organisation/Social Services/NGO
