Perusahaan,Sektor
I Bali Tour,Hotel/Hospitality
I CAN READ,Education
I Can Read ( ICR Modernland ),Education
I Can Read (Menteng),Education
I Can Read (Permata Hijau),Education
I Can Read (Pondok Indah),Education
I CAN READ (SOLO),Education
I Can Read Bintaro,Education
I Can Read BSD City,Education
I Can Read Greenville,Education
I Can Read Kelapa Gading,Education
I Can Read Mekarwangi Bandung,Education
I Can Read Taman Palem,Education
I Gede P S W,Others
I Hotel & Residence,Hotel/Hospitality
I Huntington,"Consulting (IT, Science, Engineering & Technical)"
I Love Emas,Others
I Refill,General & Wholesale Trading
I Smile,Education
I Solution Network,Computer / Information Technology (Hardware)
I Tea Bussiness Solution,Computer / Information Technology (Software)
I'Dee,Architectural Services / Interior Designing
i-811 Indonesia,Computer/Information Technology (Software)
I-Cook Culinary Center,Education
i-cube ltd.,Education
i-design,Architectural Services/Interior Designing
i-DISPATCH,Computer/Information Technology (Software)
I-LEaD Childcare with Preschool Education,Education
i-Logic Network,"Consulting (IT, Science, Engineering & Technical)"
I-Mate,Computer/Information Technology (Software)
I-style interior design,Architectural Services / Interior Designing
I-Tutor Buaran,Education
i-tutor.net,Education
i-tutor.net,Education
i.d.CORE INTERIOR,Architectural Services/Interior Designing
I2 Solutions,Computer/Information Technology (Software)
IAE INDONESIA (BANDUNG),Education
IAF Multi Finance,Banking / Financial Services
IALF (Indonesia Australia Language Foundation),Education
IALF Surabaya,Education
IAN Photography (Jakarta),Arts/Design/Fashion
IATA Cargo Agents Club,Advertising / Marketing / Promotion / PR
IBEC (Indonesia-Britain Education Centre),Education
Ibis Budget Surabaya Airport,Hotel / Hospitality
Ibis Gading Serpong,Hotel / Hospitality
Ibis Jakarta Mangga Dua,Hotel / Hospitality
Ibis Styles Bali Benoa,Hotel / Hospitality
Ibis Styles Bali Kuta Circle,Hotel / Hospitality
Ibis Styles Bandung Braga (PT Bandung Braga Indah),Hotel/Hospitality
Ibis Styles Medan Pattimura,Others
IBM GROUP,Food & Beverage/Catering/Restaurant
IBMF Micro Finance,Banking / Financial Services
ibnufajarmaulana,Others
Ibys style hotel,Others
IC School,Others
IC Services Pte Ltd,Computer/Information Technology (Software)
ICAC Professional Services,Non-Profit Organisation / Social Services / NGO
Ican Education Consultant,Education
ICASolar ( PT. Indodaya Surya Lestari ),Electrical & Electronics
Ice Cream Nutrisi,Others
Ice Cream Queens,Retail / Merchandise
ICE English Center,Education
ICEBERG PIZZA & GELATO,Food & Beverage/Catering/Restaurant
Ichiko,Electrical & Electronics
ichlas,Others
Ichsan Rahman,Others
iClarity - Store,Computer/Information Technology (Software)
iClothes Convection,Textiles/Garment
ICM Digital Printing,Advertising/Marketing/Promotion/PR
iCon Global,Arts / Design / Fashion
Icon Printing,Printing / Publishing
Iconix Photo Lounge,Arts / Design / Fashion
ICONREEL,Advertising/Marketing/Promotion/PR
icool,Others
ICOOL INTERNATIONAL INDONESIA ( Cabang Bandung ),Electrical & Electronics
ICreation,Printing / Publishing
ICS Indonesia,Travel / Tourism
id desain,Architectural Services/Interior Designing
ID Djarum,Others
Id-Onesoft,Computer/Information Technology (Software)
Ida Sarwani Consulting,Consulting (Business & Management)
IDAH,General & Wholesale Trading
idbox indonesia,Construction/Building/Engineering
IDC Surabaya,General & Wholesale Trading
IDC Surabaya,"Consulting (IT, Science, Engineering & Technical)"
IDEA Consulting,Consulting (Business & Management)
Idea Furniture Dan Design Interior,Arts / Design / Fashion
Idea Interior Design,Architectural Services/Interior Designing
iDeal Bali Villas,Property / Real Estate
Ideal Design & Build,Arts / Design / Fashion
Ideal Home Design,Architectural Services/Interior Designing
Ideal International,General & Wholesale Trading
IDEKU (PT Ideku Digital Sejahtera),Textiles/Garment
IDH/ Sustainnovation Commodities Inc,Agricultural / Plantation / Poultry / Fisheries
idho Nalle & associates,Others
IDI Laser Services Pte Ltd,Manufacturing / Production
IDO Digital Printing,Others
Idola Express,Travel/Tourism
Idonesia,Others
IDPSolution,Computer/Information Technology (Software)
