Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Kapasitas
Jakarta,2016,Luar,1,SMA NEGERI 1,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 1,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 2,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 2,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 3,IPA,8
Jakarta,2016,Luar,1,SMA NEGERI 3,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 4,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 4,IPS,3
Jakarta,2016,Luar,1,SMA NEGERI 4,BAHASA,2
Jakarta,2016,Luar,1,SMA NEGERI 5,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 5,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 6,IPA,8
Jakarta,2016,Luar,1,SMA NEGERI 6,IPS,6
Jakarta,2016,Luar,1,SMA NEGERI 7,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 7,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 8,IPA,15
Jakarta,2016,Luar,1,SMA NEGERI 8,IPS,2
Jakarta,2016,Luar,1,SMA NEGERI 9,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 9,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 10,IPA,3
Jakarta,2016,Luar,1,SMA NEGERI 10,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 11,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 11,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 12,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 12,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 13,IPA,10
Jakarta,2016,Luar,1,SMA NEGERI 13,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 14,IPA,8
Jakarta,2016,Luar,1,SMA NEGERI 14,IPS,4
Jakarta,2016,Luar,1,SMA NEGERI 15,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 15,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 16,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 16,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 17,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 17,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 18,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 18,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 18,BAHASA,2
Jakarta,2016,Luar,1,SMA NEGERI 19,IPA,4
Jakarta,2016,Luar,1,SMA NEGERI 19,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 20,IPA,4
Jakarta,2016,Luar,1,SMA NEGERI 20,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 21,IPA,8
Jakarta,2016,Luar,1,SMA NEGERI 21,IPS,4
Jakarta,2016,Luar,1,SMA NEGERI 22,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 22,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 23,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 23,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 24,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 24,IPS,3
Jakarta,2016,Luar,1,SMA NEGERI 25,IPA,3
Jakarta,2016,Luar,1,SMA NEGERI 25,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 26,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 26,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 27,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 27,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 28,IPA,9
Jakarta,2016,Luar,1,SMA NEGERI 28,IPS,4
Jakarta,2016,Luar,1,SMA NEGERI 29,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 29,IPS,5
Jakarta,2016,Luar,1,SMA NEGERI 30,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 30,IPS,7
Jakarta,2016,Luar,1,SMA NEGERI 31,IPA,8
Jakarta,2016,Luar,1,SMA NEGERI 31,IPS,8
Jakarta,2016,Luar,1,SMA NEGERI 31,BAHASA,2
Jakarta,2016,Luar,1,SMA NEGERI 32,IPA,7
Jakarta,2016,Luar,1,SMA NEGERI 32,IPS,6
Jakarta,2016,Luar,1,SMA NEGERI 33,IPA,5
Jakarta,2016,Luar,1,SMA NEGERI 33,IPS,4
Jakarta,2016,Luar,1,SMA NEGERI 33,BAHASA,2
Jakarta,2016,Luar,1,SMA NEGERI 34,IPA,8
Jakarta,2016,Luar,1,SMA NEGERI 34,IPS,5
