Perusahaan,Sektor
CIC Group,Education
Cici,Others
Cici Puji Lestari,Others
Ciheul Technologies,Computer/Information Technology (Software)
Cikal Bakal Creative & Communiication,Arts / Design / Fashion
Ciki,Consumer Products/FMCG
Cikudapapers,Others
CILACAP,Others
Cileungsi Graha Raya,Property/Real Estate
Cimory Group,Consumer Products/FMCG
Cimrid Pty Ltd,Computer / Information Technology (Software)
Cinderella all things beauty,Retail/Merchandise
Cinop Global,Education
Cinta Kasih School,Education
Cinta Kasih School,Education
Cinta Quran,Education
Cintamobil.com,Repair & Maintenance Services
Cintamobil.com,Others
Cintiya,Others
CIO Network Pte td,Others
Cipa Engineering ( Bali ),Manufacturing/Production
Cipaganti Legian Hotel,Hotel/Hospitality
Cipta Aneka Selera PT,Food & Beverage/Catering/Restaurant
Cipta Bangun Jaya Furniture,General & Wholesale Trading
cipta bangun nugraha,Others
cipta gemilang jaya,Others
Cipta Graha,Printing/Publishing
CIPTA GRASINDO PT,Others
Cipta Group,Human Resources Management/Consulting
Cipta Hotel,Hotel/Hospitality
Cipta Karya Busana,Arts/Design/Fashion
Cipta Karya Salemba,Electrical & Electronics
cipta kreasi mulia,Construction/Building/Engineering
cipta kuliner perwiratama,Food & Beverage/Catering/Restaurant
Cipta Laser,Architectural Services/Interior Designing
Cipta Mitra Lestari,Others
Cipta Multi Pack,Polymer/Plastic/Rubber/Tyres
Cipta Nusa Computindo,Computer / Information Technology (Software)
Cipta Prima Design & Build Office,Arts / Design / Fashion
Cipta Rasa Nusantara,Food & Beverage/Catering/Restaurant
Cipta Ruang Estetika,Architectural Services/Interior Designing
Cipta Sari (Bandung),Manufacturing/Production
Ciptabumi Digdaya,"Consulting (IT, Science, Engineering & Technical)"
Ciptakarisma Prima,Construction/Building/Engineering
CIPTALAND DEVELOPMENT (Medan),Property/Real Estate
Ciptaloka.com,Computer/Information Technology (Software)
Ciptama Computer,Computer/Information Technology (Software)
Ciputra Golf & Family Club,Hotel/Hospitality
Ciputra Group,Property/Real Estate
Ciputra Group,Property/Real Estate
Ciputra Group,Property/Real Estate
CIPUTRA GROUP,Property/Real Estate
Ciputra Hospital,Healthcare/Medical
Ciputra Hospital (Kalideres),Healthcare/Medical
CIPUTRA PLANTATION INDONESIA,Agricultural/Plantation/Poultry/Fisheries
CIRCL,Others
Circle Indonesia Sejahtera,Textiles/Garment
Circus Waterpark Bali,Entertainment/Media
Cirebon,Others
Ciremai Raya Mandiri,General & Wholesale Trading
cireng salju tanjungsari,Food & Beverage/Catering/Restaurant
"Cisarut Suprautama, PT",Marine/Aquaculture
Cistin,Others
Cita Citrawinda Noerhadi & Associates,Law/Legal
cita rasa catering,Food & Beverage/Catering/Restaurant
Citadel Asia,Architectural Services / Interior Designing
CITANUSA GROUP,Property/Real Estate
Citas Konsultan Global (CITASCO),Accounting / Audit / Tax Services
Citi,Banking / Financial Services
Citi9 Group,Property/Real Estate
Citibank,Banking/Financial Services
CITIC PACIFICAL SPECIAL STEEL,Others
CITICON Group,Construction/Building/Engineering
CITIFIN MULTIFINANCE,Others
Citifin Multifinance Syariah,Banking/Financial Services
Citipro,Property / Real Estate
CITRA ARSIGRIYA JO.,Construction/Building/Engineering
Citra Atria Prima,Food & Beverage / Catering / Restaurant
Citra Busana Group,Apparel
"Citra Cakrawala, PT",Advertising/Marketing/Promotion/PR
CITRA CENDEKIA INDONESIA,Others
Citra Digital Niaga,Others
Citra Dunia Perlengkapan Keluarga,Retail/Merchandise
Citra Fajar Utama,Manufacturing/Production
Citra Graha Epicentra,Property/Real Estate
Citra Group,General & Wholesale Trading
Citra Indonesia.com,Entertainment/Media
Citra Lian Perkasa,Manufacturing/Production
CITRA MANDIRI EXHIBITION ORGANIZER,Advertising/Marketing/Promotion/PR
Citra Mandiri Mobil,Automobile / Automotive Ancillary / Vehicle
Citra Pesona Abadi,Retail/Merchandise
Citra Publik Adv- Lingkaran Survei Indonesia,Others
Citra Sastra Noveltis,Retail/Merchandise
Citra Screen Process Supply,Advertising/Marketing/Promotion/PR
Citra Sejahtera,General & Wholesale Trading
CitraGarden City Malang,Property/Real Estate
CitraLand Cibubur,Property/Real Estate
CitraLand Denpasar,Property/Real Estate
CitralandCity Losari Makassar,Property/Real Estate
CITRAMAS GROUP,Others
