Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPA,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPA,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPA,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPS,1,72
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPS,2,19
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPS,3,26
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPA,1,34
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPA,2,29
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPA,3,18
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPS,1,62
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPS,2,35
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPS,3,30
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPA,1,32
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPA,2,22
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPA,3,23
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPS,1,30
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPS,2,37
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPS,3,27
Jakarta,2016,Dalam,3,SMA NEGERI 4,BAHASA,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 4,BAHASA,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 4,BAHASA,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPA,1,29
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPA,2,17
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPA,3,8
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPS,1,71
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPS,2,41
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPS,3,39
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPA,1,31
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPA,2,33
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPA,3,21
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPS,1,64
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPS,2,33
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPS,3,37
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPA,1,79
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPA,2,47
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPA,3,66
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPS,1,100
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPS,2,72
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPS,3,62
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPA,1,30
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPA,2,5
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPA,3,1
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPS,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPS,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPS,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPA,1,21
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPA,2,24
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPA,3,27
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPS,1,66
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPS,2,44
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPS,3,46
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPA,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPA,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPA,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPS,1,133
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPS,2,110
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPS,3,116
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPA,1,13
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPA,2,7
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPA,3,9
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPS,1,79
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPS,2,50
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPS,3,42
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPA,1,20
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPA,2,14
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPA,3,13
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPS,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPS,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPS,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPA,1,17
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPA,2,9
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPA,3,14
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPS,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPS,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPS,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPA,1,77
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPA,2,54
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPA,3,35
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPS,1,146
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPS,2,107
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPS,3,94
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPA,1,65
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPA,2,37
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPA,3,35
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPS,1,0
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPS,2,0
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPS,3,0
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPA,1,71
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPA,2,73
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPA,3,44
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPS,1,174
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPS,2,187
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPS,3,159
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPA,1,25
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPA,2,20
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPA,3,15
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPS,1,65
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPS,2,80
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPS,3,55
Jakarta,2016,Dalam,3,SMA NEGERI 20,IPA,1,0
