Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Kapasitas
Jakarta,2018,Dalam,1,SMA NEGERI 1,IPA,115
Jakarta,2018,Dalam,1,SMA NEGERI 1,IPS,67
Jakarta,2018,Dalam,1,SMA NEGERI 2,IPA,89
Jakarta,2018,Dalam,1,SMA NEGERI 2,IPS,67
Jakarta,2018,Dalam,1,SMA NEGERI 3,IPA,105
Jakarta,2018,Dalam,1,SMA NEGERI 3,IPS,83
Jakarta,2018,Dalam,1,SMA NEGERI 4,IPA,61
Jakarta,2018,Dalam,1,SMA NEGERI 4,IPS,41
Jakarta,2018,Dalam,1,SMA NEGERI 4,BAHASA,20
Jakarta,2018,Dalam,1,SMA NEGERI 5,IPA,86
Jakarta,2018,Dalam,1,SMA NEGERI 5,IPS,76
Jakarta,2018,Dalam,1,SMA NEGERI 6,IPA,104
Jakarta,2018,Dalam,1,SMA NEGERI 6,IPS,84
Jakarta,2018,Dalam,1,SMA NEGERI 7,IPA,90
Jakarta,2018,Dalam,1,SMA NEGERI 7,IPS,65
Jakarta,2018,Dalam,1,SMA NEGERI 8,IPA,188
Jakarta,2018,Dalam,1,SMA NEGERI 8,IPS,21
Jakarta,2018,Dalam,1,SMA NEGERI 9,IPA,83
Jakarta,2018,Dalam,1,SMA NEGERI 9,IPS,62
Jakarta,2018,Dalam,1,SMA NEGERI 10,IPA,44
Jakarta,2018,Dalam,1,SMA NEGERI 10,IPS,62
Jakarta,2018,Dalam,1,SMA NEGERI 11,IPA,66
Jakarta,2018,Dalam,1,SMA NEGERI 11,IPS,67
Jakarta,2018,Dalam,1,SMA NEGERI 12,IPA,65
Jakarta,2018,Dalam,1,SMA NEGERI 12,IPS,66
Jakarta,2018,Dalam,1,SMA NEGERI 13,IPA,107
Jakarta,2018,Dalam,1,SMA NEGERI 13,IPS,66
Jakarta,2018,Dalam,1,SMA NEGERI 14,IPA,112
Jakarta,2018,Dalam,1,SMA NEGERI 14,IPS,45
Jakarta,2018,Dalam,1,SMA NEGERI 15,IPA,65
Jakarta,2018,Dalam,1,SMA NEGERI 15,IPS,66
Jakarta,2018,Dalam,1,SMA NEGERI 16,IPA,90
Jakarta,2018,Dalam,1,SMA NEGERI 16,IPS,62
Jakarta,2018,Dalam,1,SMA NEGERI 17,IPA,89
Jakarta,2018,Dalam,1,SMA NEGERI 17,IPS,64
Jakarta,2018,Dalam,1,SMA NEGERI 18,IPA,65
Jakarta,2018,Dalam,1,SMA NEGERI 18,IPS,65
Jakarta,2018,Dalam,1,SMA NEGERI 18,BAHASA,21
Jakarta,2018,Dalam,1,SMA NEGERI 19,IPA,66
Jakarta,2018,Dalam,1,SMA NEGERI 19,IPS,63
Jakarta,2018,Dalam,1,SMA NEGERI 20,IPA,46
Jakarta,2018,Dalam,1,SMA NEGERI 20,IPS,63
Jakarta,2018,Dalam,1,SMA NEGERI 21,IPA,84
