Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Kapasitas
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 1,IPS,2
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPA,6
Jakarta,2016,Dalam,3,SMA NEGERI 3,IPS,3
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPA,4
Jakarta,2016,Dalam,3,SMA NEGERI 4,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 4,BAHASA,0
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 5,IPS,3
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPA,3
Jakarta,2016,Dalam,3,SMA NEGERI 6,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPA,5
Jakarta,2016,Dalam,3,SMA NEGERI 7,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 8,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 9,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 10,IPS,3
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 11,IPS,4
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 12,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 14,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPA,3
Jakarta,2016,Dalam,3,SMA NEGERI 15,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 16,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPA,4
Jakarta,2016,Dalam,3,SMA NEGERI 17,IPS,9
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPA,4
Jakarta,2016,Dalam,3,SMA NEGERI 19,IPS,7
Jakarta,2016,Dalam,3,SMA NEGERI 20,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 20,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 21,IPA,4
Jakarta,2016,Dalam,3,SMA NEGERI 21,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 22,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 22,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 23,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 23,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 24,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 24,IPS,3
Jakarta,2016,Dalam,3,SMA NEGERI 25,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 25,IPS,2
Jakarta,2016,Dalam,3,SMA NEGERI 26,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 26,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 27,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 27,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 28,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 28,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 29,IPA,3
Jakarta,2016,Dalam,3,SMA NEGERI 29,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 31,IPA,3
Jakarta,2016,Dalam,3,SMA NEGERI 31,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 31,BAHASA,0
Jakarta,2016,Dalam,3,SMA NEGERI 32,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 32,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 33,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 33,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 33,BAHASA,1
Jakarta,2016,Dalam,3,SMA NEGERI 34,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 34,IPS,3
Jakarta,2016,Dalam,3,SMA NEGERI 35,IPA,4
Jakarta,2016,Dalam,3,SMA NEGERI 35,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 35,BAHASA,1
Jakarta,2016,Dalam,3,SMA NEGERI 36,IPA,3
Jakarta,2016,Dalam,3,SMA NEGERI 36,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 37,IPA,1
Jakarta,2016,Dalam,3,SMA NEGERI 37,IPS,2
Jakarta,2016,Dalam,3,SMA NEGERI 38,IPA,3
Jakarta,2016,Dalam,3,SMA NEGERI 38,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 40,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 40,IPS,4
Jakarta,2016,Dalam,3,SMA NEGERI 41,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 41,IPS,3
Jakarta,2016,Dalam,3,SMA NEGERI 42,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 42,IPS,0
Jakarta,2016,Dalam,3,SMA NEGERI 43,IPA,2
Jakarta,2016,Dalam,3,SMA NEGERI 43,IPS,1
Jakarta,2016,Dalam,3,SMA NEGERI 44,IPA,0
Jakarta,2016,Dalam,3,SMA NEGERI 44,IPS,1
