Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Kapasitas
Jakarta,2016,Dalam,1,SMA NEGERI 1,MIPA,54
Jakarta,2016,Dalam,1,SMA NEGERI 1,IPS,54
Jakarta,2016,Dalam,1,SMA NEGERI 2,MIPA,43
Jakarta,2016,Dalam,1,SMA NEGERI 2,IPS,44
Jakarta,2016,Dalam,1,SMA NEGERI 3,MIPA,69
Jakarta,2016,Dalam,1,SMA NEGERI 3,IPS,55
Jakarta,2016,Dalam,1,SMA NEGERI 4,MIPA,41
Jakarta,2016,Dalam,1,SMA NEGERI 4,IPS,25
Jakarta,2016,Dalam,1,SMA NEGERI 4,BAHASA,14
Jakarta,2016,Dalam,1,SMA NEGERI 5,MIPA,57
Jakarta,2016,Dalam,1,SMA NEGERI 5,IPS,52
Jakarta,2016,Dalam,1,SMA NEGERI 6,MIPA,69
Jakarta,2016,Dalam,1,SMA NEGERI 6,IPS,52
Jakarta,2016,Dalam,1,SMA NEGERI 7,MIPA,60
Jakarta,2016,Dalam,1,SMA NEGERI 7,IPS,43
Jakarta,2016,Dalam,1,SMA NEGERI 8,MIPA,119
Jakarta,2016,Dalam,1,SMA NEGERI 8,IPS,13
Jakarta,2016,Dalam,1,SMA NEGERI 9,MIPA,59
Jakarta,2016,Dalam,1,SMA NEGERI 9,IPS,44
Jakarta,2016,Dalam,1,SMA NEGERI 10,MIPA,29
Jakarta,2016,Dalam,1,SMA NEGERI 10,IPS,42
Jakarta,2016,Dalam,1,SMA NEGERI 11,MIPA,44
Jakarta,2016,Dalam,1,SMA NEGERI 11,IPS,44
Jakarta,2016,Dalam,1,SMA NEGERI 12,MIPA,45
Jakarta,2016,Dalam,1,SMA NEGERI 12,IPS,46
Jakarta,2016,Dalam,1,SMA NEGERI 13,MIPA,88
Jakarta,2016,Dalam,1,SMA NEGERI 13,IPS,61
Jakarta,2016,Dalam,1,SMA NEGERI 14,MIPA,73
Jakarta,2016,Dalam,1,SMA NEGERI 14,IPS,30
Jakarta,2016,Dalam,1,SMA NEGERI 15,MIPA,46
Jakarta,2016,Dalam,1,SMA NEGERI 15,IPS,41
Jakarta,2016,Dalam,1,SMA NEGERI 16,MIPA,60
Jakarta,2016,Dalam,1,SMA NEGERI 16,IPS,43
Jakarta,2016,Dalam,1,SMA NEGERI 17,MIPA,61
Jakarta,2016,Dalam,1,SMA NEGERI 17,IPS,46
Jakarta,2016,Dalam,1,SMA NEGERI 18,MIPA,43
Jakarta,2016,Dalam,1,SMA NEGERI 18,IPS,43
Jakarta,2016,Dalam,1,SMA NEGERI 18,BAHASA,15
Jakarta,2016,Dalam,1,SMA NEGERI 19,MIPA,29
Jakarta,2016,Dalam,1,SMA NEGERI 19,IPS,42
Jakarta,2016,Dalam,1,SMA NEGERI 20,MIPA,31
Jakarta,2016,Dalam,1,SMA NEGERI 20,IPS,46
Jakarta,2016,Dalam,1,SMA NEGERI 21,MIPA,65
Jakarta,2016,Dalam,1,SMA NEGERI 21,IPS,27
Jakarta,2016,Dalam,1,SMA NEGERI 22,MIPA,59
Jakarta,2016,Dalam,1,SMA NEGERI 22,IPS,57
Jakarta,2016,Dalam,1,SMA NEGERI 23,MIPA,45
Jakarta,2016,Dalam,1,SMA NEGERI 23,IPS,59
Jakarta,2016,Dalam,1,SMA NEGERI 24,MIPA,46
