Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Indikator,Nilai
Jakarta,2017,Dalam,2,SMA NEGERI 1,IPA,Terendah,79
Jakarta,2017,Dalam,2,SMA NEGERI 1,IPS,Terendah,71.13
Jakarta,2017,Dalam,2,SMA NEGERI 2,IPA,Terendah,84.63
Jakarta,2017,Dalam,2,SMA NEGERI 2,IPS,Terendah,79.5
Jakarta,2017,Dalam,2,SMA NEGERI 3,IPA,Terendah,76
Jakarta,2017,Dalam,2,SMA NEGERI 3,IPS,Terendah,68.25
Jakarta,2017,Dalam,2,SMA NEGERI 4,IPA,Terendah,64.5
Jakarta,2017,Dalam,2,SMA NEGERI 4,IPS,Terendah,64.63
Jakarta,2017,Dalam,2,SMA NEGERI 4,BAHASA,Terendah,60.75
Jakarta,2017,Dalam,2,SMA NEGERI 5,IPA,Terendah,67.63
Jakarta,2017,Dalam,2,SMA NEGERI 5,IPS,Terendah,63.13
Jakarta,2017,Dalam,2,SMA NEGERI 6,IPA,Terendah,77.88
Jakarta,2017,Dalam,2,SMA NEGERI 6,IPS,Terendah,74.5
Jakarta,2017,Dalam,2,SMA NEGERI 7,IPA,Terendah,60.75
Jakarta,2017,Dalam,2,SMA NEGERI 7,IPS,Terendah,60.63
Jakarta,2017,Dalam,2,SMA NEGERI 8,IPA,Terendah,91.38
Jakarta,2017,Dalam,2,SMA NEGERI 8,IPS,Terendah,91
Jakarta,2017,Dalam,2,SMA NEGERI 9,IPA,Terendah,71.63
Jakarta,2017,Dalam,2,SMA NEGERI 9,IPS,Terendah,68.75
Jakarta,2017,Dalam,2,SMA NEGERI 10,IPA,Terendah,54.63
Jakarta,2017,Dalam,2,SMA NEGERI 10,IPS,Terendah,54.5
Jakarta,2017,Dalam,2,SMA NEGERI 11,IPA,Terendah,69.63
Jakarta,2017,Dalam,2,SMA NEGERI 11,IPS,Terendah,66
Jakarta,2017,Dalam,2,SMA NEGERI 12,IPA,Terendah,85.75
Jakarta,2017,Dalam,2,SMA NEGERI 12,IPS,Terendah,77
Jakarta,2017,Dalam,2,SMA NEGERI 13,IPA,Terendah,85
Jakarta,2017,Dalam,2,SMA NEGERI 13,IPS,Terendah,78.88
Jakarta,2017,Dalam,2,SMA NEGERI 14,IPA,Terendah,85.38
Jakarta,2017,Dalam,2,SMA NEGERI 14,IPS,Terendah,80.25
Jakarta,2017,Dalam,2,SMA NEGERI 15,IPA,Terendah,56.88
Jakarta,2017,Dalam,2,SMA NEGERI 15,IPS,Terendah,56.25
Jakarta,2017,Dalam,2,SMA NEGERI 16,IPA,Terendah,70.88
Jakarta,2017,Dalam,2,SMA NEGERI 16,IPS,Terendah,67.5
Jakarta,2017,Dalam,2,SMA NEGERI 17,IPA,Terendah,58
Jakarta,2017,Dalam,2,SMA NEGERI 17,IPS,Terendah,56.63
Jakarta,2017,Dalam,2,SMA NEGERI 18,IPA,Terendah,62.63
Jakarta,2017,Dalam,2,SMA NEGERI 18,IPS,Terendah,58.88
Jakarta,2017,Dalam,2,SMA NEGERI 18,BAHASA,Terendah,57
Jakarta,2017,Dalam,2,SMA NEGERI 19,IPA,Terendah,70.75
Jakarta,2017,Dalam,2,SMA NEGERI 19,IPS,Terendah,67.13
Jakarta,2017,Dalam,2,SMA NEGERI 20,IPA,Terendah,58.75
Jakarta,2017,Dalam,2,SMA NEGERI 20,IPS,Terendah,57
Jakarta,2017,Dalam,2,SMA NEGERI 21,IPA,Terendah,86.88
Jakarta,2017,Dalam,2,SMA NEGERI 21,IPS,Terendah,80.25
Jakarta,2017,Dalam,2,SMA NEGERI 22,IPA,Terendah,67.75
Jakarta,2017,Dalam,2,SMA NEGERI 22,IPS,Terendah,65.5
Jakarta,2017,Dalam,2,SMA NEGERI 23,IPA,Terendah,65.25
Jakarta,2017,Dalam,2,SMA NEGERI 23,IPS,Terendah,63.25
Jakarta,2017,Dalam,2,SMA NEGERI 24,IPA,Terendah,64
Jakarta,2017,Dalam,2,SMA NEGERI 24,IPS,Terendah,63.5
Jakarta,2017,Dalam,2,SMA NEGERI 25,IPA,Terendah,58.25
Jakarta,2017,Dalam,2,SMA NEGERI 25,IPS,Terendah,57.75
Jakarta,2017,Dalam,2,SMA NEGERI 26,IPA,Terendah,89.5
Jakarta,2017,Dalam,2,SMA NEGERI 26,IPS,Terendah,85.25
Jakarta,2017,Dalam,2,SMA NEGERI 27,IPA,Terendah,64.75
Jakarta,2017,Dalam,2,SMA NEGERI 27,IPS,Terendah,63.5
Jakarta,2017,Dalam,2,SMA NEGERI 28,IPA,Terendah,91
Jakarta,2017,Dalam,2,SMA NEGERI 28,IPS,Terendah,88.88
Jakarta,2017,Dalam,2,SMA NEGERI 29,IPA,Terendah,74.63
Jakarta,2017,Dalam,2,SMA NEGERI 29,IPS,Terendah,69.75
Jakarta,2017,Dalam,2,SMA NEGERI 30,IPA,Terendah,74.38
Jakarta,2017,Dalam,2,SMA NEGERI 30,IPS,Terendah,67
Jakarta,2017,Dalam,2,SMA NEGERI 31,IPA,Terendah,79.38
Jakarta,2017,Dalam,2,SMA NEGERI 31,IPS,Terendah,70.75
Jakarta,2017,Dalam,2,SMA NEGERI 31,BAHASA,Terendah,64.88
Jakarta,2017,Dalam,2,SMA NEGERI 32,IPA,Terendah,67
Jakarta,2017,Dalam,2,SMA NEGERI 32,IPS,Terendah,64.5
Jakarta,2017,Dalam,2,SMA NEGERI 33,IPA,Terendah,81.63
Jakarta,2017,Dalam,2,SMA NEGERI 33,IPS,Terendah,74.63
Jakarta,2017,Dalam,2,SMA NEGERI 33,BAHASA,Terendah,62.88
Jakarta,2017,Dalam,2,SMA NEGERI 34,IPA,Terendah,89.75
Jakarta,2017,Dalam,2,SMA NEGERI 34,IPS,Terendah,86.5
Jakarta,2017,Dalam,2,SMA NEGERI 35,IPA,Terendah,64.25
Jakarta,2017,Dalam,2,SMA NEGERI 35,IPS,Terendah,60.25
Jakarta,2017,Dalam,2,SMA NEGERI 35,BAHASA,Terendah,58.88
Jakarta,2017,Dalam,2,SMA NEGERI 36,IPA,Terendah,71.75
Jakarta,2017,Dalam,2,SMA NEGERI 36,IPS,Terendah,67.88
Jakarta,2017,Dalam,2,SMA NEGERI 37,IPA,Terendah,72.13
Jakarta,2017,Dalam,2,SMA NEGERI 37,IPS,Terendah,68.88
Jakarta,2017,Dalam,2,SMA NEGERI 38,IPA,Terendah,87
Jakarta,2017,Dalam,2,SMA NEGERI 38,IPS,Terendah,82.13
Jakarta,2017,Dalam,2,SMA NEGERI 39,IPA,Terendah,89.63
Jakarta,2017,Dalam,2,SMA NEGERI 39,IPS,Terendah,85.5
Jakarta,2017,Dalam,2,SMA NEGERI 40,IPA,Terendah,57.38
Jakarta,2017,Dalam,2,SMA NEGERI 40,IPS,Terendah,54.88
Jakarta,2017,Dalam,2,SMA NEGERI 41,IPA,Terendah,55.13
Jakarta,2017,Dalam,2,SMA NEGERI 41,IPS,Terendah,54.75
Jakarta,2017,Dalam,2,SMA NEGERI 42,IPA,Terendah,78.63
Jakarta,2017,Dalam,2,SMA NEGERI 42,IPS,Terendah,70.25
Jakarta,2017,Dalam,2,SMA NEGERI 43,IPA,Terendah,69.13
Jakarta,2017,Dalam,2,SMA NEGERI 43,IPS,Terendah,66.25
Jakarta,2017,Dalam,2,SMA NEGERI 44,IPA,Terendah,80.88
Jakarta,2017,Dalam,2,SMA NEGERI 44,IPS,Terendah,73
Jakarta,2017,Dalam,2,SMA NEGERI 45,IPA,Terendah,60.25
Jakarta,2017,Dalam,2,SMA NEGERI 45,IPS,Terendah,60.13
Jakarta,2017,Dalam,2,SMA NEGERI 46,IPA,Terendah,70
Jakarta,2017,Dalam,2,SMA NEGERI 46,IPS,Terendah,66.63
Jakarta,2017,Dalam,2,SMA NEGERI 47,IPA,Terendah,87.88
Jakarta,2017,Dalam,2,SMA NEGERI 47,IPS,Terendah,79.13
Jakarta,2017,Dalam,2,SMA NEGERI 48,IPA,Terendah,88.25
Jakarta,2017,Dalam,2,SMA NEGERI 48,IPS,Terendah,81.63
Jakarta,2017,Dalam,2,SMA NEGERI 49,IPA,Terendah,84.63
Jakarta,2017,Dalam,2,SMA NEGERI 49,IPS,Terendah,81
Jakarta,2017,Dalam,2,SMA NEGERI 50,IPA,Terendah,69.88
Jakarta,2017,Dalam,2,SMA NEGERI 50,IPS,Terendah,67.13
Jakarta,2017,Dalam,2,SMA NEGERI 51,IPA,Terendah,68.75
Jakarta,2017,Dalam,2,SMA NEGERI 51,IPS,Terendah,68.13
Jakarta,2017,Dalam,2,SMA NEGERI 52,IPA,Terendah,76.88
Jakarta,2017,Dalam,2,SMA NEGERI 52,IPS,Terendah,65.63
Jakarta,2017,Dalam,2,SMA NEGERI 53,IPA,Terendah,73.5
Jakarta,2017,Dalam,2,SMA NEGERI 53,IPS,Terendah,69.88
Jakarta,2017,Dalam,2,SMA NEGERI 54,IPA,Terendah,76.88
Jakarta,2017,Dalam,2,SMA NEGERI 54,IPS,Terendah,68.63
Jakarta,2017,Dalam,2,SMA NEGERI 55,IPA,Terendah,82.5
Jakarta,2017,Dalam,2,SMA NEGERI 55,IPS,Terendah,77
Jakarta,2017,Dalam,2,SMA NEGERI 56,IPA,Terendah,63.13
Jakarta,2017,Dalam,2,SMA NEGERI 56,IPS,Terendah,62.13
Jakarta,2017,Dalam,2,SMA NEGERI 56,BAHASA,Terendah,61.38
Jakarta,2017,Dalam,2,SMA NEGERI 57,IPA,Terendah,66.75
Jakarta,2017,Dalam,2,SMA NEGERI 57,IPS,Terendah,63.88
Jakarta,2017,Dalam,2,SMA NEGERI 58,IPA,Terendah,81.38
Jakarta,2017,Dalam,2,SMA NEGERI 58,IPS,Terendah,74.25
Jakarta,2017,Dalam,2,SMA NEGERI 59,IPA,Terendah,74
Jakarta,2017,Dalam,2,SMA NEGERI 59,IPS,Terendah,70
Jakarta,2017,Dalam,2,SMA NEGERI 60,IPA,Terendah,76.38
Jakarta,2017,Dalam,2,SMA NEGERI 60,IPS,Terendah,72.25
Jakarta,2017,Dalam,2,SMA NEGERI 61,IPA,Terendah,89.75
Jakarta,2017,Dalam,2,SMA NEGERI 61,IPS,Terendah,85.25
Jakarta,2017,Dalam,2,SMA NEGERI 62,IPA,Terendah,82.5
Jakarta,2017,Dalam,2,SMA NEGERI 62,IPS,Terendah,74.63
Jakarta,2017,Dalam,2,SMA NEGERI 63,IPA,Terendah,72
Jakarta,2017,Dalam,2,SMA NEGERI 63,IPS,Terendah,68
Jakarta,2017,Dalam,2,SMA NEGERI 64,IPA,Terendah,72.38
Jakarta,2017,Dalam,2,SMA NEGERI 64,IPS,Terendah,69.38
Jakarta,2017,Dalam,2,SMA NEGERI 65,IPA,Terendah,84.38
Jakarta,2017,Dalam,2,SMA NEGERI 65,IPS,Terendah,82.13
Jakarta,2017,Dalam,2,SMA NEGERI 66,IPA,Terendah,82.38
Jakarta,2017,Dalam,2,SMA NEGERI 66,IPS,Terendah,75.25
Jakarta,2017,Dalam,2,SMA NEGERI 67,IPA,Terendah,84.88
Jakarta,2017,Dalam,2,SMA NEGERI 67,IPS,Terendah,74.13
Jakarta,2017,Dalam,2,SMA NEGERI 68,IPA,Terendah,87.25
Jakarta,2017,Dalam,2,SMA NEGERI 68,IPS,Terendah,83
Jakarta,2017,Dalam,2,SMA NEGERI 70,IPA,Terendah,82.63
Jakarta,2017,Dalam,2,SMA NEGERI 70,IPS,Terendah,78.88
Jakarta,2017,Dalam,2,SMA NEGERI 71,IPA,Terendah,87.13
Jakarta,2017,Dalam,2,SMA NEGERI 71,IPS,Terendah,81.13
Jakarta,2017,Dalam,2,SMA NEGERI 72,IPA,Terendah,60.88
Jakarta,2017,Dalam,2,SMA NEGERI 72,IPS,Terendah,59.75
