Perusahaan,Sektor
Wijaya Art Makmur,Construction/Building/Engineering
Wijaya Auto Cars,Automobile / Automotive Ancillary / Vehicle
Wijaya Elektronik & Funiture,Retail/Merchandise
Wijaya Group,Entertainment / Media
Wijaya Mandiri,Others
Wijaya Musik,Education
"Wijaya Platinum Skincare, Slimming & Laser",Healthcare / Medical
wika,Others
Wikitodi,Apparel
Wilberforce Argo Law,Law / Legal
Wildlife Conservation Society - Indonesia Program,Non-Profit Organisation/Social Services/NGO
Willa clinic dental,Healthcare/Medical
William E. Connor & Associates LTD,Others
William Soerjonegoro & Partners,Law/Legal
Williams Sonoma Indonesia,Manufacturing/Production
Willow Beauty & Spa,Healthcare/Medical
Willy bags spa & repair,Hotel/Hospitality
Willy Hair Salon,Grooming / Beauty / Fitness
Willys Motor,Automobile/Automotive Ancillary/Vehicle
Wilmar Group Indonesia,Manufacturing/Production
Wilmar International Plantation Group,Agricultural/Plantation/Poultry/Fisheries
Wilson & Partners,Law / Legal
WILSON TIRTA GROUP,Property/Real Estate
WILSON’S RETREAT,Hotel/Hospitality
WIMAKOM,General & Wholesale Trading
Wimatama,Architectural Services/Interior Designing
WIMO ( Wedding In Motion ),Entertainment/Media
Win & Co Group,Arts / Design / Fashion
WIN IP FIRM,Law/Legal
wina,Others
Wina Copy Centre,Printing / Publishing
Wina triyanti lubis,Others
Winda lestari,Others
winda novita sari,Others
Windoe Group,Others
Winds star,Others
Windsor English School,Education
Windsor Montessori Preschool & Kindergarten,Education
Windu Jaya,Transportation/Logistics
Winestra,Others
Wing King Door - PT Wadja Karya Dunia,Manufacturing/Production
Wingking Resto,Food & Beverage / Catering / Restaurant
Wingkorolls Semarang,Food & Beverage/Catering/Restaurant
Wingman Wings & Burger,Food & Beverage/Catering/Restaurant
WINGS Group,Consumer Products/FMCG
Winindo Karya Dinamika,Manufacturing/Production
Winner Blessing Agency,Insurance
Winner Prima Group,Mining
Winof Interior Design,Architectural Services/Interior Designing
WINPRO GROUP,Architectural Services/Interior Designing
Wins Percetakan,Others
Wins Spa,Grooming / Beauty / Fitness
Wintech Pratama,Manufacturing/Production
Wipro Technologies,"Consulting (IT, Science, Engineering & Technical)"
Wira Angkasa Academy,Aerospace/Aviation/Airline
Wira Bintang Abadi,BioTechnology/Pharmaceutical/Clinical research
Wira Jaya Motor (Makassar),Automobile / Automotive Ancillary / Vehicle
Wira Mas Machinery,Computer / Information Technology (Hardware)
Wiradka,Others
Wiraland Digital Networking,Property/Real Estate
Wiraland Property Group,Property/Real Estate
WIRASWASTA,Others
WIRATECH,General & Wholesale Trading
Wiratech,"Consulting (IT, Science, Engineering & Technical)"
WIRATECH,Manufacturing/Production
Wirecard Asia Pacific,Computer/Information Technology (Software)
Wireless Stars,Computer/Information Technology (Software)
Wisana Matrakarya,Construction/Building/Engineering
"Wisanamitra Argakarya, PT.",Construction/Building/Engineering
Wisata Niaga Hotel,Hotel/Hospitality
Wisdom POS,Computer/Information Technology (Software)
Wise Concetti Communication Technology Ltd,"Consulting (IT, Science, Engineering & Technical)"
Wise Pacific Venture,Computer/Information Technology (Software)
WISEL Group,Automobile/Automotive Ancillary/Vehicle
Wisesa Group,Food & Beverage/Catering/Restaurant
Wishbone,"Consulting (IT, Science, Engineering & Technical)"
Wisma City Inn,Hotel / Hospitality
Wisma Djoglo,Hotel / Hospitality
Wisma Indah,Arts/Design/Fashion
"WISMA MITRA ABADI, PT",Hotel/Hospitality
Wisma Sari Resto,Food & Beverage / Catering / Restaurant
Wisma Sehati,Retail/Merchandise
Wisma Sehati,Architectural Services / Interior Designing
Wisno Grahakom,Telecommunication
wisnu kristian,Others
Wisudaka Mart,Retail/Merchandise
With Smile Dental Clinic (Jakarta),Healthcare/Medical
Wiyata Private Course,Education
Wizz Family Karaoke,Entertainment/Media
WL Waxing,Grooming/Beauty/Fitness
Wokoworks Holdings Limited,Computer/Information Technology (Software)
Wolacom,Advertising/Marketing/Promotion/PR
WOM Finance Surabaya,Banking / Financial Services
Wonderlabs,Computer/Information Technology (Software)
Wonderlust,Others
Wonderworks,Architectural Services/Interior Designing
Wong Hang Tailor,Arts/Design/Fashion
Wood United,Wood/Fibre/Paper
Woodie ID,Others
Woodnheritage,Others
