Perusahaan,Sektor
"""Bali-Inside"" PT Keluarga Tenggara",Property/Real Estate
(Arah Restu Sejati Group),Travel/Tourism
(EF) English First for Adults Indonesia,Education
(IEP) Intensive English Programs Zamrud,Education
(JBS) JayaBaruSteel,Others
"(Surabaya,Semarang,Solo)PT Norgantara Prima Perkasa",Retail/Merchandise
(Taman Anggrek Residences),Property/Real Estate
(Villa Bunga Group) PT Karya Maju Sejahtera Bersama,General & Wholesale Trading
+021INDONESIA,Others
+62081222373808,Others
+62087775330589,Others
+622 jakarta barat,Others
+625704488646(INDONESIA),Others
+6282229922299,Others
+6285647514638,Others
+682,Others
-,Heavy Industrial/Machinery/Equipment
-,Construction/Building/Engineering
-,Manufacturing/Production
-,Manufacturing/Production
.,Others
.,Automobile/Automotive Ancillary/Vehicle
.PT Syamsir Karya Pratama,Others
0,General & Wholesale Trading
011,Others
021 7545067,Others
02287885023,Food & Beverage/Catering/Restaurant
03 Engineering Pte Ltd,Others
031,Others
061 Bistro,Food & Beverage / Catering / Restaurant
082340813138,Others
100 Sunset Boutique Hotel,Hotel / Hospitality
1001malam.com,Travel/Tourism
10th St promenade Factory outlet,Others
121 FITNESS JAPAN,Grooming/Beauty/Fitness
18 Suite Villa Loft @ Kuta,Hotel / Hospitality
1979,Others
1981,Others
1989,Others
1992,Others
1994,Others
1996,Others
1997,Others
1AB Comms Pte Ltd,Computer/Information Technology (Software)
1Souvenir Indonesia,Retail / Merchandise
21 Express (PT. ANDALAN DUA SATU EKSPRES ),Transportation / Logistics
2359 Media,Computer/Information Technology (Software)
24,Others
24x7studios Pte Ltd,Apparel
2G Studio,Architectural Services/Interior Designing
2wtrade,Computer/Information Technology (Software)
3 Acres and A cow,Advertising / Marketing / Promotion / PR
3 Icon,Architectural Services / Interior Designing
3 PRINCESS Boutique hotel & spa,Hotel/Hospitality
3 Pro Indonesia,Advertising / Marketing / Promotion / PR
3 Stars Communication,Advertising / Marketing / Promotion / PR
3.0 Organization,Human Resources Management/Consulting
3.6.9 Group,Food & Beverage/Catering/Restaurant
33 Metal Prima,Heavy Industrial / Machinery / Equipment
349 Films,Exhibitions/Event management/MICE
360 group,Hotel/Hospitality
3dPortrait Asia,Consumer Products/FMCG
3Mongkis,Arts/Design/Fashion
41 Studio,"Consulting (IT, Science, Engineering & Technical)"
4Play Lounge,Entertainment / Media
5 Benua Reservasi,Travel/Tourism
5 Star Bali Villa,Others
5-Continent Enterprise Co.Ltd,Chemical/Fertilizers/Pesticides
511 Ideal Stay,Hotel/Hospitality
52 Living,Accounting/Audit/Tax Services
56 Degrees Cafe,Food & Beverage/Catering/Restaurant
5miles Bali,Arts / Design / Fashion
6281 (Indonesia),Others
6285835426344,Others
7evenshop,Retail/Merchandise
7Hz,Computer/Information Technology (Software)
808 Property,Property/Real Estate
83 Creative Studio,Others
86CORPORATION,Security/Law Enforcement
88 English,Education
88SPARES PTE LTD,Heavy Industrial/Machinery/Equipment
90 Gourmet,Food & Beverage/Catering/Restaurant
