Perusahaan,Sektor
PT Sumber Tirta Persada (Jakarta),Accounting/Audit/Tax Services
PT Sumber Tirta Sentosa,General & Wholesale Trading
PT Sumber Tirtahokindo,Construction/Building/Engineering
PT Sumber Tjipta Djaya,Construction / Building / Engineering
PT Sumber Trada Mobilindo (Mazda Bandung 1),Automobile / Automotive Ancillary / Vehicle
PT Sumber Trada Mobilindo Bandung,Automobile / Automotive Ancillary / Vehicle
PT Sumber Tunas Abadi,Hotel / Hospitality
PT Sumber Turindo,Travel / Tourism
PT Sumber Turindo Cabang Solo,Travel / Tourism
PT Sumber Urip Sejati,General & Wholesale Trading
PT Sumber Usaha Radiator,Manufacturing/Production
PT Sumber Utama Karya,Construction / Building / Engineering
PT Sumber Utama Mandiri Abadi,Transportation/Logistics
PT Sumber Waras,Consumer Products/FMCG
PT Sumber Wilis Seraya,Heavy Industrial/Machinery/Equipment
PT Sumber Yalasamudra,Agricultural/Plantation/Poultry/Fisheries
PT Sumberbaru Sentral Mobil,Automobile / Automotive Ancillary / Vehicle
PT Sumberdaya Dian Mandiri,Human Resources Management/Consulting
PT Sumberdaya Dian Mandiri,Human Resources Management/Consulting
PT Sumberdaya Dian Mandiri (Bandung),Human Resources Management / Consulting
PT Sumberdaya Dian Mandiri (Malang),Human Resources Management / Consulting
PT Sumberdaya Dian Mandiri (Padang),Human Resources Management / Consulting
PT Sumberdaya Dian Mandiri (Palembang),Human Resources Management / Consulting
PT Sumberdaya Dian Mandiri (Semarang),Human Resources Management / Consulting
PT Sumberdaya Dian Mandiri (Yogyakarta),Human Resources Management / Consulting
PT Sumberdaya Dian Mandiri Sidoarjo,Human Resources Management/Consulting
PT Sumberdaya Makmur Mandiri,Retail / Merchandise
PT Sumberdaya Sewatama ( Part of Tiara Marga Trakindo Group),Utilities/Power
PT Sumbergas Sakti Prima,Oil/Gas/Petroleum
PT Sumberkreasi Dayacipta,Retail/Merchandise
PT Sumbermakmur Pirantisukses,General & Wholesale Trading
PT Sumbermakmur Sejahterabuana,Construction/Building/Engineering
PT Sumbermas Masterin (Surabaya),Construction/Building/Engineering
PT Sumbermetal Internasional,General & Wholesale Trading
PT Sumbermitra Agungjaya,Healthcare/Medical
PT Sumbermulia Fishindo,Others
PT Sumbermulia Hasilguna,Computer/Information Technology (Hardware)
PT Sumberraya Pasada Usaha,Consulting (Business & Management)
PT Sumbersejahtera Karyapratama,Electrical & Electronics
PT Sumbersolusindo Hitech,Telecommunication
PT SUMBERTAMA JAYA TEKNIK  - Tools Distributors,General & Wholesale Trading
PT Sumbertama Sejatikarsa,General & Wholesale Trading
PT Sumbertaman Keramika Industri (Trisensa Group),Manufacturing/Production
PT Sumi Asih,Healthcare/Medical
PT Sumi Indo Kabel Tbk,Manufacturing / Production
PT Sumi Indo Wiring Systems,Manufacturing/Production
PT Sumi Rubber Indonesia (Dunlop),Polymer/Plastic/Rubber/Tyres
PT Sumiati Ekspor International,General & Wholesale Trading
PT Sumiden Serasi Wire Products,Manufacturing/Production
PT Sumiden Sintered Components Indonesia,Manufacturing/Production
PT Sumiko Leadframe Bintan,Mining
PT Sumisho Global Logistics Indonesia,Transportation/Logistics
PT Sumitama Lubrindo Jaya,General & Wholesale Trading
PT Sumitech,General & Wholesale Trading
PT Sumitomo Electric Wintec Indonesia,Manufacturing / Production
PT Sumitomo Forestry Indonesia,General & Wholesale Trading
PT Sumitomo Indonesia,General & Wholesale Trading
PT Sumitomo S.H.I. Construction Machinery Indonesia,Heavy Industrial/Machinery/Equipment
PT Sumitomo Wiring System Batam Indonesia,Manufacturing/Production
PT Sumitronics Indonesia,Electrical & Electronics
PT Summa Karangpuang Mandiri,General & Wholesale Trading
"PT Summarecon Agung, Tbk",Property/Real Estate
"PT Summarecon Agung, Tbk",Construction/Building/Engineering
"PT Summarecon Agung, Tbk (Summarecon Bekasi, Kelapa Gading dan karawang)",Property/Real Estate
PT Summarecon Serpong,Property / Real Estate
PT Summerville Indonesia,Hotel / Hospitality
PT Summerville Property Management,Property/Real Estate
PT Summit Adyawinsa Indonesia,Manufacturing/Production
