Perusahaan,Sektor
PT Sukses Sata Mandiri,Consulting (Business & Management)
PT Sukses Sejahtera Energi (Karang Anyar),Manufacturing/Production
PT Sukses Sejahtera Energi Prambanan,Manufacturing / Production
PT Sukses SERC Jaya Pratama,Consulting (Business & Management)
PT Sukses Setia,Electrical & Electronics
PT Sukses Shipyard Indonesia,Transportation / Logistics
PT Sukses Sinar Abadi ( Watch World ),Retail/Merchandise
PT Sukses Teknik Indonesia,Manufacturing/Production
PT Sukses Teknik Inovasi,Retail/Merchandise
PT Sukses Tiga Saudara,Manufacturing / Production
PT Sukses Utama Niaga,Accounting/Audit/Tax Services
PT Sukses Utama Perkasa,Manufacturing / Production
PT Sukses Warna Persada,Transportation/Logistics
PT Sukses Wijaya Indo Mapan,Retail/Merchandise
PT Suksesindo,Human Resources Management/Consulting
PT Suksesindo,Human Resources Management/Consulting
PT Suksesindo Mandiri Perkasa,Human Resources Management/Consulting
PT Suksesindo Mitra Bersama,Consulting (Business & Management)
PT Suksesindo Solid Unggul,Construction / Building / Engineering
PT Sulawesi Cahaya Mineral,Mining
PT Sulawesi Indo Energy,Oil/Gas/Petroleum
PT Sulawesi Indosteel Utama,Heavy Industrial / Machinery / Equipment
PT Sulawesi Jaya Raya,Transportation / Logistics
PT Sulenco Wanea Hotel,Hotel/Hospitality
PT Sulfindo Adiusaha,Chemical/Fertilizers/Pesticides
PT Sulindafin,Polymer/Plastic/Rubber/Tyres
PT Sulindafin Permai Spinning Mills (Sulindamills),Retail / Merchandise
PT Sully Abadi Jaya,Polymer/Plastic/Rubber/Tyres
PT SULTAN,Others
PT Suluban Garment,Textiles / Garment
PT Suluh Anagata,Education
PT Suluh Ardhi Engineering,Oil / Gas / Petroleum
PT Sulzer Indonesia,Construction/Building/Engineering
PT Sum Hing Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Sum Prima Sentosa,Construction/Building/Engineering
PT Sum Trijaya,Construction / Building / Engineering
PT SUM Yatraguna,Manufacturing / Production
PT Suma Adikarya Cemerlang,Manufacturing / Production
PT Sumaco Wahana Utama,Retail/Merchandise
PT Sumalindo Lestari Jaya Tbk. [Factory],Manufacturing/Production
"PT Sumalindo Lestari Jaya,Tbk",Wood / Fibre / Paper
PT Sumanet Mitra Integrasi,Computer/Information Technology (Hardware)
PT Sumaputra Anindya,Manufacturing/Production
PT Sumara Jaya Abadi,Manufacturing/Production
PT Sumari Karya Global,General & Wholesale Trading
PT Sumari Karya Global (Cabang Medan),Manufacturing / Production
PT Sumater Sarana Sekar Sakti,Transportation/Logistics
PT Sumatera Cahaya Mandiri,Healthcare/Medical
PT Sumatera Cahaya Mandiri,Healthcare / Medical
PT Sumatera Computer Centre,Computer / Information Technology (Software)
PT Sumatera Dinamika Utama,Agricultural/Plantation/Poultry/Fisheries
PT Sumatera Ega Mekinka,Heavy Industrial/Machinery/Equipment
PT SUMATERA JAYA TRANSINDO,Others
PT Sumatera Kartindo,Polymer / Plastic / Rubber / Tyres
PT Sumatera Motor Indonesia,Automobile/Automotive Ancillary/Vehicle
PT SUMATERA PETRO NIAGA,Oil/Gas/Petroleum
PT Sumatera Prima Fibreboard,Manufacturing/Production
PT Sumatera Prima Fibreboard,Manufacturing / Production
PT Sumatera Sukses Jaya,Automobile / Automotive Ancillary / Vehicle
PT Sumato Unggul Perkasa,Environment/Health/Safety
PT Sumatra Group Investment,General & Wholesale Trading
PT Sumatra Mitra Andalan,Manufacturing / Production
PT Sumatra Motor indonesia,Accounting/Audit/Tax Services
PT SUMATRA RAYA,Transportation / Logistics
PT Sumatra Sejahtera,General & Wholesale Trading
PT Sumatra Timber Utama Damai,Manufacturing / Production
PT Sumatra Unggul,Construction / Building / Engineering
PT Sumatrasarana Sekar Sakti,Others
PT Sumba Wahana Prima Usaha,Healthcare/Medical
PT Sumber Abadi Cemerlang,Electrical & Electronics
PT Sumber Abadi sejahtera Bersama,Electrical & Electronics
PT SUMBER ABADI SENTRATAMA,Property/Real Estate
PT Sumber Abadi Tirtasantosa,Agricultural/Plantation/Poultry/Fisheries
PT Sumber Agrindo Sejahtera,Chemical/Fertilizers/Pesticides
PT Sumber Agrindo Sejahtera,Agricultural / Plantation / Poultry / Fisheries
PT Sumber Agrindo Sejahtera (Palembang),Transportation/Logistics
PT Sumber Agrindo Sejahtera Cabang Samarinda,Agricultural / Plantation / Poultry / Fisheries
PT Sumber Agrindo Sejahtera Medan,General & Wholesale Trading
PT Sumber Agung Mitra Solusi,Computer/Information Technology (Software)
PT Sumber Agung Sentosa,BioTechnology / Pharmaceutical / Clinical research
PT Sumber Agung Success Mandiri (Solo),Healthcare/Medical
PT Sumber Agung Sukses (Magelang),Food & Beverage / Catering / Restaurant
PT SUMBER AIR HIDUP,Others
PT Sumber Air Mas Pratama,Property / Real Estate
PT Sumber Aji Langgeng Santoso,Polymer / Plastic / Rubber / Tyres
PT Sumber Alam Putra Lestari,Printing/Publishing
