Perusahaan,Sektor
PT Sinar Sama Sejati (Manado),Construction/Building/Engineering
PT Sinar Samudra Marindo,Construction/Building/Engineering
PT Sinar Sarana Surya,Automobile/Automotive Ancillary/Vehicle
PT Sinar Sentosa Primatama Group,Automobile / Automotive Ancillary / Vehicle
PT Sinar Sosro,Consumer Products/FMCG
PT Sinar Sosro (KPW Bali - Nusra),General & Wholesale Trading
PT Sinar Sosro (KPW Sulawesi),Consumer Products / FMCG
PT Sinar Sosro (KPW Sumut & NAD),Consumer Products / FMCG
PT Sinar Sosrodjojo Trans,Transportation / Logistics
PT Sinar Star Books,Printing/Publishing
PT Sinar Sumber Makmur,Others
PT Sinar Surya Bajaprofilindo,Manufacturing/Production
PT Sinar Surya Indo Prima,Construction / Building / Engineering
PT Sinar Surya Jaya,Retail/Merchandise
PT Sinar Surya Jorong,Agricultural/Plantation/Poultry/Fisheries
PT Sinar Surya Komindo,Telecommunication
PT Sinar Surya Lestari,General & Wholesale Trading
PT Sinar Surya Sentosa Sejahtera,Manufacturing/Production
PT Sinar Surya Teknologi,Computer/Information Technology (Hardware)
PT Sinar Syno Kimia,Manufacturing/Production
PT Sinar Taman Plastindo,Polymer / Plastic / Rubber / Tyres
PT Sinar Tambang Arthalestari,Mining
PT SINAR TEHNIK JAYA,Construction/Building/Engineering
PT SINAR TEKNIK SARANA,Repair & Maintenance Services
PT Sinar Terang Abadi (Bali),Consulting (Business & Management)
PT Sinar Terang Logamjaya,Manufacturing/Production
PT SINAR TIJILI BENOA,Hotel/Hospitality
PT Sinar Timur Dayacipta,Construction / Building / Engineering
PT Sinar Timur Industrindo,Manufacturing / Production
PT Sinar Timuran Green Energi,Architectural Services / Interior Designing
PT Sinar Tirta Bening,BioTechnology / Pharmaceutical / Clinical research
PT SINAR TJAKRA SUKSES,General & Wholesale Trading
PT Sinar Toboali,Retail / Merchandise
PT Sinar Totalindo Mandiri,Automobile/Automotive Ancillary/Vehicle
PT Sinar Trading Indah,Healthcare / Medical
PT SINAR TRADING INDONESIA,Construction/Building/Engineering
PT Sinar Transindomitra Abadi logistik,Transportation / Logistics
PT Sinar Unggul Tekniktama,Manufacturing/Production
PT Sinar Unigrain Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT SINAR USAHA SEJATI,Mining
PT Sinar Waringin Adikarya,Construction/Building/Engineering
PT Sinar Wijaya Trans,Transportation/Logistics
PT Sinaran Putra Indonesia,General & Wholesale Trading
PT Sinaraya Nugraha Ahmadaris Medika,General & Wholesale Trading
PT Sinarbali Binakarya,Construction/Building/Engineering
PT Sinarbaru Indokencana Semarang,Electrical & Electronics
PT SinarBaru WijayaPerkasa,Mining
PT Sinarbudi Intraco,Textiles / Garment
PT Sinardipamas Sejahtera,Manufacturing / Production
PT Sinarfajar Multiteknik,Retail / Merchandise
PT Sinarindo Megah Perkasa,Heavy Industrial / Machinery / Equipment
PT Sinarindo Megantara,Others
PT Sinarindo Multi Gemilang,General & Wholesale Trading
PT Sinarindo Prima Perkasa,General & Wholesale Trading
PT Sinarindo Wiranusa Elektrik,Electrical & Electronics
PT Sinarjaya Rimbawan Asri,General & Wholesale Trading
PT Sinarjaya Rimbawan Asri,Manufacturing / Production
PT Sinarkarunia Sejahtera,General & Wholesale Trading
PT Sinarlika Portibijaya Plantation,Agricultural/Plantation/Poultry/Fisheries
PT Sinarlimamas Kontindo,Manufacturing/Production
PT Sinarmas Asset Management,Banking / Financial Services
PT SINARMAS Group,Banking / Financial Services
PT Sinarmas Hana Finance,Banking/Financial Services
