Perusahaan,Sektor
PT Sumber Kurnia Buana,Mining
PT Sumber Lancar Cemerlang,Manufacturing/Production
PT Sumber Lautan Indonesia,Transportation/Logistics
PT Sumber Logam Nusantara,Manufacturing / Production
PT Sumber Makmur (Tangerang),Consumer Products/FMCG
PT Sumber Makmur Agroindo,Agricultural/Plantation/Poultry/Fisheries
PT Sumber Makmur Bannerindo,Printing/Publishing
PT Sumber Makmur Computer,Computer / Information Technology (Hardware)
PT Sumber Makmur Lestari,Manufacturing / Production
PT Sumber Makmur Surya Perkasa,Construction/Building/Engineering
PT Sumber mandiri alkestron,Healthcare/Medical
PT Sumber Mandiri Surabaya,Heavy Industrial/Machinery/Equipment
PT Sumber Mas Autorindo,Automobile / Automotive Ancillary / Vehicle
PT Sumber Mas Gemilang,Construction/Building/Engineering
PT Sumber Mas Melayu,Hotel / Hospitality
PT Sumber Mas Pelita,Construction/Building/Engineering
PT Sumber Matahari Elektrindo,Electrical & Electronics
PT Sumber Medika Sentosa,Healthcare/Medical
PT SUMBER MEKAR UTAMA,Accounting/Audit/Tax Services
PT Sumber Mentari Elektrindo,Computer/Information Technology (Hardware)
PT Sumber Mesin Raya,Property/Real Estate
PT Sumber Mesin Raya (The Manhattan Square),Manufacturing / Production
PT Sumber Metal,Polymer / Plastic / Rubber / Tyres
PT Sumber Metalindo Intinusa,Manufacturing / Production
PT Sumber Mina Bahari,Agricultural/Plantation/Poultry/Fisheries
PT Sumber Mitra Gasutri,Textiles / Garment
PT Sumber Mitra Jaya,Mining
PT Sumber Mitra Jaya - Coal Mining,Accounting/Audit/Tax Services
PT Sumber Mitra Sejati Jaya,Consumer Products / FMCG
PT Sumber Mitrautama Persada,Manufacturing/Production
PT Sumber Multi Eramotor,Automobile/Automotive Ancillary/Vehicle
PT Sumber Multi Jaya Nusantara,Manufacturing/Production
PT Sumber Multi Rejeki,Heavy Industrial/Machinery/Equipment
PT Sumber Multiplast Utama,Manufacturing/Production
PT Sumber Murni Artharaya,Automobile/Automotive Ancillary/Vehicle
PT Sumber Mutiara Jaya Perkasa,Manufacturing/Production
PT Sumber Nelayan Indonesia,Manufacturing/Production
PT Sumber Niaga Indonesia,Retail/Merchandise
PT Sumber Niaga Utama Jaya,Mining
PT Sumber Nusantara Surabaya,Construction/Building/Engineering
PT Sumber Organik,Electrical & Electronics
PT Sumber Pancaran Hikmat (ISmile),Education
PT Sumber Pangan Gisindo,Food & Beverage/Catering/Restaurant
PT Sumber Pangan Jaya,Food & Beverage / Catering / Restaurant
PT Sumber Pangan Nusantara Indonesia (Medan),Consumer Products/FMCG
PT Sumber Pangan Nusantara Industry,Manufacturing/Production
PT Sumber Pangan Sejahtera,General & Wholesale Trading
PT Sumber Pelita Anugrah,Grooming/Beauty/Fitness
PT Sumber Petrindo Perkasa,Oil/Gas/Petroleum
PT Sumber Plastik,Manufacturing/Production
PT Sumber Prana Makmur,Construction/Building/Engineering
PT Sumber Prima Anugrah Abadi,Food & Beverage/Catering/Restaurant
PT Sumber Prima Lestari,Mining
PT Sumber Prima Marsindo Sukses,Consumer Products/FMCG
PT Sumber Purnama Sakti (Yogyakarta),Automobile / Automotive Ancillary / Vehicle
PT Sumber Quadran Media,Printing / Publishing
PT Sumber Rejeki Agung,Environment/Health/Safety
PT Sumber Rejeki Ekonomi,"Consulting (IT, Science, Engineering & Technical)"
PT Sumber Rejeki Ekonomi (Surabaya),General & Wholesale Trading
PT Sumber Rejeki Putra,Transportation / Logistics
PT Sumber Rejeki Sejahtera,Manufacturing / Production
PT Sumber Rejeki Varia,Retail / Merchandise
PT Sumber Restu,Consulting (Business & Management)
PT Sumber Rezeki Power,Telecommunication
PT Sumber Rizki Jaya,Retail / Merchandise
PT Sumber Roso Agro Makmur,Consumer Products / FMCG
PT SUMBER RUBBERINDO JAYA,Manufacturing/Production
PT Sumber Sarana Era Abadi,Construction/Building/Engineering
PT Sumber Sari,Consumer Products / FMCG
PT Sumber Sawit Sejahtera,Manufacturing / Production
PT Sumber Segar Kalimantan,Hotel / Hospitality
PT Sumber Segar Sugawa,Manufacturing/Production
PT Sumber Sejahtera Alamindo,Wood / Fibre / Paper
PT Sumber Sejahtera Audiotama,Electrical & Electronics
PT Sumber Sejahtera Logistic Prima,Transportation/Logistics
PT Sumber Setia Abadi,General & Wholesale Trading
PT Sumber Setia Abadi (surabaya),Construction/Building/Engineering
PT Sumber Sinar Ilmu,Education
PT Sumber Sinergi Makmur,Computer/Information Technology (Software)
PT Sumber Solusi Selaras,Consulting (Business & Management)
PT Sumber Solusi Teknik,Transportation / Logistics
PT Sumber Subur Sejati,General & Wholesale Trading
PT Sumber Sukses Bersama (Desuango Indonesia),Construction / Building / Engineering
PT Sumber Sukses Mobilindo Sejahtera (Denpasar),Automobile / Automotive Ancillary / Vehicle
PT Sumber Sukses Sentosa,Manufacturing / Production
PT Sumber Sukses Solusindo,Human Resources Management/Consulting
PT Sumber Sulung Indonesia (Seven Strings Music School & Production ),Education
PT Sumber Surya Mandiri,General & Wholesale Trading
PT Sumber Tambang Makmur,Property / Real Estate
PT Sumber Tani Agung,Agricultural / Plantation / Poultry / Fisheries
PT Sumber Tanushu Pharmaceutical Industry,BioTechnology/Pharmaceutical/Clinical research
