Perusahaan,Sektor
PT Tirta Sarana Sukses,Manufacturing / Production
PT Tirta Serang Madani,Manufacturing / Production
PT Tirta Sibayakindo,Manufacturing / Production
PT Tirta Situjaya,General & Wholesale Trading
PT TIRTA SUKSES PERKASA,Consumer Products/FMCG
PT Tirta Sukses Perkasa (Indofood CBP Asahi Group),Manufacturing/Production
PT Tirta Sukses Sejahtera,Advertising / Marketing / Promotion / PR
PT Tirta Surya Sejahtera Abadi,Retail/Merchandise
PT Tirta Teknologi Perkasa,General & Wholesale Trading
PT Tirta Teknosys,General & Wholesale Trading
PT Tirta Tunggal Makmur Jaya,Advertising/Marketing/Promotion/PR
PT Tirta Utama Abadi,Manufacturing/Production
PT Tirta Utama Indonesia,Manufacturing/Production
PT Tirta Varia Intipratama (Distributor AQUA),Consumer Products/FMCG
PT Tirta Wahana Bali International,Agricultural / Plantation / Poultry / Fisheries
PT Tirta Wahana Bali International,Construction / Building / Engineering
PT Tirta Wahana Transportama,Transportation/Logistics
PT Tirta Wira Libera,Food & Beverage/Catering/Restaurant
PT Tirta Yakin Sejahtera ( Amsil ),Manufacturing / Production
PT Tirtacitra Puraka,Retail / Merchandise
PT Tirtadaya Adiperkasa,Manufacturing/Production
PT Tirtajaya Lumasindo,Oil/Gas/Petroleum
PT Tirtakencana Tatawarna (Bali),Construction / Building / Engineering
PT Tirtakencana Tatawarna (Head Office),Others
PT Tirtakencana Tatawarna (Yogyakarta),Transportation / Logistics
PT TIRTAMAKMUR,General & Wholesale Trading
PT Tirtamakmur Wisesa Abadi,Others
PT TIRTAMARTA WISESA ABADI,General & Wholesale Trading
PT Tirtamas Anugrah,General & Wholesale Trading
PT Tirtamas Lestari,Consumer Products / FMCG
PT Tirtamas Lestari (Jakarta),Manufacturing/Production
PT Tirtamas Lestari (Pasuruan),Manufacturing / Production
PT Tirtamas Megah,Manufacturing/Production
PT TIRTAMEDIA CITRA,Printing/Publishing
PT Tirtamilindo Perdana,Utilities / Power
PT TIRTAMUTIARA MAKMUR,Consumer Products/FMCG
PT Tirtayana Permai Lestari,Environment / Health / Safety
PT Tirtayasa Lestari,Architectural Services / Interior Designing
PT Tirtha Bridal,Exhibitions / Event management / MICE
PT Tirtha Dewata Maha Agung,Food & Beverage / Catering / Restaurant
PT Tirtobumi Adyatunggal,Construction / Building / Engineering
PT Tirtobumi Aneka Industri,Oil / Gas / Petroleum
PT Tisaga Nurkhotimah Tour & Travel,Travel / Tourism
PT TISCO INTRANUSA SEJAHTERA,General & Wholesale Trading
PT TiSynergy Arkananta Indonesia,Human Resources Management / Consulting
PT Titan Bahureksa,Retail / Merchandise
PT Titan Energi Abadi,Construction/Building/Engineering
PT Titan Global,Retail / Merchandise
PT Titan Infra Energy,Mining
PT Titan Mineral Utama,Mining
PT Titan Sarana Niaga,General & Wholesale Trading
PT Titan Teknikatama Indonesia,Manufacturing/Production
PT Titani Alam Semesta,Consumer Products/FMCG
PT Titanium Indonesia,Hotel / Hospitality
PT Titanium Property,Property/Real Estate
PT Titans Revolusi Agency,Insurance
PT Titian Abadi Lestari,Polymer/Plastic/Rubber/Tyres
PT Titian Arum Utama,Property / Real Estate
PT Titian Buana Ilmu,Education
PT Titian Cemerlang (Travel Cue),Travel/Tourism
PT Titian Nusantara Boga,Food & Beverage/Catering/Restaurant
PT Titian Servis Indonesia,Repair & Maintenance Services
PT Titik Terang Indonesia,Arts / Design / Fashion
PT Titipan Mas (Makassar),Banking/Financial Services
PT Titipan Mas (Sidoarjo Krian),Banking / Financial Services
PT Titipan Mas Cabang Sutan Syahrir (Malang),Banking/Financial Services
PT Titis Sampurna,Oil/Gas/Petroleum
PT Titus Tekform Indonesia,Manufacturing/Production
PT Tixpro Informatika Megah,General & Wholesale Trading
PT TJ Commercial Services,Food & Beverage / Catering / Restaurant
PT TJ Silfanus,Architectural Services / Interior Designing
PT Tjahja Sakti Motor,Automobile/Automotive Ancillary/Vehicle
PT Tjahyadi Agung,Textiles / Garment
PT Tjakrindo Mas,Manufacturing/Production
PT TJB Power Services,Utilities/Power
PT Tje Fu Ku International,Manufacturing/Production
PT Tjendana Kopindo Jaya,Property/Real Estate
PT Tjendana Mandra Sakti,Travel / Tourism
PT Tjendana Wahana Jaya,Hotel/Hospitality
PT Tjengkareng Djaya,General & Wholesale Trading
PT TJForge Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Tjipta Dinamika,Accounting/Audit/Tax Services
PT Tjipta Kalang Baja Utama,Consumer Products/FMCG
PT Tjiptoning Sejati,Construction / Building / Engineering
PT Tjitra Selaras Sampoerno,Consulting (Business & Management)
PT TJK Power Batam,Electrical & Electronics
PT TJM Internasional,General & Wholesale Trading
PT Tjokro Bersaudara,Automobile / Automotive Ancillary / Vehicle
PT Tjokro Bersaudara Semarang,Manufacturing / Production
PT Tjokro Putra Perkasa,Heavy Industrial/Machinery/Equipment
PT TK Industrial Indonesia,Manufacturing/Production
PT Tlatah Gema Anugrah,Property/Real Estate
PT Tlogo Kelang,Manufacturing / Production
PT Tlogokelang,Manufacturing / Production
PT Tlogomas E.P.I,Manufacturing / Production
PT TLScontact Indonesia,Call Center/IT-Enabled Services/BPO
PT TMEIC ASIA INDONESIA,Accounting/Audit/Tax Services
PT TMF Indonesia,Consulting (Business & Management)
PT TMMIN,Others
PT TNP Kapital Investama,Others
