Perusahaan,Sektor
PT Trinex Nusatama,General & Wholesale Trading
PT Triniaga Makmur Jaya,Construction / Building / Engineering
PT Trinikal Sinergy Utama,Manufacturing / Production
PT Trinita Perkasa,Construction/Building/Engineering
PT Trinitan Metals & Minerals,Mining
PT Trinitas Anugrah Abadi,Construction/Building/Engineering
PT Trinitas Bangun Elektro,General & Wholesale Trading
PT Trinitas Mulia Abadi,Retail/Merchandise
PT Trinitas Sejahteratama,Manufacturing/Production
PT Trinitas Sumber Sejahtera,Retail/Merchandise
PT Trinitas Victori Pyrogen Nusantara,Environment/Health/Safety
PT Triniti Dinamik,Property/Real Estate
PT Trinity Cipta Mulia,Education
PT Trinity Engineering Indonesia,Construction/Building/Engineering
PT Trinity Interlink,Manufacturing/Production
PT Trinity Karunia Baja,Manufacturing/Production
PT Trinity Network Tour,Travel/Tourism
PT Trinity Omega Perkasa,Transportation/Logistics
PT Trinity Orient Pratama,Transportation / Logistics
PT Trinity Polyplast,Polymer / Plastic / Rubber / Tyres
PT Trinity Trans Abadi,Marine / Aquaculture
PT Trinusa Travelindo,Travel/Tourism
PT Trio Ajaya Tunggal,Others
PT Trio Eagle Logistic,Transportation/Logistics
PT Trio Hutama,Consumer Products/FMCG
PT Trio Mitra Asri,General & Wholesale Trading
PT Trio Motor,Automobile/Automotive Ancillary/Vehicle
PT Trio Putera Utama,Manufacturing / Production
PT Trio Sakti,Hotel / Hospitality
PT Trio Servisindo Gemilang,Healthcare/Medical
PT Trio Solusindo Gemilang,Computer / Information Technology (Software)
PT Triokusuma Adisari,Heavy Industrial/Machinery/Equipment
PT Trioline Agung Perkasa,General & Wholesale Trading
PT Triomas Forestry Development Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT Triomega PET Industries,Manufacturing / Production
PT Triopack Sejati,Heavy Industrial/Machinery/Equipment
PT Triotirta Karsa Abadi,General & Wholesale Trading
PT Tripacific Electrindo,Electrical & Electronics
PT Tripacific Electrindo,General & Wholesale Trading
PT Tripaka Realty Indonesia,General & Wholesale Trading
PT Tripangan Maju Sejahtera,Manufacturing/Production
PT Tripanji Gemilang,Manufacturing / Production
PT Tripanoto Sri Konsultan,Consulting (Business & Management)
PT Tripatra Engineers & Constructors,Construction/Building/Engineering
PT Tripatra Esa Andalan Mandiri,Food & Beverage / Catering / Restaurant
PT Tripatria Andalan Medika,Healthcare/Medical
PT Tripdixi Indonesia,Others
PT Tripilar Humanika Sejahtera,Human Resources Management/Consulting
PT Tripilar Humanika Sejahtera (Cabang Bali),Human Resources Management / Consulting
PT Tripilar Karyadaya,Construction/Building/Engineering
PT Tripilar Utama Solusindo,Architectural Services / Interior Designing
PT Tripl3,Textiles/Garment
PT Triple Ace,Manufacturing/Production
PT Triple One Global,Computer/Information Technology (Software)
PT Triple Sonic Indonesia,Construction/Building/Engineering
PT Triplus Design,Architectural Services / Interior Designing
PT Triplus Hitech,Manufacturing / Production
PT Tripondasi Manunggal,Construction/Building/Engineering
PT Tripper Nature,Manufacturing/Production
PT Tripper Nature,Agricultural/Plantation/Poultry/Fisheries
PT Triprima Multifinance,Banking/Financial Services
PT Triprima Multifinance (Palembang),Banking / Financial Services
PT Tripta Indonesia,Travel / Tourism
PT Tripta tri Tunggal,Manufacturing / Production
PT Tripunakawan Abadi Jaya,Manufacturing/Production
PT Tripuri Wisata Travel,Travel / Tourism
PT Triputera Sukses Makmur,Consumer Products/FMCG
PT Triputra Agro Persada,Agricultural/Plantation/Poultry/Fisheries
PT Triputra Anargya Dakara,Retail/Merchandise
PT Triputra Cipta Jayamakmur,Retail/Merchandise
PT Triputra Globalindo,Polymer / Plastic / Rubber / Tyres
PT Triputra Hotel Indonesia,Hotel / Hospitality
PT Triputra Innovasijaya,Heavy Industrial/Machinery/Equipment
PT Triputra Inti Makmur,Property / Real Estate
PT Triputra Investindo Arya (Triputra Group),Manufacturing/Production
PT Triputra Karya Agung,Property / Real Estate
PT Triputra Karya Lestari,Retail/Merchandise
PT TriPutra Mandiri Sukses,Construction / Building / Engineering
PT Triputra Menara Jaya,Retail/Merchandise
PT Triputra Mulia Sukses,Heavy Industrial/Machinery/Equipment
PT Triputra Multi Graha Pertiwi,Hotel / Hospitality
PT Triputra Nusamandala,Transportation/Logistics
PT Triputra Sejahtera Prima,Property/Real Estate
PT Triputra Techno Med,Healthcare/Medical
PT Tripvisto Nusantara Jaya (Jakarta),Accounting/Audit/Tax Services
PT Trisa mandiri Sejahtera,Human Resources Management/Consulting
PT Trisada Anugerah Mandiri,Architectural Services/Interior Designing
PT Trisaka Indo Property,Property/Real Estate
PT Trisaka Reksa Waluya,Healthcare/Medical
PT TRISAKA UTAMA,Manufacturing / Production
PT Trisakti Jaya Perkasa,Manufacturing/Production
PT Trisakti Makmur Persada,Property/Real Estate
PT Trisakti Mekarmandiri,Construction/Building/Engineering
PT Trisakti Mustika Graphika,Printing/Publishing
PT Trisakti Otto Pratama,Accounting/Audit/Tax Services
PT Trisakti Purwosari Makmur (KT&G Group),Tobacco
PT TRISAMAYA LINK HARANA,Manufacturing/Production
PT Trisapta Indonesia,Retail/Merchandise
PT Trisar Utama Sejahtera,Government/Defence
PT Trisatria Persada Borneo,Transportation/Logistics
