Perusahaan,Sektor
PT Prodia Widyahusada (Medan),Healthcare / Medical
PT Prodia Widyahusada (Pekanbaru),Healthcare / Medical
PT Prodia Widyahusada (Samarinda),Healthcare / Medical
PT Prodia Widyahusada (Semarang),BioTechnology/Pharmaceutical/Clinical research
PT Prodia Widyahusada (Surabaya),Healthcare / Medical
PT Prodia Widyahusada Jambi,BioTechnology / Pharmaceutical / Clinical research
PT Prodia Widyahusada Pontianak,BioTechnology / Pharmaceutical / Clinical research
PT Prodia Widyahusada Tbk,BioTechnology/Pharmaceutical/Clinical research
PT Prodian Chemicals Indonesia,Chemical/Fertilizers/Pesticides
PT Prodibee Indonesia,Telecommunication
PT Prodotti Indonesia,Retail/Merchandise
PT Produk Rekreasi,Entertainment/Media
PT Produktif Citrasukses,Consulting (Business & Management)
PT Profab Indonesia,Manufacturing / Production
PT Proferindo Prima,"Consulting (IT, Science, Engineering & Technical)"
PT Profescipta Wahanatehnik,Computer/Information Technology (Software)
PT Profesindo Reksa Indonesia,Human Resources Management/Consulting
PT Profesional Network Indonesia,Computer/Information Technology (Hardware)
PT Profesional Telekomunikasi Indonesia (Protelindo),Telecommunication
PT Professindo Jaya Inti,Manufacturing/Production
PT Professional Buziness Board,"Consulting (IT, Science, Engineering & Technical)"
PT PROFESSIONAL MACHINERY,Heavy Industrial / Machinery / Equipment
PT Professionals Indonesia,Property / Real Estate
PT Professtama Tehnik Cemerlang [Bali],Retail/Merchandise
PT Profeta Guna Mandiri,Chemical/Fertilizers/Pesticides
PT Profex Bina Prthama,Consulting (Business & Management)
PT Profiklin Cemerlang,Automobile / Automotive Ancillary / Vehicle
PT Profil Cipta Kemitraan,Consulting (Business & Management)
PT Profilia Indotech (Sidoarjo),General & Wholesale Trading
PT Profilindah Kharisma,Manufacturing/Production
PT Profindo International Securities,Stockbroking/Securities
PT Profindo Multi Dinamika,Manufacturing/Production
PT Profio Teknova Indonesia,Computer/Information Technology (Software)
PT Profisien Cipta Solusi,"Consulting (IT, Science, Engineering & Technical)"
PT Profit Center,Computer / Information Technology (Software)
PT Profit Season Indonesia,Consulting (Business & Management)
PT Profit Season Indonesia (Bali),Call Center / IT-Enabled Services / BPO
PT Profitting Sistem,Arts / Design / Fashion
PT Progenist Systems,Computer / Information Technology (Software)
PT Progo Puncak Group,Banking/Financial Services
PT Progo Tehnik,Heavy Industrial / Machinery / Equipment
PT Programa Reka Piranti,"Consulting (IT, Science, Engineering & Technical)"
PT Progresindo Edukasi Global,Education
PT Progress Asia Group,Advertising/Marketing/Promotion/PR
PT Progress Toyo (Indonesia),Others
PT Progressio Indonesia,Textiles/Garment
PT Progressive Networks Indonesia,Computer/Information Technology (Hardware)
PT Progressivmedia Indonesia,Computer/Information Technology (Software)
PT PROJAVA,Manufacturing/Production
PT Project Management Academy,Consulting (Business & Management)
PT Projectindo Teknowindata,Computer/Information Technology (Hardware)
PT Projek Properti Internasional (Jakarta),Property/Real Estate
PT Prokon Bangun Mitra Sukses,Consumer Products/FMCG
PT Prolabelindo,Printing/Publishing
PT Prolabmas Murni Swadaya,Others
PT Prolimas Utama Jaya,Construction / Building / Engineering
PT Prolindo Cipta Nusantara,Mining
PT Proline Finance,Banking/Financial Services
PT Prolink Intidata Nusantara,Computer/Information Technology (Hardware)
PT Prolink Logistics Indonesia,Transportation/Logistics
PT Promaco Cipta Bersama,Construction/Building/Engineering
PT Promanufacture Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Promark Strategies Indonesia,Hotel/Hospitality
PT Promatcon Tepatguna,Oil / Gas / Petroleum
PT Promatra Nusantara,Retail/Merchandise
PT PROMED (Bali),Transportation / Logistics
PT Promedia Utama,Advertising/Marketing/Promotion/PR
PT Promedika Sejahtera,Healthcare / Medical
PT Promedrahardjo Farmasi Industri,Healthcare/Medical
PT Promedrahardjo Farmasi Industri (Sukabumi),BioTechnology/Pharmaceutical/Clinical research
PT Prometama Sarana Graha,Construction/Building/Engineering
PT Promexx Inti Corporatama,Consumer Products / FMCG
PT Promindo Light Expose Dinamika,Electrical & Electronics
PT Promindo Utama Wisesa,Electrical & Electronics
PT Promisco Sinergi Indonesia,Construction/Building/Engineering
PT Promo Tec Indonesia,Advertising/Marketing/Promotion/PR
PT Promosi Powerindo Abadi,Human Resources Management/Consulting
PT Promosi Powerindo Abadi (Bali),Human Resources Management / Consulting
PT Propadu Konair Tarahubun (Plantation Key Technology),Agricultural/Plantation/Poultry/Fisheries
PT Propan Raya ICC,Manufacturing/Production
PT Propan Raya ICC,Manufacturing/Production
PT Propan Raya ICC ( Pekanbaru),Accounting/Audit/Tax Services
PT Propan Raya ICC (Makassar),Manufacturing / Production
PT Propan Raya ICC (Manado),Manufacturing / Production
PT Propan Raya ICC (Yogyakarta),Construction/Building/Engineering
PT PROPAN RAYA ICC CAB DENPASAR,Chemical/Fertilizers/Pesticides
PT Propan Raya Industrial Coating Chemicals,Manufacturing/Production
PT Propan Raya Semarang,Chemical/Fertilizers/Pesticides
PT Propelat,Construction / Building / Engineering
PT Properindo Griya Pelangi,Property / Real Estate
PT Propernas Griya Utama,Property / Real Estate
PT Propernas Griya Utama (Semarang),Property/Real Estate
PT Properti Bali Benoa,Property/Real Estate
PT Properti Maju Sentosa,Property/Real Estate
PT Properti Maksima Indonesia,Property/Real Estate
PT Properti Nusa Bali,Property/Real Estate
PT PROPERTINDO KONTRAKTOR INDONESIA,Property/Real Estate
PT Propertindo Solusi Informatika,Others
PT Property Connection Indonesia,Property/Real Estate
PT Property Investindo,Property / Real Estate
