Perusahaan,Sektor
PT Samudera Naga Global,Transportation/Logistics
PT Samudera Naga Global (Surabaya),Manufacturing / Production
PT Samudera Pacific Maju (Semarang),Transportation / Logistics
PT Samudera Pacific Maju (Surabaya),Transportation / Logistics
PT Samudera Perdana,Transportation / Logistics
PT Samudera Perdana Selaras,Transportation / Logistics
PT Samudera Perkasa Abadi,General & Wholesale Trading
PT Samudera Perkasa Machinery,Heavy Industrial/Machinery/Equipment
PT Samudera Rekso Asri,Property/Real Estate
PT Samudera Surya Gemilang Sukses,Property/Real Estate
PT Samudera Trans Logistics,Transportation/Logistics
PT Samudera Tunggal Utama,Retail/Merchandise
PT Samudera Warna,General & Wholesale Trading
PT Samudra Agung Indotama,Consumer Products/FMCG
PT Samudra baja dunia,Manufacturing/Production
PT Samudra Duta Buana,Manufacturing / Production
PT Samudra Dyan Praga,Exhibitions/Event management/MICE
PT Samudra Dyan Praga,Construction/Building/Engineering
PT SAMUDRA FERRY,Others
PT Samudra Griya Permai,Property / Real Estate
PT Samudra Jaya YSM,Insurance
PT Samudra Karya Mulia,Retail/Merchandise
PT SAMUDRA KREASITAMA INDONESIA,Exhibitions/Event management/MICE
PT Samudra Lintas Cargo,Transportation / Logistics
PT Samudra Mahkota Beach (Bali),Hotel/Hospitality
PT Samudra Mahkota Beach (Surabaya),Hotel / Hospitality
PT Samudra Mandiri Sentosa,Manufacturing/Production
PT Samudra Marine Indonesia,Repair & Maintenance Services
PT Samudra Mas Sampit,Retail/Merchandise
PT Samudra Megatama,Transportation/Logistics
PT Samudra Montaz,Manufacturing/Production
PT Samudra Petrindo Asia,Marine/Aquaculture
PT Samudra Rasaki Teknindo (Jakarta),Marine / Aquaculture
PT Samudra Sinergi Industri,Retail/Merchandise
PT Samudra Teknindo Hydraumatic,Manufacturing/Production
PT Samudra Utama Narapati,Chemical/Fertilizers/Pesticides
PT Samudranayaka Grahaunggul,Property/Real Estate
PT Samuel Aset Manajemen,Consulting (Business & Management)
PT Samuel Sekuritas Indonesia,Banking/Financial Services
PT Samugara Artajaya,Oil/Gas/Petroleum
PT Samugara Propertindo Utama,Property/Real Estate
PT Samurai Auto,Automobile / Automotive Ancillary / Vehicle
PT Samurai Paint,Environment/Health/Safety
PT Samwon Busana Indonesia,Textiles/Garment
PT Samwoo Indonesia,Manufacturing/Production
PT Samyang IDB,Agricultural / Plantation / Poultry / Fisheries
PT Samyang Indonesia,Consulting (Business & Management)
PT Samz Solution,"Consulting (IT, Science, Engineering & Technical)"
PT San Central Indah,Manufacturing / Production
PT San Diego Hills Memorial Park,Property/Real Estate
PT San Fang Indonesia,Chemical/Fertilizers/Pesticides
PT San Hao Indonesia,Heavy Industrial/Machinery/Equipment
PT San Juan Ventures Bali,Manufacturing/Production
PT San Kerta Batik Kayu,Wood/Fibre/Paper
PT San Miguel Pure Foods Indonesia,Consumer Products/FMCG
PT San Neng Bakeware Indonesia,Manufacturing/Production
PT San Putra Sejahtera,Travel/Tourism
PT SAN Teknologi Informasi,Science & Technology
PT San yu Frame Moulding Industries,Computer / Information Technology (Hardware)
PT Sanatel,Computer/Information Technology (Software)
PT Sanba Industries Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Sanbe Farma,Healthcare/Medical
PT Sanbe Karya Persada (Hotel New Saphir Yogyakarta),Hotel / Hospitality
PT Sanbe Prakarsa Husada,Healthcare / Medical
PT Sanbio Laboratories,Healthcare/Medical
PT Sanco Heico Sejati,Manufacturing/Production
,
PT Sancorino Damai Sejahtera,Manufacturing/Production
PT Sandabi Indah Lestari,Agricultural/Plantation/Poultry/Fisheries
PT Sandai Makmur Sawit (Pontianak),Manufacturing/Production
PT Sandang Digital Indonesia,Advertising/Marketing/Promotion/PR
PT Sandang Maju Lestari,Manufacturing / Production
PT Sandang Makmur Anugrah,Textiles/Garment
PT Sandang Makmur Jaya,General & Wholesale Trading
PT Sandar International,Accounting/Audit/Tax Services
PT Sanden Electronics Indonesia,Electrical & Electronics
PT Sanden Indonesia,Manufacturing/Production
PT Sanden Intercool Indonesia,General & Wholesale Trading
PT Sandhar Indonesia,Manufacturing / Production
PT Sandheva,Construction / Building / Engineering
PT Sandhy Putra Makmur Bali,Transportation / Logistics
PT Sandi Genesis Samuel,Others
PT SANDI JASA ESTIKA,Human Resources Management/Consulting
PT Sandi Kencana Yasindo,Travel/Tourism
PT Sandi Landak Teknologi,General & Wholesale Trading
PT Sandi Mas Persada,Others
PT Sandiko Pesona Lestari,Healthcare / Medical
PT Sandimas Intimitra (Sandei),Manufacturing/Production
PT Sandimitra Agung Sejahtera,Oil/Gas/Petroleum
PT Sandin Engineering,"Consulting (IT, Science, Engineering & Technical)"
PT SANDIN HEAVY EQUIPMENT,Manufacturing/Production
PT Sandin Indonesia,Construction/Building/Engineering
PT Sandipala Arthaputra,Others
PT Sandjaja Keramik Intan,General & Wholesale Trading
PT Sandmaster Asia,Manufacturing / Production
PT Sandoz Indonesia,Healthcare/Medical
PT Sandrafine Garment,Textiles/Garment
PT Sandro Indonesia,Food & Beverage / Catering / Restaurant
PT Sandvik Indonesia,Heavy Industrial/Machinery/Equipment
PT Sandvik SMC,Mining
