Perusahaan,Sektor
PT Spesnet Kesehatan Indonesia,Healthcare/Medical
PT Spexta Sampurna,Electrical & Electronics
PT SPH Kulinary Group,Food & Beverage/Catering/Restaurant
PT Spica Prima Komponen,Electrical & Electronics
PT Spica Tunggal Perkasa (Gamespot),Entertainment / Media
PT Spicaputra Sarana,Marine/Aquaculture
PT Spice Digital Indonesia,Telecommunication
PT Spice Lines International,Agricultural/Plantation/Poultry/Fisheries
PT SPICELINX JAMBI,Agricultural/Plantation/Poultry/Fisheries
PT Spie Oil And Gas Services Indonesia,Oil/Gas/Petroleum
PT Spiegel Nusa Archindo,Food & Beverage/Catering/Restaurant
PT SPINCONTROL IDEA INDONESIA,Healthcare/Medical
PT Spirax Sarco Indonesia,Others
PT Spire Indonesia,Consulting (Business & Management)
PT Spirit Avia Sentosa,Aerospace/Aviation/Airline
PT Spirit Cipta Pemenang,Insurance
PT Spirit Group,Hotel/Hospitality
PT Spivak Kiropraksi Group,Healthcare / Medical
PT Splendora Bahana Internasional,Entertainment / Media
PT SPM,Others
PT SPM,General & Wholesale Trading
PT SPO AGRO RESOURCES,Transportation / Logistics
PT Sponge Design Indonesia,Consumer Products / FMCG
PT Spora Multi Kreasi,Construction / Building / Engineering
PT Sport Glove Indonesia,Manufacturing / Production
PT Sportisi Indonesia,Retail/Merchandise
PT Sportrak Jaya Mandiri,General & Wholesale Trading
PT Spotelindo Mitra Utama,"Consulting (IT, Science, Engineering & Technical)"
PT SPOTLITE ACCESSORIES  INC,Retail/Merchandise
PT Spraying Systems Indonesia,Manufacturing / Production
PT Sprim Indonesia,Consulting (Business & Management)
PT Spring Indonesia,Food & Beverage / Catering / Restaurant
PT Spring Island Travel (medisgo),Travel/Tourism
PT Springfields,Non-Profit Organisation/Social Services/NGO
PT Sprint Asia Technology,Computer/Information Technology (Hardware)
PT Sqiva Sistem,Computer/Information Technology (Software)
PT Square Gate One / ESPAY.ID,Computer/Information Technology (Software)
PT Square Laju Indonesia,Property / Real Estate
PT Squiryl Indonesia,Computer / Information Technology (Software)
PT Sree International Indonesia,General & Wholesale Trading
PT Sri Boga Media,Food & Beverage/Catering/Restaurant
PT Sri Indah Aluminium Extrusion,Manufacturing/Production
PT Sri Indah Labetama,Textiles/Garment
PT Sri Intan Toki Industri,Manufacturing/Production
PT Sri Kubera Jaya Makmur,General & Wholesale Trading
PT Sri Mukti Raya,Oil/Gas/Petroleum
PT Sri Murni Aluminium,Manufacturing / Production
PT Sri Rejeki Fertilizer,Agricultural/Plantation/Poultry/Fisheries
PT Sri Sedana,Property / Real Estate
PT Sri Suli Lestari,Human Resources Management/Consulting
PT Sri Tanaya Megatama,Property/Real Estate
PT Sri Tokai Indonesia,Manufacturing / Production
PT Sri Trang Lingga Indonesia,Manufacturing/Production
PT Sriagung Cahya Sakti (Izzi Pizza),Food & Beverage / Catering / Restaurant
PT Sribangun Buminitiya,Environment / Health / Safety
PT Sriboga Flour Mill,Manufacturing/Production
PT Sribu Digital Kreatif,"Consulting (IT, Science, Engineering & Technical)"
PT Sricahya CIpta Megatama,Advertising / Marketing / Promotion / PR
,
,
PT Srikandi Diamond Indah Motors,Automobile/Automotive Ancillary/Vehicle
PT Srikandi Indonesia Persada,Exhibitions/Event management/MICE
PT Srikandi Inti Lestari (Makassar),Human Resources Management/Consulting
PT Srikandi Inti Lestari (Medan),Human Resources Management / Consulting
PT Srikandi Inti Lestari (Semarang),Human Resources Management / Consulting
PT Srikandi Inti Lestari Cab Palembang,Human Resources Management / Consulting
PT Srikandi Multi Rental,Automobile/Automotive Ancillary/Vehicle
PT Srikaya Maha Restu,Apparel
PT Srimulia Indo Pertiwi,Manufacturing / Production
PT Srimurni Dupak,Heavy Industrial/Machinery/Equipment
PT Srimurni Surabaya,Heavy Industrial/Machinery/Equipment
PT Sriradja Tour & Travel,Travel/Tourism
PT Srirejeki Perdana Steel,Manufacturing/Production
PT Srirejeki Putra Mandiri (Raja Fresh),Retail / Merchandise
PT Sritama Boga Prima ( Holliday Restaurant ),Food & Beverage/Catering/Restaurant
PT Sriwahana Adityakarta,Manufacturing/Production
PT Sriwijaya Agro Persada,Agricultural/Plantation/Poultry/Fisheries
PT Sriwijaya Agung Lestari,Computer/Information Technology (Hardware)
PT Sriwijaya Bara Priharum,Mining
PT Sriwijaya Mitra Media,Entertainment/Media
PT Sriwijaya Mitra Persada,Computer/Information Technology (Hardware)
PT Sriwijaya Palm Oil Indonesia,Oil / Gas / Petroleum
PT Sriwijaya Teknik Utama,Construction/Building/Engineering
PT SRK Consulting Indonesia,Consulting (Business & Management)
PT SRW Asia,Consulting (Business & Management)
PT SS Danisa Nusantara,Manufacturing/Production
PT SS Print & Package,General & Wholesale Trading
PT SSE Fashions Indonesia,Manufacturing/Production
PT SSG,Construction/Building/Engineering
PT SSI Safeguarding Solutions Indonesia,Security/Law Enforcement
PT SSK Indonesia,Computer/Information Technology (Software)
PT SSN Palm Oil,Mining
PT SSV Fashion,Apparel
PT SSW,Construction/Building/Engineering
PT ST Group Indonesia,General & Wholesale Trading
PT St Morita Farma,Healthcare/Medical
PT ST Morita Industries,Manufacturing/Production
PT STA Indo,Accounting / Audit / Tax Services
PT Staco Graha,Property / Real Estate
PT Stacopa Raya,Printing / Publishing
