Perusahaan,Sektor
PT Teladan Resources,Oil/Gas/Petroleum
PT Telaga Indah Engineering,General & Wholesale Trading
PT Telaga Kantjana,Agricultural/Plantation/Poultry/Fisheries
PT Telaga Mas Mulia,General & Wholesale Trading
PT Telaga Mestika,Automobile / Automotive Ancillary / Vehicle
PT Telaga Pelita Kencana,General & Wholesale Trading
PT Telaga Sawit Mas,Others
PT Telagapitu International,Telecommunication
PT Telco Media,Telecommunication
PT Tele Globe Global,Computer/Information Technology (Software)
PT Teleakses Solusindo,"Consulting (IT, Science, Engineering & Technical)"
PT Teleconsult Nusantara,"Consulting (IT, Science, Engineering & Technical)"
PT Teledata Indonesia,Computer/Information Technology (Software)
PT Teledirect Telecommerce,Consulting (Business & Management)
PT Telefast Indonesia,Telecommunication
PT Telehouse Engineering,"Consulting (IT, Science, Engineering & Technical)"
PT Telekomunikasi Indonesia (Divisi Wholesale Service Regional 2),Telecommunication
PT Telekomunikasi Indonesia Tbk (Div. Telkom Flexi),Human Resources Management / Consulting
PT Telekomunikasi Indonesia Tbk (Telkom Indonesia),Telecommunication
PT Telemark Indonesia,Telecommunication
PT Telemedia Mitra Erajaya,Telecommunication
PT Telemedia Onyx Pratama,Others
PT Telen Orbit Prima,Mining
PT Telenais Aset Tangguh,Computer/Information Technology (Software)
PT Telenet,Telecommunication
PT Telenet Media Integrasi,Computer/Information Technology (Software)
PT Teleplan Indonesia,Telecommunication
PT Telepro Sistem Indonesia,Telecommunication
PT Telesindo Citra Sejahtera,General & Wholesale Trading
PT Telesindo Media,Telecommunication
PT Telesindo Pratama,General & Wholesale Trading
PT Teletama Artha Mandiri (TAM Surabaya),Telecommunication
PT Televisi Anak Space Toon,Entertainment / Media
PT TELEVISI BERUANG KALTIM (TV BERUANG),Entertainment/Media
PT Televisi Kampus Universitas Dian Nuswantoro,Entertainment / Media
PT Televisi Solo,Entertainment / Media
PT Telexindo Bizmart,Call Center/IT-Enabled Services/BPO
PT Telindo Tekno Solusi,Computer/Information Technology (Software)
PT Telkom Akses,Telecommunication
PT Telkomsel Cab. Mataram,Telecommunication
PT Telmark Integrasi Indonesia,Consulting (Business & Management)
PT Telnusa Intrakom,Construction / Building / Engineering
PT Telur Emas Gempita,Exhibitions / Event management / MICE
PT Telview Technology,Electrical & Electronics
PT Tema Energi Indonesia,General & Wholesale Trading
PT Teman Terpercaya Spa,Grooming/Beauty/Fitness
"PT Tembaga Mulia Semanan, Tbk",Manufacturing/Production
PT Tembakau Djajasakti Sari,Tobacco
PT TEMPA BERSAMA,Textiles/Garment
PT Tempindo Jasatama,Human Resources Management / Consulting
PT Tempindo Jasatama (Divisi Jakarta Temp),Human Resources Management/Consulting
PT Tempo Data System,Telecommunication
PT Tempo Data System Cabang Medan,Manufacturing / Production
PT Tempo Inti Media Harian,Journalism
PT Tempo Kreatif Indonesia,Entertainment / Media
PT Tempo Logistic,Transportation / Logistics
PT Tempo Promosi,Advertising / Marketing / Promotion / PR
PT Tempo Scan Mahoni,Accounting/Audit/Tax Services
PT Tempo Scan Pacific ( Cikarang ),Healthcare / Medical
PT Tempo Scan Pacific (SOLO),BioTechnology / Pharmaceutical / Clinical research
PT Temprina Media Grafika (Surabaya),Printing/Publishing
PT Temprina Media Grafika Bekasi,Printing/Publishing
PT Tempsens Asia jaya,Accounting/Audit/Tax Services
PT Tenaga Kimia Indonesia,Manufacturing/Production
PT Tenaga Listrik Bengkulu,Construction/Building/Engineering
PT Tenaga Multi Artha,Construction/Building/Engineering
PT Tenang Jaya Sejahtera,Environment/Health/Safety
PT Tene Capital,Mining
PT Tenga Indonesia,Retail/Merchandise
PT Tengshuo Indonesia,Heavy Industrial/Machinery/Equipment
PT Tenma Bright Sky,Computer / Information Technology (Software)
PT Tenma Cikarang Indonesia,Manufacturing/Production
PT Tenma Indonesia,Manufacturing/Production
PT Tennova Cipta Inatech,"Consulting (IT, Science, Engineering & Technical)"
PT Teno Indonesia,Advertising / Marketing / Promotion / PR
PT Tenpo Planning,General & Wholesale Trading
PT Tenriawaru Indah Abadi,Human Resources Management/Consulting
PT Tentram Raharja Agung Sejahtera,Human Resources Management/Consulting
PT Tepat Guna Utama,Transportation / Logistics
PT Tepat Industri,Manufacturing/Production
PT Teppan Abadi,Food & Beverage/Catering/Restaurant
PT TER Solusindo,Computer/Information Technology (Software)
PT Tera Data Indonusa,Computer/Information Technology (Hardware)
PT Tera data indonusa (Yogyakarta),Computer/Information Technology (Hardware)
PT Tera Forwarders Indonesia,Transportation/Logistics
PT Tera Forwarders Indonesia,Transportation / Logistics
PT Tera Multi Wahana,Computer/Information Technology (Software)
PT Terada Engineering Indonesia,General & Wholesale Trading
PT Teradaya Integra,Electrical & Electronics
PT Teradis Real Estate,Property/Real Estate
PT Terafulk Megantara Design,Transportation/Logistics
PT Teral Indonesia Pumps And Fans,Heavy Industrial/Machinery/Equipment
PT Terang Abadi Raya,Manufacturing/Production
PT Terang Bagi Indonesia,Education
PT Terang Darma Jaya,General & Wholesale Trading
PT Terang Dunia Internusa,Manufacturing/Production
PT Terang Dunia Internusa (Surabaya),Manufacturing/Production
PT Terang Indonesia Asia Pacific,General & Wholesale Trading
PT Terang Inti Sejahtera,Telecommunication
PT Terang Jaya Lestari,Retail/Merchandise
