Perusahaan,Sektor
PT Sarana Dinamika Abadi,Retail/Merchandise
PT Sarana Dinamika Pratama,Heavy Industrial/Machinery/Equipment
PT Sarana Dunia Pendingin,Oil / Gas / Petroleum
PT Sarana Duta Muda Express,Property/Real Estate
PT Sarana Ecommerce Nusantara,Others
PT Sarana Elektrindo Utama,Grooming/Beauty/Fitness
PT Sarana Elektrindo Utama,Electrical & Electronics
PT Sarana Energi Nusaprima,Transportation/Logistics
PT Sarana Engineering Indonesia,Electrical & Electronics
PT Sarana Exhirindo (EXPERD),Consulting (Business & Management)
PT Sarana Filtra Indah (Bali),Electrical & Electronics
PT Sarana Filtra Indah (Surabaya),Electrical & Electronics
PT Sarana Gastekindo Utama,Oil/Gas/Petroleum
PT Sarana Gemilang,General & Wholesale Trading
PT Sarana Gigatek Internusa,Computer / Information Technology (Software)
PT Sarana Global Logistik,Transportation / Logistics
PT Sarana Griya Lestari Keramik,Manufacturing / Production
PT Sarana Hidup Makmur,Others
PT Sarana Husada Mandiri,Retail/Merchandise
PT Sarana Indo Persada,Oil/Gas/Petroleum
PT Sarana Industri Pratama,General & Wholesale Trading
PT Sarana Insan Sejahtera,Human Resources Management/Consulting
PT Sarana Instrument,Oil/Gas/Petroleum
PT Sarana Inter Pacific,Consumer Products / FMCG
PT Sarana Interindo Maju (Jakarta),Architectural Services/Interior Designing
PT Sarana Inti Cemerlang,General & Wholesale Trading
PT Sarana Jabar Ventura,Banking / Financial Services
PT Sarana Jamin Sentosa,Property / Real Estate
PT Sarana Jaringan Mas,Telecommunication
PT Sarana Jateng Ventura,Banking/Financial Services
PT Sarana Jatim Ventura,Banking/Financial Services
PT Sarana Jaya Lestari,General & Wholesale Trading
PT Sarana Jaya Maju,Others
PT Sarana Jaya Nusasentosa,Manufacturing / Production
PT Sarana Jaya Serbaguna,Manufacturing/Production
PT Sarana Jaya Utama,Construction / Building / Engineering
PT Sarana Kaltim Ventura Cabang Balikpapan,Banking / Financial Services
PT Sarana Kaltim Ventura Cabang Samarinda,Banking / Financial Services
PT Sarana Karya Digital,Banking/Financial Services
PT Sarana Karya Masindo,Manufacturing/Production
PT Sarana Karya Sahabat,Manufacturing / Production
PT Sarana Karya Utama,Manufacturing/Production
PT Sarana Karyaputera Mandiri,Chemical/Fertilizers/Pesticides
PT Sarana Kencana Mulya (Palembang),Manufacturing / Production
PT Sarana Komindo Utama,General & Wholesale Trading
PT Sarana Konstruksi Abadi,Construction / Building / Engineering
PT SARANA KREASI INTIPRATAMA,Heavy Industrial/Machinery/Equipment
PT Sarana Kreasi Lestari,Wood/Fibre/Paper
PT Sarana Kreasi Warnabaru,Construction/Building/Engineering
PT Sarana Kulina Intisejahtera,Food & Beverage/Catering/Restaurant
PT Sarana Labeltronics Nusantara,Manufacturing / Production
PT Sarana Lindung Upaya,Insurance
PT Sarana Logistik Indonesia,Transportation/Logistics
PT Sarana Luas Maju Kimia,Chemical/Fertilizers/Pesticides
PT Sarana Maju Bersama,Travel / Tourism
PT Sarana Makin Mulia,Textiles/Garment
PT Sarana Makmur Mandiri,Manufacturing/Production
PT Sarana Mandiri Perkasa,General & Wholesale Trading
PT Sarana Mandiri Utama,Others
PT Sarana Marga Perkasa,General & Wholesale Trading
PT Sarana Media Selular,Telecommunication
PT Sarana Medica Optindo,Healthcare / Medical
PT Sarana Mediktama Kemang,Healthcare/Medical
PT Sarana Mega Fortuna,Textiles/Garment
PT Sarana Mentari Cemerlang,Construction / Building / Engineering
PT Sarana Mitra Luas,Heavy Industrial / Machinery / Equipment
PT Sarana Mitra Sejahtera Abadi,Accounting / Audit / Tax Services
PT Sarana Mitratama Sejahtera,Marine / Aquaculture
PT Sarana Mukti Adijaya,Telecommunication
PT Sarana Multi Infrastruktur (Persero),Banking/Financial Services
PT Sarana Multigriya Finansial (Persero),Banking/Financial Services
PT Sarana Multiniaga Internasional,General & Wholesale Trading
PT Sarana Niaga Asphaltindo,Construction/Building/Engineering
PT SARANA NIAGA MEGAHKERTA,Automobile/Automotive Ancillary/Vehicle
PT Sarana Nikoteknik,Manufacturing / Production
PT Sarana Nikoteknik (Surabaya),Heavy Industrial/Machinery/Equipment
PT Sarana Otomotif Nusantara,Automobile/Automotive Ancillary/Vehicle
PT Sarana Pactindo,Computer/Information Technology (Software)
PT Sarana Pancakarya Nusa,Printing/Publishing
PT Sarana Pangan Sejahtera,Heavy Industrial / Machinery / Equipment
PT Sarana Penida,Transportation/Logistics
PT Sarana Pondok Sejahtera Abadi,Advertising / Marketing / Promotion / PR
PT Sarana Prima Enguna,General & Wholesale Trading
PT Sarana Prima Karsa,Construction/Building/Engineering
PT Sarana Prima Multi Niaga (Kal-Teng),Agricultural/Plantation/Poultry/Fisheries
PT Sarana Prima Optima,General & Wholesale Trading
PT Sarana Public Logistics,Transportation/Logistics
PT Sarana Refrigeratama,Accounting/Audit/Tax Services
PT Sarana Refrigeratama,General & Wholesale Trading
PT Sarana Reka Eltra Kencana,Healthcare / Medical
PT Sarana Reka Eltra Kencana Semarang,BioTechnology / Pharmaceutical / Clinical research
PT Sarana Sejahtera Kurnia,BioTechnology/Pharmaceutical/Clinical research
PT Sarana Sejahtera Utama,Transportation/Logistics
PT Sarana Selectrode Indonesia,General & Wholesale Trading
PT Sarana Senopati Investama,Food & Beverage / Catering / Restaurant
PT Sarana Sentra Abadijaya (Yogyakarta),Retail / Merchandise
PT Sarana Sinar Surya,Consumer Products / FMCG
PT Sarana Sistem Solusindo,Computer/Information Technology (Software)
PT Sarana Solusi Amanah,Healthcare/Medical
PT Sarana Solusindo Informatika,Computer/Information Technology (Software)
