Perusahaan,Sektor
PT Asmat Jaya Pratama(Aston Jayapura Hotel&Convention Center,Hotel/Hospitality
PT ASMC International,Mining
PT Asmin Bara Bronang,Mining
PT Asmin Koalindo Tuhup (AKT),Mining
PT Asmo Indonesia,Manufacturing/Production
PT Asmon Karya utama (Surabaya),Manufacturing/Production
PT Asna Home Decorations Indonesia,Retail/Merchandise
PT Asno Consulting,Human Resources Management/Consulting
PT Asnophi Indonesia,Education
PT Asoka Cipta Digital,Advertising/Marketing/Promotion/PR
PT Asoka Indonesia,Retail/Merchandise
PT Asosiasi Pemasok Garmen & Aksesoris Indonesia,General & Wholesale Trading
pt ASP,Others
PT Aspacindo Kedaton Motor,Automobile / Automotive Ancillary / Vehicle
PT Aspal Multi Sarana,Construction / Building / Engineering
PT ASPALINDO JAYA,Construction/Building/Engineering
PT Aspectama Nusantara,Education
PT Aspen Indo Aeroteknika,General & Wholesale Trading
PT Aspex Kumbong,Manufacturing / Production
PT Asphalt Bangun Sarana,Oil/Gas/Petroleum
PT ASPIDISTRA & Assitect,Human Resources Management / Consulting
PT Aspindo Trading Indonesia,General & Wholesale Trading
PT Aspindo Wiesesa,Textiles/Garment
PT Aspirasi Cipta Talenta,Architectural Services / Interior Designing
PT ASRI ABADI BANDUNG,Construction/Building/Engineering
PT ASRI ABADI NIRWANA GEMILANG,Others
PT Asri Kencana Gemilang,Property/Real Estate
PT Asri Mitra Jaya,Automobile/Automotive Ancillary/Vehicle
PT ASRI MITRA JAYA (SURABAYA),Automobile/Automotive Ancillary/Vehicle
PT Asri Pancawarna (Head Office),Manufacturing / Production
PT Asridesindo Intiwidya,Architectural Services/Interior Designing
PT Asrigita Prasarana,Electrical & Electronics
PT Asrikimia Utama,Chemical/Fertilizers/Pesticides
PT Assa Land Surabaya,Property/Real Estate
PT Assab Steels Indonesia,Manufacturing / Production
PT Assalam karya manunggal,Others
PT Assami Ananda Mandiri,Human Resources Management / Consulting
PT Assetra Inno Medikos,Healthcare / Medical
PT AST Global Solusindo,Computer/Information Technology (Software)
PT AST Indonesia,Manufacturing/Production
PT AST Indonesia Semarang,Manufacturing / Production
PT Asta Atria Surya (ASATSU),Advertising / Marketing / Promotion / PR
PT Asta Brata Swastika - AB Consultant,Consulting (Business & Management)
PT Asta Ilmu Sukses,Printing / Publishing
PT Asta Kanti Insurance Broker,Insurance
PT Asta Keramasan Energi,Environment/Health/Safety
PT Asta Kriya Handicraft,Arts/Design/Fashion
PT Asta Minindo,Mining
PT Asta Mitra Industri,Heavy Industrial/Machinery/Equipment
PT Asta Protek Jiarsi,Computer/Information Technology (Software)
PT Asta Teknik Mandiri,Manufacturing / Production
PT Astaguna Wisesa,Food & Beverage/Catering/Restaurant
PT Astalia Milenia Educatindo,Manufacturing / Production
PT Astalia Millenia Educatindo (Educio),General & Wholesale Trading
PT Astalia Millenia Educatindo (Madiun),Education
PT Astalia Millenia Educatindo Cabang Purwokerto,Education
PT Astamas Korpora Utama,Consulting (Business & Management)
PT ASTANA ASIH NUGRAHA MULYA,Retail/Merchandise
PT Astari Niagara,Manufacturing/Production
PT Astari Niagara Internasional,Manufacturing/Production
PT Astasiti Mahadhana,Manufacturing/Production
PT Astech Indonesia,General & Wholesale Trading
PT Astellas Pharma Indonesia,Healthcare/Medical
PT Aster Decorindo Abadi,Consulting (Business & Management)
PT Aster Decorindo Abadi ( Surabaya ),Manufacturing/Production
PT Aster Decorindo Abadi (Medan),General & Wholesale Trading
PT Aster Infinity Corporindo,Construction/Building/Engineering
PT Asterindo Plast,Manufacturing/Production
PT Astha  Kirana Batara,Architectural Services/Interior Designing
PT Astha Beribis Grafika,Arts/Design/Fashion
PT Astha Jaya Visaindo,General & Wholesale Trading
PT ASTHA MAKMUR LESTARI,Grooming/Beauty/Fitness
PT Astha Saka,Construction/Building/Engineering
PT Asti,Printing / Publishing
PT Asti Jaya Sejahtera Abadi,Chemical / Fertilizers / Pesticides
PT Astika Sambo Hair Int'l,General & Wholesale Trading
PT Astindo Jaya Sport,Sports
PT Asto Karya Lestari,General & Wholesale Trading
PT Astom Indonesia,Electrical & Electronics
PT Aston Graphindo Indonesia,Computer/Information Technology (Hardware)
PT Aston Housewares International,Manufacturing/Production
PT Aston Sistem Indonesia (Salatiga),Retail/Merchandise
PT ASTORIA PRIMA,Manufacturing/Production
"PT Astra Agro Lestari, Tbk.",Science & Technology
PT Astra Auto Trust,Automobile/Automotive Ancillary/Vehicle
PT Astra Aviva Life,Insurance
PT Astra Daido Steel Indonesia,Manufacturing/Production
PT ASTRA DAIHATSU,Others
PT Astra Daihatsu Motor,Automobile / Automotive Ancillary / Vehicle
PT Astra Daihatsu Motor Lampung,Automobile / Automotive Ancillary / Vehicle
PT Astra Graphia Information Technology (AGIT),"Consulting (IT, Science, Engineering & Technical)"
PT Astra Graphia Tbk,Computer/Information Technology (Software)
PT Astra Graphia Tbk (Semarang),Call Center / IT-Enabled Services / BPO
PT Astra Honda Motor (Head Office),Automobile / Automotive Ancillary / Vehicle
PT Astra Internasional (ungaran),Banking/Financial Services
PT Astra Internasional Tbk-Isuzu (Medan),Automobile / Automotive Ancillary / Vehicle
PT Astra Internasional. Tbk,Automobile/Automotive Ancillary/Vehicle
PT Astra International - Auto2000,Automobile/Automotive Ancillary/Vehicle
PT Astra International - Toyota Sales Operation (Auto2000),Automobile/Automotive Ancillary/Vehicle
PT ASTRA INTERNATIONAL DAIHATSU,Automobile/Automotive Ancillary/Vehicle
