Perusahaan,Sektor
PT Axia Prima Sejahtera,Electrical & Electronics
PT Axia World Indonesia,Consulting (Business & Management)
PT Axial Teknologi Indonesia,Computer/Information Technology (Hardware)
PT Axiata Digital Services Indonesia,Computer/Information Technology (Software)
PT Axindo Humaperdana,Manufacturing/Production
PT Axindo Infotama,Retail/Merchandise
PT AXIS ITSolution INDONESIA,Computer/Information Technology (Software)
PT AXIS Telekom Indonesia,Telecommunication
PT Axle Asia,Insurance
PT Ayari Persada,Hotel / Hospitality
PT Aycez Indonesia Sentosa,Exhibitions/Event management/MICE
PT Ayers Asia Asset Management,Banking/Financial Services
PT Ayo Travel,Travel / Tourism
PT Ayodia Jaya (Malang),Electrical & Electronics
PT Ayodiapala Graha Kencana (Bandung),Human Resources Management / Consulting
PT Ayodiapala Graha Kencana (Surabaya),Human Resources Management / Consulting
PT Ayoe Indotama Textile (Bandung),Apparel
PT Ayoe Indotama Textile (Jakarta),Textiles / Garment
PT Ayofoto Media International,Telecommunication
PT Ayoklik Indonesia,Computer / Information Technology (Software)
PT Ayomobile Media International,Telecommunication
PT Ayopop Teknologi Indonesia,Banking/Financial Services
PT Ayu Agung,Healthcare / Medical
PT Ayu Berga,Aerospace/Aviation/Airline
PT Ayu Orchid,Manufacturing/Production
PT Ayu Tika Pramatamas,Healthcare / Medical
PT Ayunan Bulan International,General & Wholesale Trading
PT Ayuta Samarthya,Entertainment / Media
PT Ayutrans Utama,Transportation / Logistics
PT AZ Tecs Indonesia,General & Wholesale Trading
PT Az Zhara Plantation,Consulting (Business & Management)
PT Azalia Prima Rasa,Food & Beverage / Catering / Restaurant
PT Azatra Persada Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Azbil Berca Indonesia,Construction/Building/Engineering
PT AZCO  MULTINIAGA INTERNASIONAL,General & Wholesale Trading
PT Azdha Nusa Persada,General & Wholesale Trading
PT Azeco Indonesia,Travel/Tourism
PT Azeco Solusi Indonesia,Computer/Information Technology (Hardware)
PT Azico International,Transportation / Logistics
PT Azima Berkah Madani,Construction / Building / Engineering
PT Azka Multi Karya,Accounting/Audit/Tax Services
PT Azkha Mandiri Multimedia,Entertainment / Media
PT Azlindo Anugerah Lestari,Healthcare / Medical
PT AZURA TECHNINDO UTAMA,Manufacturing/Production
PT Azzahra Megah Pratama,Textiles/Garment
PT Azzura Didaktika Internasional,Education
PT B - Generasi Asia,Property/Real Estate
PT B Braun Medical Indonesia,Healthcare/Medical
PT B&S Sunli,General & Wholesale Trading
PT B2B Finpal Indonesia,Banking/Financial Services
PT B2B Finpal Indonesia,Banking/Financial Services
PT Baari Mitra Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Baasithu Boga Services,Food & Beverage/Catering/Restaurant
PT Baba Rafi Indonesia,Food & Beverage/Catering/Restaurant
PT Baba Rafi Indonesia (Surabaya),Food & Beverage/Catering/Restaurant
PT Babad Primasentosa,Healthcare/Medical
PT Babatan Kusuma Jaya,Property/Real Estate
PT Babcock & Wilcox Asia,Manufacturing/Production
PT Babelindo Trijaya Perkasa,Mining
PT Babelland,Mining
PT Babon Multimedia,Computer / Information Technology (Software)
PT Baby Bar Indonesia,Food & Beverage/Catering/Restaurant
PT Babybee Indonesia,Retail/Merchandise
PT Babybelle Jaya Lestari,General & Wholesale Trading
PT BAC (Bensa Adhi Cipta),General & Wholesale Trading
PT Bach Multi Global,General & Wholesale Trading
PT Bachtera Ladju,Chemical/Fertilizers/Pesticides
PT Bada Nusa Hakaya,General & Wholesale Trading
PT Badak LNG,Oil/Gas/Petroleum
PT Badger Logistics Sukses,Transportation / Logistics
PT Badger Sukses Jaya,Electrical & Electronics
PT Badilany Parti,"Consulting (IT, Science, Engineering & Technical)"
PT Badir Matahari International Travel,Transportation/Logistics
PT Badja Abadi Sentosa,Oil/Gas/Petroleum
PT BADJA KARYA TECHNIK,Heavy Industrial/Machinery/Equipment
PT Badjatechmas Mesindo Pratama,Manufacturing / Production
PT Badjatex,Textiles / Garment
PT Badra Abadi Perkasa,Others
PT BADRAJAYA,Healthcare / Medical
PT Bae Orbit Senusantara,Transportation/Logistics
PT Baeco Mediatel Indonesia,General & Wholesale Trading
PT Baezeni Digital Services,Computer/Information Technology (Software)
PT Bafardi Indo Duamitra,Retail / Merchandise
PT Bagas Dwi Tunggal,Construction / Building / Engineering
PT Bagas Solusi Indonesia,Human Resources Management / Consulting
PT Bagaskara Semesraya International,Consumer Products/FMCG
PT Bagja Kumbara Nusantara,Travel/Tourism
PT Bagus Abdi Bangsa,Manufacturing/Production
PT Bagus Bersama Mandiri,Food & Beverage / Catering / Restaurant
PT Bagus Bumi Sejahtera,Property/Real Estate
PT Bagus Harapan Tritunggal,Computer/Information Technology (Software)
PT Bagus Karya,Construction / Building / Engineering
PT Bagus Karya (Palangkaraya),Construction / Building / Engineering
PT Bagus Konveksi ( Body & Soul  ),Textiles/Garment
PT Bagus Kopitiam International,Food & Beverage/Catering/Restaurant
PT Bahagia Audio Video,Automobile/Automotive Ancillary/Vehicle
PT Bahagia Mandarin,General & Wholesale Trading
PT Bahagia Steel,Manufacturing / Production
PT Bahagia Sukses Sejahtera,Repair & Maintenance Services
PT Baham Putra Abadi,Human Resources Management/Consulting
