Perusahaan,Sektor
Prudential PT. Prusmart,Banking/Financial Services
Prudential Yogyakarta,Insurance
PRURINDO DEWI ABADI,Insurance
PSB Hospitality,Hotel/Hospitality
PSBC (PT.Kian Indonesia),Construction / Building / Engineering
PSD Consultant,Consulting (Business & Management)
PSD Interior + Architecture,Architectural Services/Interior Designing
pt,Property/Real Estate
PT  ADHI PERSADA PROPERTI,Property/Real Estate
PT  Alia Primavera,Computer / Information Technology (Software)
PT  Arum Nirwana Global,Food & Beverage/Catering/Restaurant
PT  Astra International Tbk - ISUZU (Pekanbaru),Automobile / Automotive Ancillary / Vehicle
PT  Bangun Cipta Lesmana,Retail / Merchandise
PT  Bank MNC Internasional Tbk,Banking/Financial Services
PT  Benjamin Global Logistics,Transportation/Logistics
PT  Berkat Andijaya Elektrindo,Electrical & Electronics
PT  Bintang Sejagat Internasional,Manufacturing / Production
PT  Biopolytech Innovation,General & Wholesale Trading
PT  CITRA DINAMIK LOGISTIK,Transportation/Logistics
PT  Citra Kencana Solusindo,General & Wholesale Trading
PT  Dan Liris,Manufacturing/Production
PT  Emmanuel Mandiri Anugerah Sukses,Consulting (Business & Management)
PT  Furtecon,General & Wholesale Trading
PT  Garda Raja Pertama,Human Resources Management / Consulting
PT  Glafidsya RMA Group,Healthcare/Medical
PT  Global Art,Education
PT  GME Indonesia,General & Wholesale Trading
PT  Hamparan Sentosa,General & Wholesale Trading
PT  Hitachi Power Systems Indonesia,Manufacturing/Production
PT  HQ Federal Motopart,Automobile / Automotive Ancillary / Vehicle
PT  Indo Anodize Trophy,Manufacturing/Production
PT  Indocom Indonesia,Computer/Information Technology (Software)
PT  Isec Indonesia,Education
PT  Jessindo Prakarsa,Consumer Products/FMCG
PT  K Line Indonesia,Transportation/Logistics
PT  Malindo Communication,Telecommunication
Pt  mega karya,Construction/Building/Engineering
PT  Mitra Mandiri,Transportation/Logistics
PT  Mulia Knitting Factory,Textiles/Garment
PT  MunHean Puma Perkasa,Electrical & Electronics
PT  Nexcom Indonesia,Telecommunication
PT  Niver Pratama Inforindo,Telecommunication
PT  Novatara Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT  NUGA BEST SOTERIA,Healthcare/Medical
PT  Oriontama Jaya,Healthcare / Medical
PT  Pan Rama Vista Garment Industries Ltd,Manufacturing/Production
PT  Pancayasa Primatangguh,Manufacturing/Production
PT  Pilar Daya Prima,Retail / Merchandise
PT  PlanetBiru Indonesia,Consulting (Business & Management)
PT  Pola Cakra Mandiri,Construction/Building/Engineering
PT  Royal Anugrah Famelindo,Healthcare / Medical
PT  Rungkut Cahaya Industri,Polymer / Plastic / Rubber / Tyres
PT  Seimitsu Diagnostics,Healthcare/Medical
PT  SENTRAL PENJURU REKAN USAHA,Consulting (Business & Management)
PT  Sepuluh Sumber Anugerah (Old PT. Inwha Indonesia),Construction/Building/Engineering
PT  Shinryo Indonesia,Construction/Building/Engineering
PT  Sinar Media Komunika,Advertising/Marketing/Promotion/PR
PT  Sinarmulia Megah Abadi,Manufacturing/Production
PT  Subur Jaya  Gemilang,Consumer Products/FMCG
PT  Sumber Agri Sehat,Manufacturing / Production
PT  Sunstar Engineering Indonesia,Manufacturing/Production
PT  Surya Metro Persada,Manufacturing/Production
PT  Swanindo Prima Sukses,Heavy Industrial / Machinery / Equipment
PT  Synergy Multi Solution,Computer/Information Technology (Software)
PT  Trans Kontainer  Solusindo,Transportation/Logistics
PT  Tsubaki Indonesia Trading,Manufacturing/Production
PT  Wande Andon Muda,Food & Beverage/Catering/Restaurant
PT  Xeranta Matra Solusi,Computer/Information Technology (Software)
PT  Yamaha Indonesia,Manufacturing/Production
PT . Ascotama Cipta Erabangun,Property/Real Estate
PT . Calispo Citra Lestari,Others
Pt . medan jaya pangan mutu,Others
PT . Rajawali Properi Indonesia,Others
Pt . Tirta Palembang Indotara,Manufacturing/Production
PT .Energi Hijau Investama,Others
PT .GLOBAL VISINDO,General & Wholesale Trading
PT .IDEKU (INDO DUTA EKA KREASI UNIK ),Others
PT .KURNIA PUTRA MANDIRI,Automobile/Automotive Ancillary/Vehicle
PT .Triangle Motorindo,Automobile / Automotive Ancillary / Vehicle
PT 180 Kreatif Indonesia,Entertainment / Media
PT 1ST Kayata Makmur Sejahtera,Telecommunication
PT 23 Queena Abadi,Consumer Products / FMCG
PT 2H Photography,Arts/Design/Fashion
PT 3 Palms Bali,Construction/Building/Engineering
PT 360 TEKNOLOGI INDONESIA,"Consulting (IT, Science, Engineering & Technical)"
PT 3D Networks Indonesia,Consumer Products / FMCG
PT 3D Tech,Telecommunication
PT 3Di Garmentech,Construction/Building/Engineering
PT 3E Solusi Indonesia,General & Wholesale Trading
PT 3M Indonesia,Computer/Information Technology (Hardware)
PT 3MAXS Fenu Management,Retail / Merchandise
PT 3P Kencana Sejati,Construction / Building / Engineering
PT 3plus Projects Indonesia,Electrical & Electronics
PT 3Ras Engineering,Construction/Building/Engineering
PT 3X Podiman Indonesia,Human Resources Management/Consulting
PT 4Life Indonesia Trading,General & Wholesale Trading
PT 501,Others
PT 7 Star Logistics,Transportation/Logistics
PT 701Search,Computer / Information Technology (Software)
PT 7SKY GLOBAL MEDIA,Entertainment/Media
