Perusahaan,Sektor
PT Asuransi Central Asia (Bandar Lampung Branch),Insurance
PT Asuransi Central Asia (Palembang Branch),Insurance
PT Asuransi Chubb Syariah Indonesia,Insurance
PT Asuransi Cigna,Insurance
PT Asuransi Cigna (Divisi Sales),Insurance
PT Asuransi Ciputra Indonesia,Insurance
PT Asuransi Dayin Mitra Tbk,Insurance
PT Asuransi Dayin Mitra Tbk (Balikpapan),Insurance
PT Asuransi Dayin Mitra Tbk (Denpasar),Insurance
PT Asuransi Dayin Mitra Tbk (Samarinda),Banking / Financial Services
PT Asuransi Eka Lloyd Jaya,Insurance
PT Asuransi Ekspor Indonesia ( Persero ) Cabang Bali,Insurance
PT Asuransi Ekspor Indonesia (Persero) (Yogyakarta),Insurance
PT Asuransi Ekspor Indonesia (Semarang),Insurance
PT Asuransi FPG Indonesia,Insurance
PT Asuransi Generali Indonesia,Insurance
PT Asuransi Harta Aman Pratama Tbk,Insurance
PT Asuransi Himalaya Pelindung,Insurance
PT Asuransi Intra Asia (Jambi),Banking / Financial Services
PT Asuransi Jasa Indonesia (Persero),Insurance
PT ASURANSI JASA INDONESIA KC TEGAL,Banking/Financial Services
PT Asuransi Jasindo Syariah,Insurance
PT Asuransi Jasindo Syariah (Jakarta),Insurance
PT Asuransi Jaya Proteksi Balikpapan,Insurance
PT Asuransi Jaya Proteksi Cabang Semarang,Insurance
PT Asuransi Jaya Proteksi Makassar,Insurance
PT Asuransi Jiwa Adisarana Wanaartha,Insurance
PT Asuransi Jiwa BCA,Insurance
PT Asuransi Jiwa BCA (Sales Division),Insurance
PT Asuransi Jiwa Central Asia Raya (CAR),Insurance
PT Asuransi Jiwa Generali Indonesia,Insurance
PT Asuransi Jiwa Generali Indonesia,Insurance
PT Asuransi Jiwa Generali Indonesia  (Yogyakarta),Insurance
PT Asuransi Jiwa Indosurya Sukses,Insurance
PT Asuransi Jiwa Inhealth Indonesia (Kantor Pemasaran Jakarta II),Insurance
PT Asuransi Jiwa Inhealth Indonesia (Medan),Insurance
PT Asuransi Jiwa Kresna,Insurance
PT Asuransi Jiwa Kresna (Lampung),Insurance
PT Asuransi Jiwa Manulife Indonesia,Insurance
PT Asuransi Jiwa Manulife Indonesia,Banking/Financial Services
PT Asuransi Jiwa Manulife Indonesia (Agen Yudhi),Insurance
PT Asuransi Jiwa Manulife Indonesia (Bandung),Insurance
PT Asuransi Jiwa Manulife Indonesia (Dept PB Danamon),Banking/Financial Services
PT Asuransi Jiwa Manulife Indonesia (DMTM),Insurance
PT Asuransi Jiwa Manulife Indonesia - Dept Muamalat,Insurance
PT Asuransi Jiwa Mega Indonesia,Insurance
PT Asuransi Jiwa Mega Life (Royal Palace Tebet),Insurance
PT Asuransi Jiwa Mega Life Cabang Manado,Insurance
PT Asuransi Jiwa Megalife (Cabang Bogor),Banking / Financial Services
PT Asuransi Jiwa Megalife (Makassar),Insurance
PT Asuransi Jiwa Megalife Cabang Medan,Insurance
PT Asuransi Jiwa Recapital,Insurance
PT ASURANSI JIWA RELIANCE INDONESIA,Insurance
PT Asuransi Jiwa Sequis Financial,Banking/Financial Services
PT Asuransi Jiwa Sequis Life,Insurance
PT ASURANSI JIWA SEQUIS LIFE,Insurance
PT Asuransi Jiwa Sequis Life - Service Center,Insurance
PT Asuransi Jiwa Sequislife Jambi,Insurance
PT Asuransi Jiwa Sinarmas MSIG,Insurance
PT Asuransi Jiwa Sinarmas MSIG (Batam),Insurance
PT Asuransi Jiwa Sinarmas MSIG (Makassar),Insurance
PT Asuransi Jiwa Sinarmas MSIG (Surabaya),Banking / Financial Services
PT Asuransi Jiwa Syariah Al Amin,Insurance
PT Asuransi Jiwa Syariah Al Amin,Insurance
PT Asuransi Jiwa Taspen,Insurance
PT Asuransi Jiwa Tugu Mandiri,Insurance
PT Asuransi Jiwasraya (Persero) Cab Jakarta Utara,Insurance
PT Asuransi JIwasraya (Persero) Kantor Cabang Malang Kota,Insurance
PT Asuransi Jiwasraya Persero,Insurance
PT Asuransi Kredit Indonesia,Insurance
PT Asuransi Kredit Indonesia (Surabaya),Insurance
PT Asuransi Kresna Mitra Tbk,Insurance
Pt Asuransi Manulife,Others
PT Asuransi Mega Pratama,Insurance
PT Asuransi Mitra Pelindung Mustika,Insurance
PT Asuransi MSIG Indonesia,Insurance
PT Asuransi Multi Artha Guna Tbk,Insurance
PT Asuransi Purna Artanugraha,Insurance
PT Asuransi QBE Pool Indonesia,Insurance
PT Asuransi Raksa Pratikara,Insurance
PT Asuransi Raksa Pratikara ( Bandung ),Insurance
PT Asuransi Raksa Pratikara (Bali),Insurance
PT Asuransi Raksa Pratikara (Pekanbaru),Insurance
PT Asuransi Raksa Pratikara Semarang,Insurance
PT Asuransi Rama Satria Wibawa,Insurance
PT Asuransi Rama Satria Wibawa Semarang,Banking / Financial Services
PT Asuransi Ramayana Tbk,Insurance
PT Asuransi Ramayana Tbk Cabang Serpong,Others
PT Asuransi Recapital,Insurance
PT Asuransi Reliance Indonesia (Jakarta),Insurance
PT ASURANSI SIMAS JIWA,Insurance
PT Asuransi Sinar Mas (Makassar),Insurance
PT Asuransi Sinar Mas (MSIG-Surabaya),Insurance
PT Asuransi Sinar Mas (Semarang),Insurance
PT Asuransi Sinar Mas Cabang Semarang,Insurance
PT Asuransi Sinar Mas Cabang Solo,Insurance
PT Asuransi Sinar Mas Cabang Yogyakarta,Insurance
PT Asuransi Sinarmas (Gorontalo),Banking / Financial Services
PT Asuransi Sinarmas MSIG Life,Others
PT Asuransi Sompo Japan Nipponkoa Indonesia,Insurance
