Perusahaan,Sektor
PT Bon Cafe Indonesia,Food & Beverage/Catering/Restaurant
PT Bona Dupang Soaloon,Electrical & Electronics
PT Bona Mitra Property,Property / Real Estate
PT Bonanza Megah Ltd,Oil / Gas / Petroleum
PT Bonaparte Marine,Consulting (Business & Management)
PT Bonatiga Jaya Abadi,Transportation/Logistics
PT Bonavista Polypack,Manufacturing/Production
PT Boncafe Sejahtera,Food & Beverage/Catering/Restaurant
PT Boncha Sukses Makmur,Manufacturing/Production
PT Bondall Kumala Jaya,Manufacturing/Production
PT Bondor Indonesia,Manufacturing/Production
PT Bonecom Tricom,Manufacturing/Production
PT Bonet Utama,Computer / Information Technology (Hardware)
PT Bong Chandra Success System,Food & Beverage/Catering/Restaurant
PT BONG CHANDRA SUKSES PROPERTI,General & Wholesale Trading
PT Bongman International,Textiles / Garment
PT Bonindo Multi Daya,Construction/Building/Engineering
PT Boning Marine Indonesia,Heavy Industrial/Machinery/Equipment
PT Bonju Indonesia Mas,Food & Beverage/Catering/Restaurant
PT Bonli Boga sejahtera,Food & Beverage / Catering / Restaurant
PT Bonli Cipta Sejahtera,Manufacturing/Production
PT Bonna Indonesia,Manufacturing/Production
PT Bonofactum,General & Wholesale Trading
PT Boon Meng Engineering Indonesia,Heavy Industrial/Machinery/Equipment
PT Boon Software,Computer/Information Technology (Software)
PT Boost Jus Indonesia,Food & Beverage / Catering / Restaurant
PT Boral Pipe and Precast Indonesia (Sidoarjo),Construction / Building / Engineering
PT Boraspati Express Tours & Travel Service,Travel / Tourism
PT Bordes Nusantara,Manufacturing/Production
PT Borimex,Manufacturing/Production
PT Borka Energi Lestari,Oil / Gas / Petroleum
PT Borland Nusantara,Construction/Building/Engineering
PT Bormindo Nusantara,Oil/Gas/Petroleum
PT Borneo Alam Semesta,Mining
PT Borneo Alumindo Prima,Mining
PT Borneo Auto Cemerlang Cabang Gorontalo,Automobile/Automotive Ancillary/Vehicle
PT Borneo Berkah Bersama,Food & Beverage/Catering/Restaurant
PT BORNEO BERKAT PRIMA,Mining
PT Borneo Berkat Sentosa,Mining
PT Borneo Ekonomi Eksistensi (Balikpapan),Consulting (Business & Management)
PT Borneo Harvest International,Call Center / IT-Enabled Services / BPO
PT Borneo Indonusa,Construction / Building / Engineering
PT Borneo Inter Nusa,Mining
PT Borneo International Anugerah,Agricultural / Plantation / Poultry / Fisheries
PT Borneo Jaya Baru,Manufacturing / Production
PT Borneo Karya Indah Mandiri,Agricultural / Plantation / Poultry / Fisheries
PT Borneo Lancar Abadi,Manufacturing/Production
PT Borneo Mandiri Invesment,Oil/Gas/Petroleum
PT Borneo Marine Service,Marine / Aquaculture
PT Borneo Melintang Buana Export,Wood/Fibre/Paper
PT Borneo Natura Pacific,General & Wholesale Trading
PT Borneo Olah Sarana Sukses Tbk,Mining
PT Borneo Omega Group,Mining
PT Borneo Pasifik Global,Mining
PT Borneo Rotating Pratama,Heavy Industrial / Machinery / Equipment
PT Borneo Samudra Perkasa,Transportation/Logistics
PT Borneo Sejahtera,Travel / Tourism
PT Borneo Timur Mineral,Consulting (Business & Management)
PT Borobudur Citra Perkasa,Manufacturing / Production
PT Borobudur Oto Mobil Semarang,Automobile/Automotive Ancillary/Vehicle
PT Borwita Citra Prima,Consumer Products/FMCG
PT Borwita Citra Prima (Bali),Consumer Products / FMCG
PT Borwita Citra Prima (Kendari),Consumer Products / FMCG
PT Borwita Citra Prima (Lombok),Consumer Products / FMCG
PT Borwita Citra Prima (Makassar),Consumer Products/FMCG
PT Borwita Citra Prima (Manado),Consumer Products / FMCG
PT Borwita Citra Prima (Palu),Consumer Products / FMCG
PT BORWITA CITRA PRIMA KENDARI,Others
PT BOSCO (Bonecom Servistama Compindo ),General & Wholesale Trading
PT Boskalis International Indonesia,Construction/Building/Engineering
PT Bosnet Distribution Indonesia,Computer/Information Technology (Software)
PT Bosowa Asuransi,Insurance
PT Bosowa Berlian Motor,Automobile / Automotive Ancillary / Vehicle
PT Bosowa Lloyd (Makassar),Transportation / Logistics
PT Bosowa Multifinance,Banking/Financial Services
PT Bosowa Resources,Human Resources Management / Consulting
PT Bosowa Sekuritas,Stockbroking/Securities
PT Bosowa Utama (Logistic&Transportation),Automobile/Automotive Ancillary/Vehicle
PT Bosowa Utama (Makassar),Transportation/Logistics
PT Boss Kecil Sejahtera,Food & Beverage/Catering/Restaurant
PT BOSSCO INDOLESTARI,Electrical & Electronics
PT Bostik Indonesia,Manufacturing/Production
PT Bostinco,Manufacturing / Production
PT Boston Chemical,Chemical / Fertilizers / Pesticides
PT Boston Makmur Gemilang,Textiles/Garment
PT Boston School of Banking & Finance,Banking/Financial Services
PT Bothwell Indonesia,Manufacturing/Production
PT Bottcher Indonesia,General & Wholesale Trading
PT Bottega Edesia Citra,Others
PT BOUGAINVILLEA CIPTA,Arts / Design / Fashion
PT Bounty Segar Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT Bourjoho,Human Resources Management/Consulting
PT Boustead Maxitherm Industries,Construction / Building / Engineering
PT Bouti Usabda Farma,BioTechnology / Pharmaceutical / Clinical research
PT Boutique Developments,Property/Real Estate
PT Boveri Indonesia,Electrical & Electronics
PT Box Inovasi Indonesia,Food & Beverage / Catering / Restaurant
PT BOXME GLOBAL INDONESIA,Transportation/Logistics
PT Boxon Nikkon Jayaindo,Manufacturing/Production
PT Boxtime Indonesia,Manufacturing/Production
