Perusahaan,Sektor
PT BPR Lestari Jakarta,Banking/Financial Services
PT BPR Madani Sejahtera Abadi,Banking/Financial Services
PT BPR Majatama,Banking/Financial Services
PT BPR Majesty Golden Raya,Banking/Financial Services
PT BPR Mandiri Artha Abadi,Banking/Financial Services
PT BPR Mandiri Jaya Perkasa,Banking / Financial Services
PT BPR Mangun Pundiyasa,Banking/Financial Services
PT BPR Mega Karsa Mandiri,Banking / Financial Services
PT BPR Mekar Nugraha,Banking / Financial Services
PT BPR Mitra Catur Mandiri,Banking / Financial Services
PT BPR MITRA DANA KAWANUA,Banking/Financial Services
PT BPR Mitra Kanaka Santosa,Banking/Financial Services
PT BPR Mitrabina Arthamakmur,Banking / Financial Services
PT BPR Mitratama Arthabuana,Banking/Financial Services
PT BPR Multidana Indonesia,Banking / Financial Services
PT BPR Muncul Artha Sejahtera,Banking/Financial Services
PT BPR Nasional Nusantara,Banking/Financial Services
PT BPR NBP 32 Karawang,Banking/Financial Services
PT BPR NGUNUT ARTA,Banking/Financial Services
PT BPR Nguter Surakarta cab Prambanan,Banking / Financial Services
"PT BPR Nguter, Surakarta",Banking/Financial Services
PT BPR Nusa Utara,Banking / Financial Services
PT BPR Nusamba Cepiring,Banking / Financial Services
PT BPR NUSANTARA ABDI MULIA,Banking/Financial Services
PT BPR Nusantara Artha Makmur,Banking/Financial Services
PT BPR Nusantara Bona Pasogit 19,Banking/Financial Services
PT BPR Nusumma Jogja,Banking/Financial Services
PT BPR Olympindo Primadana,Banking/Financial Services
PT BPR Padma,Banking / Financial Services
PT BPR Pasar  Boja,Banking/Financial Services
PT BPR PASARRAYA KUTA,Banking/Financial Services
PT BPR Pekanbaru,Banking/Financial Services
PT BPR Pijer Podi Kekelengen,Banking/Financial Services
PT BPR Prima Kredit Mandiri,Banking/Financial Services
PT BPR Prima Kredit Sejahtera,Banking / Financial Services
PT BPR Prima Kredit Utama,Banking/Financial Services
PT BPR Prima Sukses Sejahtera,Banking / Financial Services
PT BPR Profidana Paramitra,Banking/Financial Services
PT BPR Pura Arthakencana Jatipuro,Banking / Financial Services
PT BPR Putera Dana,Banking/Financial Services
PT BPR Rasyid,Banking/Financial Services
PT BPR Restu Klaten Makmur,Banking/Financial Services
PT BPR Restu Mranggen Makmur,Banking/Financial Services
PT BPR Rifi Maligi,Banking/Financial Services
PT BPR RIZKY BAROKAH,Others
PT BPR Rudo Indobank,Banking/Financial Services
PT BPR Sabar Artha Palur Solo,Banking / Financial Services
PT BPR Sagitarius Pembagunan,Banking / Financial Services
PT BPR Sarana Utama Multidana,Banking/Financial Services
PT BPR SAUDARAKITA KARAWANG,Banking/Financial Services
PT BPR Sehat Sejahtera,Banking/Financial Services
PT BPR Sejahtera Batam,Banking / Financial Services
PT BPR Semoga Jaya Artha Cabang Samarinda,Banking / Financial Services
PT BPR Sentral Ekonomi Nusantara,Banking / Financial Services
PT BPR Sinar Mitra Sejahtera,Banking/Financial Services
PT BPR Sri Partha Bali,Banking/Financial Services
PT BPR Sriekaya,Banking/Financial Services
PT BPR SUMBER ARTA,Banking/Financial Services
PT BPR Sunni,Banking/Financial Services
PT BPR Surabaya Lestari,Banking / Financial Services
PT BPR Suryamas,Banking/Financial Services
PT BPR Swadharma Artha Nusa,Banking / Financial Services
PT BPR Syariah Al-Makmur,Banking/Financial Services
PT BPR Syariah Amanah Sejahtera,Banking / Financial Services
PT BPR Syariah Amanah Ummah (Pusat),Banking / Financial Services
PT BPR Syariah Insan Madani,Banking / Financial Services
PT BPR Syariah Margirizki Bahagia,Banking/Financial Services
PT BPR Tapeuna Dana,Banking / Financial Services
PT BPR Tata Anjungsari,Banking/Financial Services
PT BPR Tawangmangu Jaya,Banking/Financial Services
PT BPR Tri Gunung Selatan,Banking / Financial Services
PT BPR Tricipta Mandiri,Banking / Financial Services
PT BPR Ukabima Lumbung Sejahtera,Banking/Financial Services
PT BPR Ukabima Sejahtera Cilacap,Banking / Financial Services
PT BPR Universal Karya Mandiri,Banking / Financial Services
PT BPR Universal Karya Mandiri Puncak,Banking / Financial Services
PT BPR Utama Kita Mandiri (Bandung),Banking/Financial Services
PT BPR Varia Centralartha,Banking / Financial Services
PT BPR Varis Mandiri,Banking / Financial Services
PT BPR Weleri Makmur,Banking/Financial Services
PT BPR Weleri Makmur Solo,Banking / Financial Services
PT BPR Wijayamulya Santosa,Banking / Financial Services
PT BPRS Al Salaam Amal Salman,Banking/Financial Services
PT BPRS Artha Madani,Banking/Financial Services
PT BPRS Barokah Dana Sejahtera,Banking / Financial Services
PT BPRS Harta Insan Karimah (Cibitung),Banking/Financial Services
PT BPRS Harta Insan Karimah Parahyangan,Banking / Financial Services
PT BPRS Karya Mugi Sentosa,Banking/Financial Services
PT BPRS Madina Mandiri Sejahtera ( Yogyakarta ),Banking/Financial Services
PT BPRS Mitra Harmoni,Banking/Financial Services
PT BPRS MITRA HARMONI YOGYAKARTA,Banking / Financial Services
PT BPRS Mulia Berkah Abadi,Banking/Financial Services
PT BPRS Unisia Insan Indonesia,Banking/Financial Services
PT BPUI,Others
PT BPW AL - Utsmaniyah Tours,Travel/Tourism
PT Braga Photography,Consumer Products/FMCG
PT Braga Texchem Industry,Chemical / Fertilizers / Pesticides
PT Braid Group Indonesia,General & Wholesale Trading
PT Brain Matics Cipta Informatika,"Consulting (IT, Science, Engineering & Technical)"
PT Braincode Solution,Telecommunication
