Perusahaan,Sektor
PT Bakrie Autoparts,Heavy Industrial/Machinery/Equipment
PT Bakrie Building Industries (BBI),Manufacturing/Production
PT Bakrie Construction,Construction / Building / Engineering
PT Bakrie Metal Industries,Construction/Building/Engineering
PT Bakrie Nirwana Semesta,Property / Real Estate
PT BAKRIE PESONA RASUNA,Healthcare / Medical
PT Bakrie Pipe Industries,Manufacturing / Production
PT Bakrie Power,Construction/Building/Engineering
PT Bakrie Sumatera Plantation (Medan),Agricultural / Plantation / Poultry / Fisheries
PT Bakrie Sumatera Plantations Tbk,Agricultural/Plantation/Poultry/Fisheries
PT Bakrie Telecom (Balikpapan),Call Center/IT-Enabled Services/BPO
PT Bakrie Telecom (Regional JaTim),Telecommunication
PT Bakrie Telecom Tbk,Telecommunication
PT Bakrie Tower,Property / Real Estate
PT Bakrieland Development Tbk,Construction/Building/Engineering
PT Bakti Insan Globalindo (BIG),Manufacturing/Production
PT Bakti Samudra Sakti,Construction/Building/Engineering
PT Bakti Tani Nusantara,Agricultural / Plantation / Poultry / Fisheries
PT Baktisamudra Sakti,Construction/Building/Engineering
Pt Baladhika Karya Raharja,Property/Real Estate
PT Baladhika Karya Raharja (Meikarta),Property/Real Estate
PT Baladhika Metropolitan,Human Resources Management / Consulting
PT Balagi Dilmoni Indonesia,Arts/Design/Fashion
PT Balai Lelang Bumi Jaya,Banking/Financial Services
PT Balai Lelang Indonesia,General & Wholesale Trading
PT Balai Lelang Internusa,Others
PT Balai Lelang Star,General & Wholesale Trading
PT Balai Lelang Star (Star Auction) Makassar,Others
PT Balai Lelang Sun,Automobile/Automotive Ancillary/Vehicle
PT Balam Sawit Sejahtera,Manufacturing/Production
PT Balangga Prakoso Teknologi,Computer/Information Technology (Software)
PT Balanta Budi Prima,Consulting (Business & Management)
PT Balaraja Food Makmur Abadi,Consumer Products / FMCG
PT Balaraja Kencana Mas,Construction/Building/Engineering
PT Balatif Enriching Life,BioTechnology/Pharmaceutical/Clinical research
PT Balats,Consumer Products / FMCG
PT Balats Dwi Tunggal,Food & Beverage/Catering/Restaurant
PT Bald Man Group,Food & Beverage / Catering / Restaurant
PT Bale Catur Bogya (Yogyakarta),Food & Beverage / Catering / Restaurant
PT Bale Cikalindo,Consumer Products/FMCG
PT Bale Dipa Aruna,Property/Real Estate
PT Balebat Dedikasi Prima,Printing/Publishing
PT Bali 1 Stop,Property / Real Estate
PT Bali Affordable Lifestyles International,Hotel / Hospitality
PT Bali Agung Sesari,Retail / Merchandise
PT Bali Alle Vous Tours,Travel / Tourism
PT Bali Alpes,Travel / Tourism
PT Bali And Korea,Others
PT Bali Anggreni Heavenly (Century 21 Heavenly),Property / Real Estate
PT Bali Animasi Solusi Ekakarsa,"Consulting (IT, Science, Engineering & Technical)"
PT Bali Asri Utama,Exhibitions/Event management/MICE
PT Bali Ayoman,Food & Beverage / Catering / Restaurant
PT Bali Ayu Sign,Advertising/Marketing/Promotion/PR
PT BALI BACI,General & Wholesale Trading
PT Bali Bagus Mandiri,Property / Real Estate
PT Bali Bahagia Bersama,Exhibitions/Event management/MICE
PT Bali Bahama Rafting,Advertising/Marketing/Promotion/PR
PT Bali Bali Bahasa,Education
PT Bali Balo Mandiri,Automobile/Automotive Ancillary/Vehicle
PT Bali Bay View,Hotel / Hospitality
PT Bali Biasa Indah Koleksi,Manufacturing/Production
PT Bali Bijaksana,Retail/Merchandise
PT Bali Bima Sakti,Automobile/Automotive Ancillary/Vehicle
PT Bali Bisnis Broker,Property/Real Estate
PT Bali Blue Ocean,Food & Beverage/Catering/Restaurant
PT Bali Boga Utama,Food & Beverage / Catering / Restaurant
PT Bali Boxes,Retail / Merchandise
PT Bali Budaya Tour (Bali Eco),Travel/Tourism
PT Bali Business House,"Consulting (IT, Science, Engineering & Technical)"
PT Bali Cahaya Amerta,Food & Beverage/Catering/Restaurant
PT Bali Cahaya Amerta,Retail/Merchandise
PT Bali Candrarka Nugraha,General & Wholesale Trading
PT Bali Carnivale,Food & Beverage/Catering/Restaurant
PT Bali Casa Villas,Property/Real Estate
PT Bali Chocolate,Food & Beverage/Catering/Restaurant
PT Bali Cinta Abadi,Advertising / Marketing / Promotion / PR
PT Bali Cipta Karya Wisata,Hotel/Hospitality
PT Bali Cipta Vila Mandiri,Hotel/Hospitality
PT Bali Citra Internasional,Human Resources Management / Consulting
PT Bali Citra Tata Niaga,Consulting (Business & Management)
PT Bali consulting world wide ( BVW ),Hotel / Hospitality
PT Bali Cosme Indo Perkasa,General & Wholesale Trading
PT Bali Cruises Nusantara,Travel/Tourism
PT Bali Daksina Wisata,Travel / Tourism
PT Bali Dirt Bike,Automobile / Automotive Ancillary / Vehicle
PT Bali Entre Amis,Property / Real Estate
PT Bali Environmental Persada,Construction / Building / Engineering
PT Bali Equestrian Centre,Travel/Tourism
PT Bali Fantastic Holiday,Travel/Tourism
PT Bali Fantastic Holiday (Denpasar),Travel/Tourism
PT Bali Food Lestari,Food & Beverage/Catering/Restaurant
PT Bali Gading Nirwana,Property / Real Estate
PT Bali Garden,Hotel/Hospitality
PT Bali Gatra Komunikasi,Computer / Information Technology (Software)
Pt bali global property,Property/Real Estate
PT Bali Gold Media,Printing / Publishing
PT Bali Hai Brewery Indonesia,Manufacturing/Production
PT Bali Hai Creeses,General & Wholesale Trading
PT Bali Health (Bali),Grooming / Beauty / Fitness
PT Bali Holiday Village (Club Med),Travel / Tourism
