Perusahaan,Sektor
PT Aldiron Hero Group,Accounting/Audit/Tax Services
PT Aldmic Indonesia,Retail/Merchandise
PT Aldomaru,"Consulting (IT, Science, Engineering & Technical)"
PT Aldrindo Putra Mandiri (Pekanbaru),Oil/Gas/Petroleum
PT Alegori,General & Wholesale Trading
PT Alegrium Digital Ventures,Computer/Information Technology (Software)
PT Aleph Santosa Adiraja,Computer/Information Technology (Software)
PT ALERA GUBAH LARAS,Architectural Services/Interior Designing
PT Alerga Mitra Sesama,Heavy Industrial / Machinery / Equipment
PT Alexa Cahaya Insani,Human Resources Management/Consulting
PT Alexander Karya Utama,Property/Real Estate
PT Alexandra Bali Tour,Travel / Tourism
PT Alexandria Realtindo,Property/Real Estate
PT Alexindo Bangun Perkasa,Construction / Building / Engineering
PT Alexindo Karya Makmur,Consumer Products / FMCG
PT Alexindo Putra Perkasa,Advertising/Marketing/Promotion/PR
PT Alexindo Yakinprima,Transportation/Logistics
PT Alexis Hotel,Hotel / Hospitality
PT Alfa Arian Tour,Hotel/Hospitality
PT Alfa Artha Andhaya,Consumer Products/FMCG
PT Alfa Bumindo Cemerlang,Property/Real Estate
PT Alfa Cemerlang Edindo,Consulting (Business & Management)
PT Alfa Citra Cemerlang,Manufacturing / Production
PT Alfa Citra Mandiri,General & Wholesale Trading
PT Alfa Cyber Indonesia,Call Center / IT-Enabled Services / BPO
PT Alfa Dinamika Tripratama,General & Wholesale Trading
PT Alfa Flying School,Education
PT Alfa Global Trading,General & Wholesale Trading
PT Alfa Granitama,Manufacturing/Production
PT Alfa Karsa Persada,Transportation/Logistics
PT Alfa Laval (Bandung),Construction / Building / Engineering
PT Alfa Laval Indonesia,Heavy Industrial/Machinery/Equipment
PT Alfa Mandiri Tour,Travel / Tourism
PT Alfa Medica Bersaudara,Healthcare/Medical
PT Alfa Metalindo Indonesia,Heavy Industrial/Machinery/Equipment
PT Alfa Muda Sejahtera,Food & Beverage/Catering/Restaurant
PT Alfa Omega Farma,Healthcare/Medical
PT Alfa Omega Teknik,Heavy Industrial/Machinery/Equipment
PT Alfa Pegasus,Computer / Information Technology (Software)
PT Alfa Persada Nusantara,Manufacturing/Production
PT Alfa Plastic Forming Manufacturing (Alform),Manufacturing / Production
PT Alfa Prima Sejahtera Bali,Education
PT Alfa Reka Usaha,Advertising/Marketing/Promotion/PR
"PT Alfa Rekacipta Kreasi (Weekend, Inc.)",Computer/Information Technology (Software)
PT Alfa Scorpi I (Bilal),Manufacturing / Production
PT Alfa Scorpii,Automobile/Automotive Ancillary/Vehicle
PT Alfa Scorpii (Pekanbaru),Computer / Information Technology (Hardware)
PT ALFA SCORPII Batam,Banking / Financial Services
PT Alfa Sejahtera Mandiri,Property/Real Estate
PT Alfa Star Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Alfa Teknindo Perdana,Heavy Industrial/Machinery/Equipment
PT Alfa Teknologi Indonesia,Computer/Information Technology (Hardware)
PT Alfa Trans Raya,Marine/Aquaculture
PT Alfa Trimegah Beton,Construction/Building/Engineering
PT Alfa Trimitra Mandiri,Consulting (Business & Management)
PT Alfa Valves Indonesia,Manufacturing/Production
PT Alfabet Anugerah Abadi,Food & Beverage/Catering/Restaurant
PT Alfabet Kreatif Indonesia,Advertising/Marketing/Promotion/PR
PT Alfaco Indonesia,Mining
PT Alfalink Overseas Study & English Course,Education
PT Alfaprima Panelindo,Manufacturing/Production
PT Alfasoft (Malang),Computer / Information Technology (Software)
PT Alfatama Inticipta,Manufacturing / Production
PT Alfatama Surya Perkasa,Human Resources Management / Consulting
PT Alfatech Mediatama,Computer/Information Technology (Software)
PT Alfatih Satu Qolbu,Travel/Tourism
PT Alfatrias Capital Synergy (Bandung),Human Resources Management / Consulting
PT Alfindo PF Makmur,Agricultural/Plantation/Poultry/Fisheries
PT Alfindo PF Makmur,Agricultural/Plantation/Poultry/Fisheries
PT Alfron Gasindo Prima,Retail/Merchandise
PT Alga Jaya Raya,Manufacturing/Production
PT Alga Mas,Others
PT Algerindo Prima Nusantara,Manufacturing/Production
PT Algifari Wildan Sejahtera,Mining
PT Algo International,General & Wholesale Trading
PT Algolab Solution,Computer/Information Technology (Software)
PT Algoritma Data Indonesia,Education
PT Algyp Sarana Graha,Architectural Services/Interior Designing
PT Alhijaz Indojaya,Human Resources Management / Consulting
PT Alia Indah Wisata,Travel / Tourism
PT Alia Teknik,General & Wholesale Trading
PT Aliansi Kualitama,Human Resources Management / Consulting
PT Aliansi Lintas Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Aliansi Sakti,Telecommunication
PT Aliansi Temprina Nyata Grafika,Manufacturing/Production
PT Alif Aza Asia,Retail/Merchandise
PT ALIF CABANG JAKARTA,Others
PT ALIF CABANG KARAWANG,Banking/Financial Services
PT Alifa Putra Indo,Human Resources Management / Consulting
PT Alihdaya Indonesia (Balikpapan),Others
PT Alihdaya Indonesia (Surabaya),Computer / Information Technology (Software)
PT AlihKarya,Human Resources Management/Consulting
PT Alim Adhika Adhimukti,General & Wholesale Trading
PT Alim Ampuhjaya Steel,Manufacturing / Production
PT Alimas Multhitara,Manufacturing / Production
PT Alimas Multi Thara,Manufacturing / Production
PT Alimdo Ampuh Abadi,Manufacturing / Production
PT Alinco,Manufacturing/Production
PT Alir Laras Konstruksi,Construction / Building / Engineering
PT Alira Maju bersama,Computer/Information Technology (Software)
