Perusahaan,Sektor
PT CALVINDO GLOBAL UTAMA,Sports
PT Calvindo Global Utama,Computer/Information Technology (Software)
PT Camar Agung Putra (CAP Solution),Consulting (Business & Management)
PT Camar International Network,Education
PT Camar International Network (Bandung),Hotel / Hospitality
PT Camar Kuning Bumi Persada,Consumer Products / FMCG
PT Camar Training Center,Human Resources Management / Consulting
PT Camduk Indah Cemerlang,"Consulting (IT, Science, Engineering & Technical)"
PT Camera Karya Sejahtera,Electrical & Electronics
PT Camera.co.id,Retail / Merchandise
PT Cameron Services International,Oil / Gas / Petroleum
PT Cameron Systems,Oil/Gas/Petroleum
PT CAMG Indonesia,Entertainment / Media
PT Campang Tiga Kontraktor Utama,General & Wholesale Trading
PT Campina Ice Cream Industry,Food & Beverage/Catering/Restaurant
PT Campina Ice Cream Industry (Jakarta),Consumer Products/FMCG
PT Campina Ice cream industry (Surabaya/Berbek),Food & Beverage / Catering / Restaurant
PT Campina Ice Cream Industry (Yogyakarta),Manufacturing / Production
PT Campus Data Media,Computer / Information Technology (Hardware)
PT Cana Solusi Indotama,Computer/Information Technology (Software)
PT CANADIAN SOLAR INDONESIA,Electrical & Electronics
PT Canai Indonesia International,Manufacturing/Production
PT Canary Design,Architectural Services/Interior Designing
PT Candi 2000 Realtindo,Property / Real Estate
PT Candi Karya Perkasa,Construction/Building/Engineering
PT Candi Sapto Argo,Consulting (Business & Management)
PT Candi Sejahtera Utama,Food & Beverage / Catering / Restaurant
PT Candi Sukses Sejahtera,Property/Real Estate
PT Candi Sukses Sejahtera,Property/Real Estate
PT Candika Wastu Pramathana,General & Wholesale Trading
PT Candra Adyalaksana,Construction/Building/Engineering
PT Candra Dharma Persada,Construction / Building / Engineering
PT Candra Mulia Intanpratama,Advertising / Marketing / Promotion / PR
PT Candrabuana Suryasemesta,Food & Beverage/Catering/Restaurant
PT Candrakanta Titian Pangestu,Travel / Tourism
PT Candrika Ekanantha Parajaya,Agricultural/Plantation/Poultry/Fisheries
PT CANGGAH WANG - AREA DESIGNS (AFFILIATED - SINGAPORE),Architectural Services/Interior Designing
PT CANGGIH PRESISI INDUSTRI,Manufacturing/Production
PT Canggu International,Hotel / Hospitality
PT Canggu International (Bali),Construction/Building/Engineering
PT Canlong Indonesia,Manufacturing / Production
PT Cannet Elektrik Indonesia,Electrical & Electronics
PT Canning Indonesian Products,Manufacturing / Production
PT Cannon International Persada,Manufacturing / Production
PT Canopus Indonesia,Oil / Gas / Petroleum
PT Cantaka Tiyasa,Entertainment/Media
PT Cantara Engineering International,Construction / Building / Engineering
PT Cantech Indonesia,Manufacturing/Production
PT Cantik Karya Indonesia,Arts/Design/Fashion
PT Cantik Nilai Definit,Grooming/Beauty/Fitness
PT Cantik Sumber Abadi,Healthcare / Medical
PT Cantika Puspa Pesona ( Balisari Spa Center ),Grooming/Beauty/Fitness
PT Cantika Puspa Pesona - Martha Tilaar Group,Grooming/Beauty/Fitness
PT Cantina Diciotto Jakarta (Cantina18),Food & Beverage/Catering/Restaurant
PT Canvas Developments,Property/Real Estate
PT Canvas Web Design,Arts/Design/Fashion
PT CAP Mold Engineering Indonesia,Manufacturing/Production
PT Capdase Indonesia Distribution,Retail/Merchandise
PT Cape East Indonesia,Construction/Building/Engineering
PT Capella Dinamik Nusantara,Automobile / Automotive Ancillary / Vehicle
PT Capella Dinamik Nusantara (Riau),Automobile / Automotive Ancillary / Vehicle
PT Capella Mazindo,Automobile / Automotive Ancillary / Vehicle
PT Capella Medan (Pekanbaru),Automobile / Automotive Ancillary / Vehicle
PT Capella Multidana,Banking/Financial Services
PT Capella Patria Utama,Automobile/Automotive Ancillary/Vehicle
PT Capital Energy Bangka,Mining
PT Capital Energy Bangka,Consumer Products / FMCG
PT Capital Graha Indonesia,Hotel/Hospitality
PT CAPITAL LIFE INDONESIA,Insurance
PT Capital Makmur Sejahtera,Accounting/Audit/Tax Services
PT Capitalinc Finance,Banking / Financial Services
PT Capitalindo Wira Kusuma,General & Wholesale Trading
PT Caprefindo,General & Wholesale Trading
PT Capricorn MARS Indotama,Consulting (Business & Management)
PT CapRock Communications Indonesia,Telecommunication
PT Capsquare Asia Partners,Banking / Financial Services
PT Capsugel Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Capung Indah Abadi (Sari Sehat),Manufacturing/Production
PT Caputra Bumi Bahari,Travel/Tourism
PT Caputra Mitra Sejati,Construction/Building/Engineering
PT CARAKA BIMA SAKTI,Manufacturing / Production
PT Caraka Prakasa Teknik,Heavy Industrial/Machinery/Equipment
PT Caraka Purnama Abadi,Manufacturing/Production
PT Caraka Tirta Pratama,Transportation / Logistics
PT Caraka Wisata Tour,Travel / Tourism
PT CARAKA YASA,Others
PT Carakamas Inti Alam,Construction / Building / Engineering
PT Carana Bungapersada,Oil/Gas/Petroleum
PT Carbay Services Indonesia,Computer/Information Technology (Software)
PT Carbek Nusantara,Construction / Building / Engineering
"PT Cardig Aero Services,TBK",Food & Beverage/Catering/Restaurant
PT Cardig Air,Transportation/Logistics
PT Cardig Anugrah Sarana Catring,Transportation/Logistics
PT Cardig Internasional Support,Others
PT Cardig Logistics Indonesia,Transportation / Logistics
PT Cardolestari Indonesia,Retail/Merchandise
PT Cardsindo Tiga Perkasa,Printing/Publishing
PT Cardtech Masindo,Electrical & Electronics
PT Care Indonesia Solusi,Exhibitions/Event management/MICE
PT Care Logistindo,Transportation / Logistics
