Perusahaan,Sektor
PT Broco,Manufacturing / Production
PT Broco Aerated Concrete Industry,Construction/Building/Engineering
PT Broco Mobel Industry,Architectural Services/Interior Designing
PT Bromelia Mitra Usaha,Hotel/Hospitality
PT Bromin Group Indonesia,Arts/Design/Fashion
PT Bromo Pharmaceutical Industries,BioTechnology/Pharmaceutical/Clinical research
PT Bromo Tirta Lestari,Manufacturing / Production
PT Bronson & Jacobs Indonesia,Manufacturing/Production
PT Bronson Palembang,Manufacturing / Production
PT Brookline Minerals Indonesia,General & Wholesale Trading
PT Broquet Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Brostery Atlastindo Jaya,Food & Beverage/Catering/Restaurant
PT Brother International Sales Indonesia,Manufacturing/Production
PT Brother Silver Products Indonesia,Manufacturing/Production
PT Brothers Energy Indonesia,Oil/Gas/Petroleum
PT Brothersindo Saudara Sejati,General & Wholesale Trading
PT Brothersindo Saudara Sejati,Heavy Industrial/Machinery/Equipment
PT Brown Tree International,Retail/Merchandise
PT Bruegmann Asia,Manufacturing/Production
PT Brunbrun Retailindo Sejahtera,Retail/Merchandise
PT Bryan Rekayasa Teknologi,Computer / Information Technology (Hardware)
PT Brytalife Globble Indonesia,Accounting/Audit/Tax Services
PT BS Consulting,Consulting (Business & Management)
PT BS Indonesia,Automobile / Automotive Ancillary / Vehicle
PT BS Logistics Batam,Transportation / Logistics
PT bsb,Manufacturing/Production
PT BSB Indonesia,Telecommunication
PT BSC Indonesia (BSC),Computer/Information Technology (Software)
PT BSF ( Bright Star Fortune ),Computer / Information Technology (Software)
PT BSH Home Appliances,Electrical & Electronics
PT BSI Group Indonesia,Education
PT BSM,Retail / Merchandise
PT BSN medical an Essity Company,Healthcare/Medical
PT BSP Recruitment,Human Resources Management / Consulting
PT BSR Indonesia,Human Resources Management/Consulting
PT Bstar Digital International,Entertainment/Media
PT BT Communications Indonesia,Computer / Information Technology (Software)
PT BTF Trans Logistik,Transportation / Logistics
PT BTN (Persero) Tbk Cabang Syariah Banjarmasin,Banking / Financial Services
PT BTPN Syariah Surabaya,Banking / Financial Services
PT Bu Kwang Medical,Healthcare / Medical
PT Buah Hati Medika,Healthcare / Medical
PT Buah Hatiku Global,Computer/Information Technology (Software)
PT Buah Karya Gemilang (Fruit Indonesia),Advertising / Marketing / Promotion / PR
PT Buana Adiguna,Mining
PT Buana Agung Lestari Indah,Entertainment / Media
PT Buana Arta Toolindo,Heavy Industrial / Machinery / Equipment
PT Buana Asiatama,Heavy Industrial/Machinery/Equipment
PT Buana Biru Decorindo,Consumer Products/FMCG
PT Buana Cahayatama,Construction/Building/Engineering
PT BUANA CANDRA PER5KASA,Human Resources Management/Consulting
PT Buana Cargo International,Transportation/Logistics
PT Buana Celebes Antar Nusa,Travel / Tourism
PT Buana Centra Swakarsa,Transportation/Logistics
PT Buana Cipta Propertindo,Property/Real Estate
PT Buana Citra Abadi,General & Wholesale Trading
PT Buana Citra Abadi (Lampung),Retail/Merchandise
PT Buana Daya Gemilang,General & Wholesale Trading
PT Buana Desain Arsiplano,Consulting (Business & Management)
PT Buana Electronic,Electrical & Electronics
PT Buana Eltra,Mining
PT Buana Estate,Architectural Services / Interior Designing
PT Buana Finance Tbk,Banking/Financial Services
PT Buana Giri Fortuna,Food & Beverage/Catering/Restaurant
PT Buana Global Mandiri,Construction / Building / Engineering
PT Buana Global Propertindo,Property/Real Estate
PT Buana Harapan Mandiri,Electrical & Electronics
PT Buana Helindo Jaya,Construction/Building/Engineering
PT Buana Indah Global,General & Wholesale Trading
PT Buana Indo Kencana,Transportation/Logistics
PT Buana Indo Pratama (Balimoon Liqueurs),Food & Beverage/Catering/Restaurant
PT Buana Indomobil Trada (Sales Div),Automobile / Automotive Ancillary / Vehicle
PT Buana Jasa Pratama - Surabaya,Insurance
PT Buana Jaya Kreasi,Education
PT Buana Jialing Makmur Sakti Motor,Automobile/Automotive Ancillary/Vehicle
PT Buana Karya Bhakti,Agricultural/Plantation/Poultry/Fisheries
PT Buana Karya Nusantara,General & Wholesale Trading
PT Buana Kencana Sakti Surabaya,Automobile / Automotive Ancillary / Vehicle
PT Buana Kontenindo Express,Transportation/Logistics
PT Buana Kredit,Advertising/Marketing/Promotion/PR
PT BUANA KUSUMA PRIMA,Banking/Financial Services
PT Buana Laksa Abadi,Construction / Building / Engineering
PT Buana Lintas Lautan Tbk,Transportation/Logistics
PT Buana Lintas Media,Computer / Information Technology (Software)
PT Buana Lintas Nusantara,Telecommunication
PT Buana Maju Selaras,Property/Real Estate
PT Buana Makmur Sejati,General & Wholesale Trading
PT Buana Mas Citra Lestari,Transportation/Logistics
PT Buana Mas Makmur Sentosa,General & Wholesale Trading
PT Buana Mas Prestasi,General & Wholesale Trading
PT Buana Mas Sanjaya,Human Resources Management / Consulting
PT Buana Masa Metalindo,General & Wholesale Trading
PT Buana Mega Wisatama,Construction / Building / Engineering
PT Buana Megah,Manufacturing/Production
PT Buana Merdeka Jaya,Manufacturing/Production
PT Buana Mitra Usaha,Hotel/Hospitality
PT Buana Mitra Usaha	(Divisi AJ Brandon),Food & Beverage/Catering/Restaurant
PT Buana Mitra Wiratama,Property/Real Estate
PT Buana Panca Pratama,Construction/Building/Engineering
PT Buana Penta Prima,Heavy Industrial/Machinery/Equipment
