Perusahaan,Sektor
PT Berko Berkah Mandiri,Construction/Building/Engineering
PT Berkshire Asia,Consulting (Business & Management)
PT Berlian Abadua Satu,Automobile/Automotive Ancillary/Vehicle
PT Berlian Alam Utama,General & Wholesale Trading
PT Berlian Amal Perkasa,Heavy Industrial/Machinery/Equipment
PT Berlian Artha Label,Textiles/Garment
PT Berlian Bangun Cipta,Accounting / Audit / Tax Services
PT Berlian Cahaya Sentosa,Accounting/Audit/Tax Services
PT Berlian Cahaya Teknologi,Computer/Information Technology (Hardware)
PT Berlian Emas Sejahtera Terpadu,General & Wholesale Trading
PT Berlian Entertainment Indonesia,Entertainment / Media
PT Berlian Express Abadi,Construction/Building/Engineering
PT Berlian Express Abadi,Construction/Building/Engineering
PT Berlian Indah Nusantara Abadi,General & Wholesale Trading
PT Berlian Jaya Dirgantara,Consulting (Business & Management)
PT Berlian Jaya Perkasa (Semarang),Automobile / Automotive Ancillary / Vehicle
PT Berlian Khatulistiwa Line,Transportation/Logistics
"PT Berlian Laju Tanker, Tbk",Transportation/Logistics
PT Berlian Manyar Sejahtera,Transportation/Logistics
PT Berlian Megah Abadi,Oil / Gas / Petroleum
PT Berlian Multifreight Indonesia Cabang Surabaya,Transportation/Logistics
PT Berlian Perdana Karya Abadi,Agricultural/Plantation/Poultry/Fisheries
PT BERLIAN PROMOSINDO,General & Wholesale Trading
PT Berlian Samudra Pacific,Manufacturing/Production
PT Berlian Sistem Informasi,Computer/Information Technology (Software)
PT Berlian Tangguh Sejahtera,Transportation/Logistics
PT Berlian Transtar Abadi,Transportation/Logistics
PT BerlianKreasi AnekaTeknik,"Consulting (IT, Science, Engineering & Technical)"
PT Berlico Mulia Farma,BioTechnology/Pharmaceutical/Clinical research
PT Berlin Energi,Heavy Industrial/Machinery/Equipment
PT Berlina Tbk,Manufacturing/Production
PT BERMINDONESIA,Architectural Services / Interior Designing
PT Bernadi Utama,Manufacturing/Production
PT Bernard Global Network,Human Resources Management/Consulting
PT Bernard Global Tour,Travel/Tourism
PT BERNOFARM (Bali),BioTechnology / Pharmaceutical / Clinical research
PT Bernofarm (Makassar),Manufacturing / Production
PT Bernofarm (Surabaya),Healthcare / Medical
PT Bernofarm Phamaceutical,BioTechnology/Pharmaceutical/Clinical research
PT Bernofarm Pharmaceutical (Kebayoran),BioTechnology / Pharmaceutical / Clinical research
PT Bernofarm Pharmaceutical (Surabaya),BioTechnology/Pharmaceutical/Clinical research
PT Bernofarm Sidoarjo,BioTechnology / Pharmaceutical / Clinical research
PT Bernofarm Solo,BioTechnology / Pharmaceutical / Clinical research
PT Berri Indosari,Consumer Products / FMCG
PT Berrybenka,Retail/Merchandise
PT Bersama Berkah Sejati,Manufacturing/Production
PT Bersama Energi Solusindo Teknik,Electrical & Electronics
PT Bersama Kasih Karunia,Property / Real Estate
PT Bersama Kuliner Makmur,Food & Beverage/Catering/Restaurant
PT Bersama Lemindo Abadi,Manufacturing/Production
PT Bersama Maju Selaras,General & Wholesale Trading
PT Bersama Makmur Raharja,Automobile/Automotive Ancillary/Vehicle
PT Bersama Niaga Interelasi,Human Resources Management/Consulting
PT Bersama Pinjam Indonesia,Accounting/Audit/Tax Services
PT Bersama Sahabat Andalan,Food & Beverage/Catering/Restaurant
PT Bersama Sahabat Kita,Property/Real Estate
PT Bersama Solusi Terpadu,Chemical/Fertilizers/Pesticides
PT Bersama Sukses Santoso,Exhibitions/Event management/MICE
PT Bersama Usaha Sukses,Food & Beverage/Catering/Restaurant
PT Bersama Zatta Jaya,Retail / Merchandise
PT Bersama Zatta Jaya (eLcorps),Retail/Merchandise
PT BERSAN GROWTH,Education
PT Bersatu Aman Sejahtera,Transportation / Logistics
PT Bersatu Kita Teguh,Hotel / Hospitality
PT Bersatu Sukses Swadana,Property/Real Estate
PT Bersaudara Express Cargo,Transportation / Logistics
PT Bersaudara Express Cargo ( Makassar),Transportation / Logistics
PT Bersaudara Inti Corpora,Manufacturing/Production
PT Bertho Chrisanta Bersaudara,Manufacturing/Production
PT Bertindo Jaya Raya,Manufacturing / Production
PT Bertindo Perkasa,Consumer Products / FMCG
PT Beruang Emas,Property / Real Estate
PT Beruang Mas Multi Kimia,Banking / Financial Services
PT Bervin Indonesia,General & Wholesale Trading
PT BESI BAJA ARISINDO,Construction/Building/Engineering
PT BESINDO,General & Wholesale Trading
PT Besmart Global Indonesia,Computer/Information Technology (Software)
PT Besmindo Borneo Semesta,Manufacturing / Production
PT Besmindo Materi Sewatama,Manufacturing/Production
PT Besmindotama Semesta,Manufacturing / Production
PT BESPF GROUP,Others
PT Bess Central Insurance,Insurance
PT Bess Central Insurance (Semarang),Insurance
PT Bess Finance (Bandung),Banking/Financial Services
PT Bess Finance Semarang,Banking / Financial Services
PT BEST APPLIED SOLUTIONS,Others
PT Best Bumi Nusantara,Food & Beverage / Catering / Restaurant
PT Best Buy  Indonesia,Others
PT Best Catering Services,Food & Beverage/Catering/Restaurant
PT Best Denki Indonesia,Retail/Merchandise
PT Best Energy System,Advertising/Marketing/Promotion/PR
PT Best Energy System (Surabaya),Manufacturing / Production
PT Best Fortune Indonesia,Manufacturing/Production
PT Best Group,Manufacturing / Production
PT BEST HOTELINDO,Hotel / Hospitality
PT Best Label,Printing/Publishing
PT Best Logistics Service Indonesia,Transportation/Logistics
PT Best Manajemen Indonesia,Electrical & Electronics
PT Best Mark Indonesia,General & Wholesale Trading
PT Best Mega Industri,Printing/Publishing
