Perusahaan,Sektor
PT Alvindo Wahana Trading Group,Manufacturing/Production
PT Always Fit,Grooming/Beauty/Fitness
PT AM Group Perkasa,Mining
PT AM Home,Advertising/Marketing/Promotion/PR
PT AM LIFE INTERNATIONAL,Consumer Products/FMCG
PT AM Plastic,Retail/Merchandise
PT Ama Siwa International,Advertising / Marketing / Promotion / PR
PT Amadeus Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Amadine Wisata Utama,Travel/Tourism
PT Amadya Harpa Consulting,Consulting (Business & Management)
PT Amal Ichwan Arindo,Human Resources Management / Consulting
PT Amala Global Indonesia,General & Wholesale Trading
PT Amalgamated Tricor,Accounting/Audit/Tax Services
PT Amalia Citra Sehati,Healthcare/Medical
PT AMALIA JAYA BERSAMA,Exhibitions/Event management/MICE
PT Amaliah Husada Jonggol (RS. Permata Jonggol),Healthcare/Medical
PT Amaly Mitraabadi Sulawesi,General & Wholesale Trading
PT Aman Asri,Chemical/Fertilizers/Pesticides
PT Aman Berkah Sejahtera,Electrical & Electronics
PT Aman Buana Putera,Manufacturing/Production
PT Aman Cermat Cepat,Banking/Financial Services
PT Aman Global Pacific (AGP Company),Heavy Industrial/Machinery/Equipment
PT Aman Indah Makmur,Manufacturing / Production
PT Aman Jaya Perdana,Agricultural/Plantation/Poultry/Fisheries
PT Aman Pelumas Nusantara,Manufacturing/Production
PT Aman Resorts Indonesia,Hotel/Hospitality
PT Aman Samudera Lines,Transportation / Logistics
PT Aman Sarana,Agricultural/Plantation/Poultry/Fisheries
PT Aman Tirta,Manufacturing / Production
PT Aman World Logistics,Transportation/Logistics
PT Amanah Anugerah Adi Mulia,Mining
PT Amanah Bersama Ummat,Banking / Financial Services
PT Amanah Bersama Ummat (Jakarta),Travel/Tourism
PT Amanah DS,General & Wholesale Trading
PT AMANAH FINANCE,Banking/Financial Services
PT Amanah Finance (Bali),Banking/Financial Services
PT Amanah Inti Usaha,Property/Real Estate
PT Amanah Karya Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Amanah Makmur Bersama,General & Wholesale Trading
PT Amanah Medika Pura,Healthcare / Medical
PT Amanah Prima Indonesia,Hotel / Hospitality
PT Amanah Sinergi Kapital Indonesia,Consulting (Business & Management)
PT Amanah Surga Produksi,Entertainment/Media
PT Amanah Wisata Insani,Travel/Tourism
PT Amanda International (Hotel Emerald Tulamben),Hotel / Hospitality
PT Amandjaja Multifortuna Perkasa,"Consulting (IT, Science, Engineering & Technical)"
PT Amanitama Berkah Sejati,"Consulting (IT, Science, Engineering & Technical)"
PT Amanja Mega Persada,Computer/Information Technology (Software)
PT Amann Indonesia,General & Wholesale Trading
PT Amano Indonesia,Heavy Industrial/Machinery/Equipment
PT Amantara Sekuritas Indonesia,Stockbroking/Securities
PT Amanusa Resorts Indonesia (Hotel Amanusa Nusa Dua),Hotel / Hospitality
PT Amara Pameran Internasional,Exhibitions/Event management/MICE
PT Amara Satu Raya,Exhibitions/Event management/MICE
PT Amara Tujuh Perjuangan (Jakarta),Accounting/Audit/Tax Services
PT Amarcy Travelindo,Travel/Tourism
PT Amardeep Indo Sakti,Others
PT Amardi Inco Utama,Food & Beverage/Catering/Restaurant
PT Amari Borneo Peak,Property / Real Estate
PT Amari Estate Blessindo,Property/Real Estate
PT Amari Global Kaharsa,Computer/Information Technology (Software)
PT Amari Ophelos Larunda Indonesia,Retail/Merchandise
PT Amarox Pharma Global,Manufacturing/Production
PT Amarta Carrageenan Indonesia ( Surabaya ),Manufacturing / Production
PT Amarta Karya (Persero),Construction / Building / Engineering
PT Amarta Multi Sinergy,Consulting (Business & Management)
PT Amarta Zwara Guna,Advertising/Marketing/Promotion/PR
PT Amartha Mikro Fintek (Jakarta),Banking/Financial Services
PT Amaru Sakta Anantarya,Consumer Products/FMCG
PT Amas Iscindo Utama,Transportation / Logistics
PT Amazana Kencana,General & Wholesale Trading
PT Amazana Teknologi,Electrical & Electronics
PT Amazing Art World,Library/Museum
PT Amazing Productions,Entertainment/Media
PT Amazon Colours Indonesia,Manufacturing/Production
PT Amazon Papyrus Chemicals,Aerospace / Aviation / Airline
PT Ambara Karya Pradana,Automobile/Automotive Ancillary/Vehicle
PT Ambassador Garmindo,Textiles/Garment
PT Amber Hasya,Construction/Building/Engineering
PT Amber Karya,Manufacturing / Production
PT Amber Solusi Internasional,"Consulting (IT, Science, Engineering & Technical)"
PT Ambico,Manufacturing/Production
PT Ambient Digital Indonesia,Advertising/Marketing/Promotion/PR
PT Ambiente I'nt,Grooming/Beauty/Fitness
PT Ambios Inter Nesia,Architectural Services/Interior Designing
PT Ambona Semesta,Manufacturing / Production
PT AmCapital Indonesia,Banking / Financial Services
PT Amco Sarana Sejahtera,Others
PT Amcor Flexibles Indonesia,Manufacturing/Production
PT Amcor Specialty Cartons Indonesia,Manufacturing/Production
PT Amcoweld Indonesia,Repair & Maintenance Services
PT AMD Siliwangi Properti,Property / Real Estate
PT Amec Berca Indonesia,Oil / Gas / Petroleum
PT AMEGA WELLNESS INDONESIA,BioTechnology / Pharmaceutical / Clinical research
PT Amellianusa Soember Redjeki Abadi,General & Wholesale Trading
PT Amen Paint Swadana,Retail/Merchandise
PT American Bureau Of Shipping,Transportation / Logistics
PT American Hamburger,Food & Beverage/Catering/Restaurant
PT Amerindo Energy Solutions,Electrical & Electronics
PT Amerindo Era Berjaya,Human Resources Management / Consulting
