Perusahaan,Sektor
PT Agricon,Agricultural/Plantation/Poultry/Fisheries
PT Agricon Putra Citra Optima (Terminix Cabang Bali),Agricultural / Plantation / Poultry / Fisheries
PT Agricon Putra Citra Optima Makassar,Chemical/Fertilizers/Pesticides
PT Agrijaya,General & Wholesale Trading
PT Agriloka Asia Persada,Agricultural/Plantation/Poultry/Fisheries
PT Agrimas Citra Mandiri,Agricultural / Plantation / Poultry / Fisheries
PT Agrimas Utama Indonesia,Agricultural / Plantation / Poultry / Fisheries
PT Agrina Sawit Perdana,Agricultural/Plantation/Poultry/Fisheries
PT Agrindo,Manufacturing/Production
PT Agrindo Kalimantan Lestari,Manufacturing / Production
PT Agrindo Maju Lestari,Manufacturing/Production
PT Agrindo Prima Lestari,Heavy Industrial/Machinery/Equipment
PT Agrinesia Raya,Food & Beverage / Catering / Restaurant
PT Agrinusa Jaya Santosa,Agricultural/Plantation/Poultry/Fisheries
PT Agrinusa Persada Mulia,Agricultural / Plantation / Poultry / Fisheries
PT Agrisarana Jaya Perkasa,Agricultural/Plantation/Poultry/Fisheries
PT Agrisatwa Jaya Kencana,Agricultural / Plantation / Poultry / Fisheries
PT Agrisoft Systems Indonesia,Computer/Information Technology (Software)
PT Agriwarna Prapanca,Food & Beverage / Catering / Restaurant
PT Agriya Analitika,General & Wholesale Trading
PT AGRO,Others
PT Agro Abadi,Agricultural/Plantation/Poultry/Fisheries
PT Agro Berjaya Nusantara,Agricultural/Plantation/Poultry/Fisheries
PT Agro Boga Utama,General & Wholesale Trading
PT Agro Boga Utama Cab Balikpapan,Agricultural/Plantation/Poultry/Fisheries
PT Agro Crops Indonesia,General & Wholesale Trading
PT AGRO ENERGI INDONESIA,Agricultural/Plantation/Poultry/Fisheries
PT Agro Fauna Kertosari,Agricultural/Plantation/Poultry/Fisheries
PT Agro Fauna Kertosari (Surabaya),Agricultural / Plantation / Poultry / Fisheries
PT Agro Fruit Mandiri,Others
PT Agro Guna Makmur,Chemical/Fertilizers/Pesticides
PT Agro Harapan Lestari,Agricultural/Plantation/Poultry/Fisheries
PT Agro Inti Premium,Agricultural/Plantation/Poultry/Fisheries
PT Agro Jabar,Agricultural/Plantation/Poultry/Fisheries
PT Agro Jaya Mandiri (Palembang),Chemical / Fertilizers / Pesticides
PT Agro Jaya Mandiri Cabang Solo,Chemical/Fertilizers/Pesticides
PT Agro Mahligai,Agricultural / Plantation / Poultry / Fisheries
PT Agro Manunggal Cocos,Agricultural/Plantation/Poultry/Fisheries
PT Agro Mitra Alimentare,Agricultural / Plantation / Poultry / Fisheries
PT Agro Mitra Sejahtera,Agricultural/Plantation/Poultry/Fisheries
PT Agro Paring Berkah,Agricultural/Plantation/Poultry/Fisheries
PT Agro Prima Sejahtera,Agricultural/Plantation/Poultry/Fisheries
PT Agro Sari Nusantara,Agricultural/Plantation/Poultry/Fisheries
PT Agro Sarimas Indonesia,Manufacturing/Production
PT Agro Tradisi,General & Wholesale Trading
PT Agro Wijaya,Manufacturing / Production
PT Agroenergy Waterland,Agricultural / Plantation / Poultry / Fisheries
PT AGROFOOD MAKMUR MANDIRI,Manufacturing/Production
PT Agroline Plus,Agricultural/Plantation/Poultry/Fisheries
PT Agromania Mitra Artha,Agricultural / Plantation / Poultry / Fisheries
PT Agromas Group,Agricultural/Plantation/Poultry/Fisheries
PT Agromina Wicaksana,Manufacturing/Production
PT Agronesia,Manufacturing/Production
PT Agronusa Alam Sejahtera,Manufacturing / Production
PT Agronusa Bumi Lestari,Agricultural / Plantation / Poultry / Fisheries
PT Agropangan Putra Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Agroxon Indonesia Resources,Agricultural/Plantation/Poultry/Fisheries
PT Agroyasa Lestari,Construction / Building / Engineering
PT Agson International,Manufacturing/Production
PT Agung Alam Anugrah,Property/Real Estate
PT Agung Aquatic Marine,Agricultural / Plantation / Poultry / Fisheries
PT Agung Automall,Automobile/Automotive Ancillary/Vehicle
PT Agung Automall (Toyota) Batam,Automobile / Automotive Ancillary / Vehicle
PT Agung Automall Bali,Automobile / Automotive Ancillary / Vehicle
PT Agung Automall Kuta,Automobile / Automotive Ancillary / Vehicle
PT Agung Bara Sejati,Mining
PT Agung Bumi Agro,Food & Beverage/Catering/Restaurant
PT Agung Ceramindo Inti,Construction / Building / Engineering
PT Agung Concern,Transportation / Logistics
PT Agung Food Industrindo,Consumer Products/FMCG
PT Agung Graha Cipta,Manufacturing/Production
PT Agung Graha Indah,Property/Real Estate
PT Agung Greenland Property,Property / Real Estate
PT Agung Hydraulic Machinery,Manufacturing / Production
