Perusahaan,Sektor
PT Citra Bening Berseri,General & Wholesale Trading
PT Citra Berkat Inspirasi Wisata,Travel/Tourism
PT Citra Bhakti Sejahtera,Consulting (Business & Management)
PT Citra Bina Niaga,Construction/Building/Engineering
PT CITRA BIRU,Construction / Building / Engineering
PT Citra Boga Pratama,Consumer Products / FMCG
PT Citra Bonang,Manufacturing/Production
PT Citra Borneo Indah Group,Agricultural / Plantation / Poultry / Fisheries
PT Citra Buana Adidaya,Education
PT Citra Buana Prakarsa,Property/Real Estate
PT Citra Buana Prasida,Property/Real Estate
PT Citra Busana Indonesia (RANTI),Apparel
PT Citra Busana Jaya Pertiwi,Retail/Merchandise
PT Citra CakraLogam,Manufacturing/Production
PT Citra Candika,Entertainment / Media
PT Citra Cendekia Cemerlang,Education
PT Citra ceria Usaha khalifah,Others
PT Citra Christophindo Mulia,Architectural Services / Interior Designing
PT Citra Cikopo Hotel,Hotel/Hospitality
PT Citra Cipta Bika,Manufacturing/Production
PT Citra Cipta Purwosari,Others
PT CITRA CIPTAADIGUNA,Construction/Building/Engineering
PT Citra Classic Mandiri,Arts / Design / Fashion
PT Citra Consultant Indonesia,Consulting (Business & Management)
PT Citra Crocotama International,Retail / Merchandise
PT Citra Data Purna Kharisma,Telecommunication
PT Citra Desa Jagorawi,Property / Real Estate
PT Citra Dimensi Arthali Medan,Consumer Products/FMCG
PT Citra Distribusi Marabunta Asri,Manufacturing/Production
PT CITRA DISTRIBUTION GROUP,Others
PT Citra Duta Sejahtera,Accounting/Audit/Tax Services
PT Citra Eksekutip Otorita,Hotel/Hospitality
PT Citra Emas,Education
PT Citra Era Bangun Prakarsa,Others
PT Citra Esa Buana,Construction / Building / Engineering
PT Citra Food,Others
PT Citra Gading Asritama,Property / Real Estate
PT Citra Galvanizing Indonesia,Heavy Industrial/Machinery/Equipment
PT Citra Gama Sakti,Consulting (Business & Management)
PT Citra Gemilang Nusantara,Oil / Gas / Petroleum
PT CITRA GEMILANG PROPERTINDO,Property / Real Estate
PT Citra Gentari Indonesia,Advertising / Marketing / Promotion / PR
PT Citra Global Nusantara (Pekan Baru),Property / Real Estate
PT Citra Griya Propertindo,Arts / Design / Fashion
PT Citra Group,Textiles/Garment
PT Citra Guna Sakti,Consumer Products / FMCG
PT Citra Hasmore Kuliner,Food & Beverage/Catering/Restaurant
PT Citra Indah Bali,Hotel / Hospitality
PT Citra Indah Purimedia,Advertising/Marketing/Promotion/PR
PT Citra Indojaya Perkasa,Human Resources Management / Consulting
PT Citra Indopura,Chemical/Fertilizers/Pesticides
PT Citra Inovasi Strategi Exhibition,Exhibitions/Event management/MICE
PT Citra Insani Garda Semesta,Human Resources Management / Consulting
PT Citra Intel Pratama,Entertainment/Media
PT Citra Interlindo,Manufacturing/Production
PT CITRA INTERNATIONAL PRATAMA,Telecommunication
PT Citra International Underwriters,Insurance
PT Citra Inti Semesta,General & Wholesale Trading
PT Citra Intirama,General & Wholesale Trading
PT Citra Jaya Tunas Bena Mandiri,Science & Technology
PT CItra KAM Beton,Construction / Building / Engineering
PT Citra Karsa Dinamika,Construction/Building/Engineering
PT Citra Karsa Persada,Construction/Building/Engineering
PT Citra Kartini Mandiri,Hotel / Hospitality
PT Citra Karya Bangun,Architectural Services/Interior Designing
PT Citra Karya Langgeng,Food & Beverage/Catering/Restaurant
PT Citra Karya Pinasthika,Advertising/Marketing/Promotion/PR
PT Citra Karya Semesta,"Consulting (IT, Science, Engineering & Technical)"
PT Citra Kharisma Indonesia (Satoe Komunika),Hotel/Hospitality
PT Citra Komunikasi Indonesia,Entertainment / Media
PT Citra Kreasi Makmur,General & Wholesale Trading
PT Citra Langgeng Otomotif,General & Wholesale Trading
PT Citra Langgeng Sentosa (member of infinitigroup),General & Wholesale Trading
PT Citra lautan teduh,General & Wholesale Trading
PT Citra Lestari Anugrah,Environment/Health/Safety
PT Citra Lestari Mobilindo,Automobile/Automotive Ancillary/Vehicle
PT Citra Lestari Sempurna,Consumer Products/FMCG
PT Citra Lintas Indonesia,Advertising / Marketing / Promotion / PR
PT Citra Maharlika Lintas Wahana,Transportation/Logistics
PT Citra Mahasurya Industries,Manufacturing/Production
PT Citra Mahoni Sejahtera,General & Wholesale Trading
PT Citra Makmur Bina Sahabat,General & Wholesale Trading
PT Citra Makmur Kencana,Agricultural/Plantation/Poultry/Fisheries
PT Citra Makmur Lestari Motorindo,General & Wholesale Trading
PT Citra Mandiri Baru,Architectural Services/Interior Designing
PT Citra Mandiri Gemilang,Advertising / Marketing / Promotion / PR
PT Citra Mandiri Indra Perkasa,Others
PT Citra Mandiri Jaya Makmur,Retail / Merchandise
PT Citra Mandiri Kencana,Agricultural/Plantation/Poultry/Fisheries
PT Citra Mandiri Metalindo Abadi,Printing / Publishing
PT Citra Mandiri Multi Finance,Banking/Financial Services
PT Citra Mandiri Multi Finance (Pekalongan),Banking / Financial Services
PT Citra Mandiri Texindo,Textiles/Garment
PT Citra Marga Lintas Jabar,Construction/Building/Engineering
PT Citra Marga Nusaphala Persada Tbk,Others
PT Citra Mas Intimates,Accounting/Audit/Tax Services
PT Citra Mas Surya,Electrical & Electronics
PT Citra Media Nusa Purnama,Printing/Publishing
PT Citra Media Solusindo,"Consulting (IT, Science, Engineering & Technical)"
PT Citra Media Teknologi,Manufacturing/Production
