Perusahaan,Sektor
PT LMT Logistics,Transportation / Logistics
PT LMWS,Travel/Tourism
PT lndonesia Precision Part,Heavy Industrial/Machinery/Equipment
PT Loan Market Indo,Banking/Financial Services
PT Loangarage Indonesia,Entertainment/Media
PT LOCATOR LOGIC SOLUTIONS,"Consulting (IT, Science, Engineering & Technical)"
PT Lock & Lock Indonesia,Retail/Merchandise
PT Locomotif Eka Sakti,Manufacturing/Production
PT Lodan Besar,Hotel/Hospitality
PT Lodaya Makmur Perkasa,Food & Beverage/Catering/Restaurant
PT Loev Dapoza Indonesia,Arts/Design/Fashion
PT Logam Nusantara Perkasa,Polymer / Plastic / Rubber / Tyres
PT Logica Information Technology,Computer/Information Technology (Software)
PT Logica World,Computer / Information Technology (Software)
PT Logicode,"Consulting (IT, Science, Engineering & Technical)"
PT Logika Prima Perdana,Advertising/Marketing/Promotion/PR
PT Login Communication,Advertising / Marketing / Promotion / PR
PT Logindo Samudramakmur (Balikpapan),Transportation / Logistics
PT Logindo Samudramakmur Tbk,Transportation/Logistics
PT Logique Digital Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Logissindo Media Pratama,General & Wholesale Trading
PT Logista Cahaya Multitrans,Transportation/Logistics
PT Logistic One Solution,Transportation/Logistics
PT Logistik Indoraya,Transportation / Logistics
PT Logistik Indoraya (Surabaya),Transportation / Logistics
PT Logitronik Cipta Solusi,Computer/Information Technology (Hardware)
PT Logos Institute Surabaya,Consulting (Business & Management)
PT Logwin Air & Ocean Indonesia,Transportation/Logistics
PT Loh & Loh Construction Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Lohdjinawi Widjaya,Manufacturing/Production
PT Loista Indonesia,Architectural Services/Interior Designing
PT loista Indonesia (Decorati Home),Architectural Services / Interior Designing
PT Loka Abadi Sentausa,Construction/Building/Engineering
PT Loka Budi Lubrika,Manufacturing / Production
PT Loka Mampang Indah Realty,Property/Real Estate
PT Loka Manggala,General & Wholesale Trading
PT Lokal Sinergi Damai (Taco Local),Food & Beverage/Catering/Restaurant
PT Lokal Vokal Indonesia,Others
PT Lokapala Adiraja,Education
PT Lokindo Entertainment,Entertainment/Media
PT Lola Laut Timur,Mining
PT Loladis Media Utama,Entertainment / Media
PT Lollipop Indonesia,Food & Beverage / Catering / Restaurant
PT Lomasasta,Consulting (Business & Management)
PT Lombardi Auto Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Lombok Apsara Bertani,Others
PT Lombok Gandaria,Consumer Products / FMCG
PT Lombok Institute Of Flight Technology,Aerospace / Aviation / Airline
PT Lombok Invest And Development,Hotel/Hospitality
PT Long Huei Indonesia,General & Wholesale Trading
PT LONG SUN INDONESIA,Textiles/Garment
PT LONG TENG PROPERTINDO,Property/Real Estate
PT Long's Resto Indonesia,Food & Beverage / Catering / Restaurant
PT Longhi Group International,Manufacturing/Production
PT Longkelai Hijau Bersama,Manufacturing / Production
PT Longvin Indonesia,Manufacturing / Production
PT Lontar Papyrus Pulp & Paper Industry,Manufacturing/Production
PT LONTRACO SUKSES,General & Wholesale Trading
PT Lookall Teknologi Indonesia,Food & Beverage/Catering/Restaurant
PT Loop International,Retail / Merchandise
PT Lord Indonesia,General & Wholesale Trading
PT Lordin Indo Perkasa,Others
PT Lordway Accommodation Engineering,Marine/Aquaculture
PT Lorimas Tiara Mulia,General & Wholesale Trading
PT LORIS ENVEREST KENCANA,Healthcare/Medical
PT Loscam Indonesia,Others
PT Loscam Indonesia (Semarang),Heavy Industrial/Machinery/Equipment
PT Losung Unggul Teknik,Construction / Building / Engineering
PT Lot Global Integrasi,"Consulting (IT, Science, Engineering & Technical)"
PT Lotte Capital Indonesia,Banking/Financial Services
PT Lotte Chemical Titan Nusantara,Chemical/Fertilizers/Pesticides
PT Lotte Data Communication Indonesia,Computer/Information Technology (Hardware)
PT Lotte Indonesia,Consumer Products/FMCG
PT Lotte Logistics Indonesia,Transportation/Logistics
PT LOTTE Members Indonesia,Retail/Merchandise
PT Lotte Packaging,Manufacturing/Production
PT LOTTE Shopping Avenue Indonesia,Retail/Merchandise
PT Lotte Shopping Indonesia,Retail/Merchandise
PT Lotte Shopping Indonesia (Store 19 Solo),General & Wholesale Trading
PT Lotteria Indonesia,Food & Beverage/Catering/Restaurant
PT Lotus Andalan Sekuritas,Others
PT Lotus Indah Textile Industries,Textiles/Garment
PT Lotus Indah Textile Industries (Head Office),Textiles / Garment
PT Lotus Pradipta Mulia,Retail/Merchandise
PT Lotus Pradipta Mulia ( Palembang ),Automobile/Automotive Ancillary/Vehicle
PT Lotus Visi Utama,Human Resources Management/Consulting
PT Lotus World Lestari,Advertising/Marketing/Promotion/PR
PT Louis Dreyfus Company Indonesia,General & Wholesale Trading
PT Louis Gianni,General & Wholesale Trading
PT LOUIS WARNA CEMERLANG,Manufacturing/Production
PT Louserindo Megah Permai,Manufacturing/Production
PT Loutchou,Wood / Fibre / Paper
PT LOVE BONITO INDONESIA,Retail/Merchandise
PT Love Indonesia (Indomedia Group),Computer / Information Technology (Software)
PT Lovina Beach Brewery,General & Wholesale Trading
PT Lovina Indonesia,Property/Real Estate
PT Low Level  Laser Theraphy Indonesia,Healthcare / Medical
PT LOYAL INDONESIA UTAMA,Polymer/Plastic/Rubber/Tyres
PT Loyal Links Indonesia,Computer/Information Technology (Software)
PT Loyalty Development,Electrical & Electronics
