Perusahaan,Sektor
PT Pratama Arta Mas,Manufacturing / Production
PT Pratama Bahana Lestari,"Consulting (IT, Science, Engineering & Technical)"
PT Pratama Capital Assets Management,Stockbroking / Securities
PT Pratama Cipta Lestarindo,Computer / Information Technology (Hardware)
PT Pratama Contromatic Abadi,General & Wholesale Trading
PT Pratama Engineering Services Management,Construction / Building / Engineering
PT Pratama Graha Semesta,Electrical & Electronics
PT Pratama Indomitra Konsultan (Cabang Medan),Consulting (Business & Management)
PT Pratama Inspira Indonesia,Human Resources Management/Consulting
PT Pratama Interdana Finance,Banking / Financial Services
PT Pratama Interdana Finance (Bali),Banking/Financial Services
PT Pratama Kinerja Perkasa,General & Wholesale Trading
PT Pratama Kurnia Kasih (Semarang),Automobile/Automotive Ancillary/Vehicle
PT Pratama Kurnia Kasih (Solo),Automobile/Automotive Ancillary/Vehicle
PT Pratama Kurnia Kasih (Sragen),Automobile/Automotive Ancillary/Vehicle
PT PRATAMA KURNIA KASIH CABANG  JATISRONO,Automobile/Automotive Ancillary/Vehicle
PT Pratama Kurnia Kasih Cabang Ampel,Automobile/Automotive Ancillary/Vehicle
PT PRATAMA KURNIA KASIH CABANG BOYOLALI,Automobile/Automotive Ancillary/Vehicle
PT PRATAMA KURNIA KASIH CABANG KARANGANYAR,Transportation/Logistics
PT PRATAMA KURNIA KASIH CABANG WONOGIRI,Automobile/Automotive Ancillary/Vehicle
PT Pratama Laminatech Utama,Consulting (Business & Management)
PT Pratama Link,Others
PT Pratama Makmur,General & Wholesale Trading
PT Pratama Mitra Abadi,General & Wholesale Trading
PT Pratama Mitra Andalan,Electrical & Electronics
PT Pratama Mitra Sejati,Property/Real Estate
PT Pratama Nusantara Sakti,Agricultural/Plantation/Poultry/Fisheries
PT Pratama Persada Sukses Sejahtera,Retail/Merchandise
PT Pratama Pionir Sentosa,Manufacturing / Production
PT Pratama Plastindo Utama,Manufacturing / Production
PT Pratama Prima Bajatama,Manufacturing/Production
PT Pratama Prima Cipta,Architectural Services/Interior Designing
PT Pratama Promosindo International,Entertainment / Media
PT Pratama Solusi Armindo,Electrical & Electronics
PT PRATAMA SUGIH MUKTI,Property/Real Estate
PT Pratama Sukses Group,Food & Beverage/Catering/Restaurant
PT Pratama Teknik Santosa,"Consulting (IT, Science, Engineering & Technical)"
PT Pratama Transindo,Automobile/Automotive Ancillary/Vehicle
PT PRATAMA UNGGUL SEJAHTERA,Agricultural/Plantation/Poultry/Fisheries
PT Pratama Wahyu Sentosa,Architectural Services/Interior Designing
PT Pratama Widya,Manufacturing / Production
PT Pratapa Nirmala,BioTechnology / Pharmaceutical / Clinical research
PT Pratesis,"Consulting (IT, Science, Engineering & Technical)"
PT Prathama Line Logistics,Transportation / Logistics
PT Prathama Line Logistics ( Surabaya ),Transportation / Logistics
PT Prathama Line Logistics (Bali Branch),Transportation/Logistics
PT Prathama Line Logistics (Surabaya),Transportation/Logistics
PT Prathama Line Logistics [Bandung Branch],Transportation / Logistics
PT Pratiknya Swantra Wiyono,Manufacturing / Production
PT Pratindo CanggihMulia,Manufacturing/Production
PT Pratita Prama Nugraha,Retail/Merchandise
PT Pratiwi Karya Hutama,Construction / Building / Engineering
PT Pratiwi Prima Baja,General & Wholesale Trading
PT Pratiwi Putri Sulung,Electrical & Electronics
PT Prawathiya Karsa Pradipta,"Consulting (IT, Science, Engineering & Technical)"
PT Praweda Ciptakarsa Informatika,Computer/Information Technology (Software)
PT Prawedanet Aliansi Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT PRAWIRA CIPTA SARANA,Gems/Jewellery
PT Prawisa Kwarta Buana,Construction/Building/Engineering
PT Prawita Karya,General & Wholesale Trading
PT Praxis Management,Computer/Information Technology (Software)
PT Prayasa Indo Mitra Sarana,General & Wholesale Trading
PT Prayoga Mandiri Sukses,Construction/Building/Engineering
PT Precast Concrete Indonesia,Manufacturing/Production
PT Precindo Abadi,Manufacturing/Production
PT Precindo Jaya Makmur,Manufacturing/Production
PT PreciousNine Consulting,Consulting (Business & Management)
PT Precise Pacific Realty,Property / Real Estate
PT Precise Tools And Machinery Indonesia,General & Wholesale Trading
PT Precision Tools Service Indonesia,Manufacturing/Production
PT Preformed Line Products Indonesia,Manufacturing/Production
PT Premera Seva Uttama,Consulting (Business & Management)
PT Premier Abadi Solusindo,Construction/Building/Engineering
PT Premier Consult Indonesia,Accounting/Audit/Tax Services
PT Premier Doughnut Indonesia,Food & Beverage / Catering / Restaurant
PT Premier Global Partners,Manufacturing / Production
PT Premier Language Services,Education
