Perusahaan,Sektor
PT Muliamakmur Elektrikatama,Electrical & Electronics
PT Muliapack,Polymer / Plastic / Rubber / Tyres
PT Muliapack Gravurindo,Printing/Publishing
PT Muliapack Intisempurna,Manufacturing/Production
PT Muliaprima Packindo,Manufacturing/Production
PT Muliatama Batam,Manufacturing/Production
PT Muliya Visindo,Mining
PT Multan Kusuma Sakti,General & Wholesale Trading
PT Multay International Indonesia,Manufacturing/Production
PT Multi Abadi Sejahtera,Property/Real Estate
PT Multi Adhi Tunggal Sentosa,General & Wholesale Trading
PT Multi Adiprakarsa Manunggal (KARTUKU),Banking/Financial Services
PT Multi Adverindo,Construction / Building / Engineering
PT Multi Agung Perdana,"Consulting (IT, Science, Engineering & Technical)"
PT Multi Agung Sarana Ananda,Marine/Aquaculture
PT Multi Aneka Pangan Nusantara,Manufacturing/Production
PT MULTI ANGKUTAN EXPRESS,Transportation / Logistics
PT Multi Anugerah Gemilang,Construction/Building/Engineering
PT Multi Anugerah Lestari Texindo,Manufacturing/Production
PT Multi Anugerah Makmur,Construction/Building/Engineering
PT Multi Anugerah Sejahtera,Transportation / Logistics
PT Multi Anugerah Swadaya,Manufacturing/Production
PT Multi Anugerah Tata Abadi,Agricultural / Plantation / Poultry / Fisheries
PT Multi Anugrah Sukses,Retail/Merchandise
PT Multi Ardecon,Architectural Services/Interior Designing
PT Multi Area Desentralisasi Pembangunan,Construction / Building / Engineering
PT Multi Areal Planing Indonesia,Science & Technology
PT Multi Arta Jaya Utama,Agricultural/Plantation/Poultry/Fisheries
PT Multi Arta Sekawan,General & Wholesale Trading
PT Multi Arta Semesta (The City Hall Executive Club),Hotel / Hospitality
PT MULTI ARTHA ABADI,Manufacturing/Production
PT Multi Artha Jaya,Consumer Products/FMCG
PT Multi Artha Media,Advertising/Marketing/Promotion/PR
PT Multi Artha Pratama,Property / Real Estate
PT Multi Artha Sehati,Construction/Building/Engineering
PT Multi Artha Semesta,Hotel / Hospitality
PT Multi Arthamas Glass Industry,Manufacturing/Production
PT Multi Arthamas Glass Industry,Manufacturing/Production
PT Multi Artistikacithra (Match Adv),Advertising/Marketing/Promotion/PR
PT Multi Asih Pratama,Insurance
PT Multi Astro Solusindo,Manufacturing/Production
PT Multi Bangun Abadi,Human Resources Management / Consulting
PT Multi Bangun Abadi,Human Resources Management/Consulting
PT Multi Bangun Abadi (Bali),Human Resources Management/Consulting
PT Multi Bangun Abadi (Pekanbaru),Human Resources Management/Consulting
PT Multi Bangun Abadi Banjarmasin,Human Resources Management / Consulting
PT Multi Bangun Abadi Surabaya,Human Resources Management/Consulting
PT Multi Bangun Pertiwi,Construction / Building / Engineering
PT Multi Berkat Interindo,General & Wholesale Trading
PT Multi Bestri Indonesia,General & Wholesale Trading
PT Multi Beton Karya Mandiri,Manufacturing/Production
PT Multi Bina Pura International,Transportation / Logistics
PT Multi Bintang Indonesia Tbk,Manufacturing/Production
PT Multi Bintang Utama,Transportation/Logistics
PT Multi Bisnis Solusi,Human Resources Management/Consulting
PT Multi Buana Group,Construction / Building / Engineering
PT Multi Buana Instrumindo,Heavy Industrial/Machinery/Equipment
PT Multi Cipta Adikarya,Manufacturing/Production
PT Multi Cipta Bangun,Construction/Building/Engineering
PT Multi Cipta Manunggal,Property/Real Estate
PT Multi Commodity Indonesia,General & Wholesale Trading
PT Multi Daya Serasi,Human Resources Management/Consulting
PT Multi Daya Usaha,Retail / Merchandise
PT Multi Deco Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Multi Deli Indonesia,Manufacturing/Production
PT Multi Digital Solusi,Computer / Information Technology (Software)
PT Multi Dimensi Dinamis,Architectural Services / Interior Designing
PT Multi Dimensi Persona,Human Resources Management / Consulting
PT Multi Elektro,Manufacturing/Production
PT Multi Elexindo Indah,Retail/Merchandise
PT Multi Entertainment Xenter,Hotel / Hospitality
PT Multi Eraguna Usaha,Construction/Building/Engineering
PT Multi Fabrindo Gemilang (MEDCO Group),Construction/Building/Engineering
PT Multi Fastpack Indonesia,Manufacturing / Production
PT Multi Fertigung Solution,General & Wholesale Trading
PT Multi Flashindo Karisma,General & Wholesale Trading
PT Multi Forma Riau Konsultan,Construction/Building/Engineering
PT Multi Fortuna Gemilang,Manufacturing/Production
PT Multi Ganda Mas,Mining
PT Multi Garmenjaya,Textiles/Garment
PT Multi Global Electrindo,Electrical & Electronics
PT Multi Global Network,General & Wholesale Trading
PT Multi Global Persada,General & Wholesale Trading
PT Multi Global Persada (Surabaya),General & Wholesale Trading
PT Multi Graha Persada Indah,Property/Real Estate
PT Multi Graha Pratama,Construction / Building / Engineering
PT Multi Grahita Nusantara,Construction / Building / Engineering
PT Multi Guna Equipment,Heavy Industrial/Machinery/Equipment
PT Multi Guna Gas,Manufacturing/Production
PT Multi Guna Maritim,Marine/Aquaculture
PT Multi Hanna Kreasindo,General & Wholesale Trading
PT Multi Harapan Sentosa,Arts / Design / Fashion
PT Multi Harapan Utama ( MHU Coal),Mining
PT Multi Hidrachrome Balikpapan,Manufacturing / Production
PT Multi Hidrachrome Industri,Heavy Industrial/Machinery/Equipment
PT Multi Hokkindo Addji,Property / Real Estate
PT Multi Husada Farma,Healthcare/Medical
PT Multi Ide Luhur,Consulting (Business & Management)
PT Multi Impaq Indonesia,Manufacturing / Production
PT Multi Indah Lestari,Retail/Merchandise
