Perusahaan,Sektor
PT Lintas Benua Berkat Abadi,Manufacturing / Production
PT Lintas Benua Handalan Indonesia,Transportation/Logistics
PT Lintas Buana Unggul,Agricultural/Plantation/Poultry/Fisheries
PT Lintas Cakra Cipta,Transportation/Logistics
PT Lintas Cakrawala Dunia (I 2 U Tour & Travel),Travel / Tourism
PT Lintas Data Indonesia,Computer/Information Technology (Software)
PT Lintas Global Logistik,Transportation / Logistics
PT Lintas Harapan Cemerlang,Healthcare/Medical
PT Lintas Harapan Mandiri (Jakarta),Accounting/Audit/Tax Services
PT Lintas Indonesia Khatulistiwa,Construction/Building/Engineering
PT Lintas Insan Nur Inspira,Computer/Information Technology (Software)
PT Lintas Inti Karya,Manufacturing/Production
PT Lintas Jaya Express,Transportation / Logistics
PT Lintas Jeram Nusantara,Exhibitions/Event management/MICE
PT Lintas Khatulistiwa Utama,Agricultural / Plantation / Poultry / Fisheries
PT Lintas Kontinental,Entertainment/Media
PT Lintas Kreasi Cipta,Printing/Publishing
PT Lintas Kreasi Imaji,Advertising/Marketing/Promotion/PR
PT Lintas Mahesa Raya,Property/Real Estate
PT Lintas Manunggal Persada,Exhibitions/Event management/MICE
PT Lintas Media Asia,Telecommunication
PT Lintas Media Danawa,Computer/Information Technology (Software)
PT Lintas Media Senter Indonesia,Advertising/Marketing/Promotion/PR
PT Lintas Mediatama,Advertising/Marketing/Promotion/PR
PT Lintas Mitra Perkasa (Surabaya),Others
PT Lintas Multi Benua,Mining
PT Lintas Niaga Jaya,Transportation/Logistics
PT Lintas Niaga Jaya,Consumer Products / FMCG
PT Lintas Nusantara Kreasi,Exhibitions / Event management / MICE
PT Lintas Pratama Anugrah,Transportation/Logistics
PT Lintas Pratama Mandiri,Travel/Tourism
PT Lintas Printing,Printing / Publishing
PT Lintas Promosi Global (PROMOGO),Advertising/Marketing/Promotion/PR
PT LINTAS SAMUDERA JATENG,Transportation/Logistics
PT Lintas Samudra Borneo Line Banjarmasin,Transportation / Logistics
PT Lintas Samudra Jaya Express (Jawa Timur),Transportation/Logistics
PT Lintas Semesta,Retail/Merchandise
PT Lintas Teknologi Indonesia,Telecommunication
PT Lintas Tujuh Samudera,Transportation/Logistics
PT Lintas Usaha Aneka Sarana,Accounting/Audit/Tax Services
PT Lintas Virtual Globalindo,Computer/Information Technology (Hardware)
PT Lintas Wisata Dunia,Travel/Tourism
PT Lintasnuansa Jaya Bersama,Transportation/Logistics
PT Lintech Duta Pratama,Oil/Gas/Petroleum
PT Linuxindo Total Solusi,Computer / Information Technology (Software)
PT Lio Collection,General & Wholesale Trading
PT LION AIR GRUP,Others
PT Lion Cargo Indonesia,General & Wholesale Trading
PT LION DIGITAL INDONESIA,Advertising/Marketing/Promotion/PR
PT Lion Hotel Plaza,Others
PT Lion King Plastik,Manufacturing/Production
PT Lion Mentari Airlines,Aerospace/Aviation/Airline
PT Lion Metal Works Tbk. (Sidoarjo),Manufacturing/Production
PT Lion Super Indo,Retail/Merchandise
PT Lion Wings,Manufacturing/Production
PT Lionel Jaya Logistics -Your Delivery Solution-,Transportation/Logistics
PT Lionel Jaya Logistics -Your Delivery Solution-,Transportation/Logistics
PT Liong Emas Abadi Perkasa,Construction/Building/Engineering
PT Lionmesh Prima Tbk,Manufacturing / Production
PT Lippo Cikarang Tbk,Property/Real Estate
PT Lippo General Insurance Tbk,Insurance
PT Lippo Life Assurance (Jakarta),Insurance
PT Lippo Malls Indonesia,Retail/Merchandise
PT Liputra Istana Teknologi,Manufacturing/Production
PT Liqui Moly Batam,Retail/Merchandise
PT Liqui Moly Indonesia,Oil/Gas/Petroleum
PT Liquid Communication,Advertising / Marketing / Promotion / PR
PT Liquid Pharmalab,Hotel/Hospitality
PT Lira logistik,Transportation / Logistics
PT Lirik Mitra Senada,Entertainment/Media
PT Lisa Akbar,Travel/Tourism
PT Lisa Concrete Indonesia,Consumer Products/FMCG
PT Lisaboy Gaya Cantika,Retail/Merchandise
PT LISAKONSULINDO,Manufacturing / Production
PT Listakwarta Putra,Printing/Publishing
PT Literacy Indonesia ( I Can Read ),Education
PT Literatur Negeri,Printing/Publishing
PT Litho Anugerah Mandiri,Accounting/Audit/Tax Services
PT Lito Prima Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Little Bee Edutainment,Consulting (Business & Management)
PT Little Fish Technologies,Computer / Information Technology (Software)
PT Little Star Mitra Edutama,Education
PT Little Tree (Bali),Construction/Building/Engineering
PT Livescape Indonesia,Exhibitions/Event management/MICE
PT Livien Mahakarya,Others
PT Living A & I,Architectural Services/Interior Designing
PT Living Karma,Wood/Fibre/Paper
PT LivingSocial,Entertainment / Media
PT Liwaus Sabena,Environment / Health / Safety
PT Liwayway,Consumer Products / FMCG
PT Lixicon Indonesia,Construction / Building / Engineering
PT Lixil Aluminium Indonesia,Manufacturing/Production
PT Liza Christina,Manufacturing/Production
PT LJ Hooker Bintaro,Property/Real Estate
PT LKD Multi Industri,Healthcare / Medical
PT LKT Food Indonesia,Food & Beverage/Catering/Restaurant
PT LLoyd Pharma Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Lloyd Shipping Management,Transportation/Logistics
PT Lloyd's Register Indonesia,Banking / Financial Services
PT LMS Indonesia,General & Wholesale Trading
