Perusahaan,Sektor
PT Performa Tour & Travel (Surabaya),Travel/Tourism
PT Performance Auto Centre,Automobile/Automotive Ancillary/Vehicle
PT PergiKuliner,Computer/Information Technology (Software)
PT Perigi Putra Sentosa,General & Wholesale Trading
PT Perigi Sempana (Spassion Nusa Dua),Grooming / Beauty / Fitness
PT Perikanan Nusantara (Persero),Marine / Aquaculture
PT PERINA MEDIKA EDUTAMA,Healthcare / Medical
PT Perinco Graha Lestari,Construction/Building/Engineering
PT Perindo Karya,Grooming / Beauty / Fitness
PT Perindustrian Bapak Djenggot (Orang Tua Group),Consumer Products/FMCG
PT Perintis Cahaya Timur,Consumer Products/FMCG
PT Perintis Citra Pratama,Transportation/Logistics
PT Perintis Genset,Heavy Industrial / Machinery / Equipment
PT Perintis Pelayanan Paripurna,Healthcare/Medical
PT Perintis Pelayanan Paripurna  ( Acc Bpk  Imran),Healthcare / Medical
PT Perintis Proteksi Sejahtera,"Consulting (IT, Science, Engineering & Technical)"
PT Perintis Sejahtera Mapan,Architectural Services/Interior Designing
PT Perintis Triniti Properti,Property/Real Estate
PT Periplus Bookindo,Education
PT Perisai Dinamika Abadi,Repair & Maintenance Services
PT Perisai Husada,BioTechnology/Pharmaceutical/Clinical research
PT Perissindo,"Consulting (IT, Science, Engineering & Technical)"
PT Perium Mitra Nusantara (Semarang),Computer / Information Technology (Hardware)
PT Perkasa Abdi Bhuana,General & Wholesale Trading
PT Perkasa Adi daya,Electrical & Electronics
PT Perkasa Adi Daya Indonesia,Electrical & Electronics
PT Perkasa Adiguna Sembada,Property/Real Estate
PT PERKASA AGUNG SEJATI Makassar,Agricultural/Plantation/Poultry/Fisheries
PT Perkasa Bermitra Sentosa,Entertainment/Media
PT Perkasa Beton Abadi,Construction/Building/Engineering
PT Perkasa Beton Batam,Construction / Building / Engineering
PT Perkasa Interindo,Electrical & Electronics
PT Perkasa Internusa Mandiri (PIM),Property/Real Estate
PT Perkasa Inti Lestari,Travel/Tourism
PT Perkasa Jaya Motor,Consumer Products/FMCG
PT Perkasa Makmur Cemerlang,Printing/Publishing
PT Perkasa Makmur Sejahtera,Retail/Merchandise
PT Perkasa Multi Persada,General & Wholesale Trading
PT Perkasa Petualang Indonesia,Retail/Merchandise
PT Perkasa Pilar Utama,"Consulting (IT, Science, Engineering & Technical)"
PT Perkasa Primarindo,Manufacturing/Production
PT Perkasa Surya Propertindo,Property/Real Estate
PT Perkasa Tehnik,Construction/Building/Engineering
PT Perkasa Tunggal Mandiri,Hotel/Hospitality
PT Perkebunan Hasfarm Sukokulon,Agricultural/Plantation/Poultry/Fisheries
PT Perkebunan Kalidjeruk Baru,Agricultural/Plantation/Poultry/Fisheries
PT Perkebunan Kaltim Utama I,Agricultural/Plantation/Poultry/Fisheries
PT Perkebunan Poly Kartika Sejahtera,Agricultural / Plantation / Poultry / Fisheries
PT Perkindo Mitra Analitika,BioTechnology/Pharmaceutical/Clinical research
PT Perkom Indah Murni (MidPlaza ICT Group),Computer/Information Technology (Software)
PT Perkonsuma,Manufacturing/Production
PT Permadi Wijaya,Consulting (Business & Management)
PT Permai Raya Wisata,Travel / Tourism
PT Permaisuri Ban Makasar,Automobile/Automotive Ancillary/Vehicle
PT Permaisuri Mitra Prima,Automobile / Automotive Ancillary / Vehicle
PT Permana Patti Assetama,Property / Real Estate
PT Permata Alam Guna Sejahtera,Construction/Building/Engineering
PT Permata Bahari Malindonesia,Manufacturing / Production
PT Permata Bearindo Sejahtera,Manufacturing/Production
PT Permata Berlian Realty,Hotel / Hospitality
PT Permata Birama Sakti,Property/Real Estate
PT Permata Boga Rasa,Food & Beverage / Catering / Restaurant
