Perusahaan,Sektor
PT LV Logistics Indonesia (Jakarta ),Transportation/Logistics
PT LVD Induction Indonesia,Electrical & Electronics
PT Lviors Jaya Sentosa,Grooming / Beauty / Fitness
PT Lydia Sola Gracia,Textiles / Garment
PT Lyhock Batavia Plastic Persada,Polymer/Plastic/Rubber/Tyres
PT LYKE eServices Indonesia,Computer/Information Technology (Software)
PT Lyman Investindo,Construction/Building/Engineering
"PT Lynas Medikal (Cibubur, Bekasi)",Healthcare/Medical
PT Lynea Primisima,Consumer Products/FMCG
PT Lyto Datarindo Fortuna,Entertainment/Media
PT M & N Indonesia,Manufacturing/Production
PT M & S Apparel,Textiles/Garment
PT M Cashback Indonesia,Computer / Information Technology (Software)
PT M Class Industry,Manufacturing / Production
PT M One Hotel Wisata Sukses,Hotel/Hospitality
PT M Tech Solusindo,Telecommunication
PT M+R Forwarding Indonesia,Transportation/Logistics
PT M-150 Indonesia,Consumer Products / FMCG
PT M-Plan Indonesia,Others
PT M3 Ketapang Sejahtera,Others
PT Maasai Corporindo,Textiles / Garment
PT Mabua Harley-Davidson (Surabaya),Automobile / Automotive Ancillary / Vehicle
PT Mabuchi Indonesia,Manufacturing / Production
PT Mac Sarana Djaya,Telecommunication
PT Macanan Jaya Cemerlang,Printing/Publishing
PT Macbramindo Harum Abadi,Manufacturing/Production
PT Maccaferri Indonesia,Construction / Building / Engineering
PT Maccaroni,Food & Beverage / Catering / Restaurant
PT Maccini Raya Perkasa,Construction / Building / Engineering
PT Maccon Generasi Mandiri,Manufacturing/Production
PT MACF Ambarawa,Others
PT Machindo Inti Cemerlang,Heavy Industrial/Machinery/Equipment
PT Machindotama Abadi,Heavy Industrial/Machinery/Equipment
PT Macika Mineral Industri,Manufacturing/Production
PT Macindo Riski Makmur,General & Wholesale Trading
PT Macindo Swadesi,General & Wholesale Trading
PT Mackessen Indonesia,General & Wholesale Trading
PT Macnels Express Pratama (Bali Office),Transportation / Logistics
PT Macnels Express Pratama (Jkt Office),Consumer Products / FMCG
PT Macoline Indonesia,Transportation / Logistics
PT Macro Jaya Agung,Others
PT Macro Petro Energy,Oil/Gas/Petroleum
PT Macrocitra Ardanasejati,Healthcare/Medical
PT Macrocitra Multicheck,General & Wholesale Trading
PT Macrology Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Macroprima Panganutama,Food & Beverage/Catering/Restaurant
PT Macroy Busana Sentosa (Chic Girl),Textiles/Garment
PT MACSK Living Indonesia,Retail/Merchandise
PT Mactex Bulk Material Handling,General & Wholesale Trading
PT Mad Peanuts,Computer / Information Technology (Software)
PT Mada Putra Perkasa,Chemical/Fertilizers/Pesticides
PT Madani Intelsysdata,Advertising / Marketing / Promotion / PR
PT Madani Investama,Hotel/Hospitality
PT Madani Karsa Mandiri,Banking / Financial Services
PT Madani Kencana Makmur,Manufacturing / Production
PT Madani Sandang Prima,Textiles/Garment
PT Madani Sisfotel,Advertising/Marketing/Promotion/PR
PT Made Cahaya,Others
PT Made Chahaya ( Lily Jean ),Manufacturing/Production
PT Made Tepung Pisang,Food & Beverage/Catering/Restaurant
PT Madei,Manufacturing/Production
PT Madesa Sejahtera Utama,BioTechnology/Pharmaceutical/Clinical research
PT Madhani Talatah Nusantara,Mining
PT Madhucon Indonesia,Mining
PT Madhucon Sriwijaya Power,Mining
PT MADI PUTRA,General & Wholesale Trading
PT Madika Travelindo,Travel / Tourism
PT Madinah Indah Wisata,Travel/Tourism
PT Madison Angsa Sejahtera,Hotel/Hospitality
PT Madison Mahacipta,Arts/Design/Fashion
PT Maditech Medika Farma,Healthcare / Medical
PT Madnine Digital,"Consulting (IT, Science, Engineering & Technical)"
PT Madonna Varia Kreasi,Retail/Merchandise
PT Madonna Variakreasi,Retail / Merchandise
PT Madu Fertra,Food & Beverage / Catering / Restaurant
PT Madu Jaya Indoprima,Manufacturing/Production
PT Madu Lingga Raharja,Chemical/Fertilizers/Pesticides
PT Madu Manis Makmur (Semarang),Manufacturing/Production
PT Madu Murni Nusantara ( Medan ),Manufacturing / Production
PT Madu Murni Nusantara (Jakarta),Food & Beverage/Catering/Restaurant
PT Madu Murni Nusantara (Solo),Consumer Products/FMCG
PT Maduroo Internasional,"Consulting (IT, Science, Engineering & Technical)"
PT Maduroo International,Computer/Information Technology (Software)
PT Madusari Mas,Human Resources Management/Consulting
PT Madusari Murni Indah,BioTechnology/Pharmaceutical/Clinical research
PT Madusari Nusaperdana,Consumer Products/FMCG
PT Madya Putera Tehnik,Manufacturing/Production
PT Madya Utama Expresindo,Manufacturing/Production
PT Madyakreasi Perdana,Architectural Services/Interior Designing
PT MAE Logistics P&J,Transportation / Logistics
PT Maersk Line,Transportation / Logistics
PT Maes Electronic (Bali),Electrical & Electronics
PT Maesa Bersama (Star Safety),Oil/Gas/Petroleum
PT Maesindo Indonesia,Manufacturing/Production
PT Maestro Consulting Coaching Sharing,Consulting (Business & Management)
PT Maestro Global Informatika,Computer/Information Technology (Software)
PT Maestro Mitra Korpora,Consulting (Business & Management)
PT Maestro Nusantara Prima,Computer / Information Technology (Hardware)
PT Maestro Pendidikan Indonesia,Education
PT Mafan Samudra Jaya,Others
