Perusahaan,Sektor
PT Laskar Putra Kirana,Education
PT Laskar Teknologi Mulia,Computer/Information Technology (Software)
PT Laskita Lentera Sukses,General & Wholesale Trading
PT Lastindo Jaya,Manufacturing / Production
PT Latansa Makmur Abadi,Chemical / Fertilizers / Pesticides
PT Latexindo Internusa,General & Wholesale Trading
PT Latif Industries International,Manufacturing/Production
PT Latimas Katsindo Utama,Consumer Products / FMCG
PT Lativi Mediakarya (tvOne),Entertainment/Media
PT Latrade Batam Indonesia,Manufacturing/Production
PT Lattice Teknologi Mandiri,Computer/Information Technology (Hardware)
PT Laurige Asia Surabaya,Manufacturing/Production
PT Lauser Indah Perkasa,Transportation/Logistics
PT Laut Jawa Makmur Sejati,Consulting (Business & Management)
PT Laut Ketenangan Solusi,Consulting (Business & Management)
PT Laut Timur Ardiprima,General & Wholesale Trading
PT Laut Timur Ardiprima Cabang Palangkaraya,Computer/Information Technology (Hardware)
PT Laut Timur Ardiprima Samarinda,Consumer Products/FMCG
PT Lautan Ajinomoto Fine Ingredients,Healthcare/Medical
PT Lautan Bahari Sejahtera,Manufacturing/Production
PT Lautan Bening,Manufacturing / Production
PT Lautan Benua Nusantara Indonesia,Transportation / Logistics
PT Lautan Berjaya Samudra,Transportation / Logistics
PT Lautan Berlian Perkasa,Construction/Building/Engineering
PT Lautan Berlian Utama Motor,Gems / Jewellery
PT Lautan Biru Makmur,General & Wholesale Trading
PT Lautan Cipta Adyatma Rejo,Manufacturing/Production
PT Lautan Graha Mas,Construction/Building/Engineering
PT Lautan Indo Makmur Sejahtera,Transportation/Logistics
PT Lautan Jati,Manufacturing / Production
PT Lautan Jaya Berlian,Marine/Aquaculture
PT Lautan Jaya Kumala,Heavy Industrial / Machinery / Equipment
PT Lautan Karya Gemilang,Transportation / Logistics
PT Lautan Kreasi Mode,Arts/Design/Fashion
PT Lautan Luas Semarang,Advertising/Marketing/Promotion/PR
PT Lautan Luas Tbk,Manufacturing/Production
PT Lautan Natural Krimerindo,Manufacturing/Production
PT Lautan Nusantara Indah Kaya,Food & Beverage/Catering/Restaurant
PT Lautan Nusantara Semesta,Manufacturing / Production
PT Lautan Otsuka Chemical,Manufacturing/Production
PT Lautan Rejeki Abadi,General & Wholesale Trading
PT Lautan Samudera Hindia,Agricultural / Plantation / Poultry / Fisheries
PT Lautan Teduh Interniaga,Automobile/Automotive Ancillary/Vehicle
PT Lautan Teknologi,Computer / Information Technology (Software)
PT Lautan Traktor,Heavy Industrial / Machinery / Equipment
PT Lautan Utama Karya Energy,Oil / Gas / Petroleum
PT Lautan Warna,Chemical/Fertilizers/Pesticides
PT Lautandhana Securindo,Banking / Financial Services
PT Lautindo Synergy Sejahtera,Heavy Industrial/Machinery/Equipment
PT Lava Mobile Indonesia,Telecommunication
PT LAVATEXTILES BVBA INDONESIA,Textiles/Garment
PT Lavinta Buana Sakti (MAXXfleet - Asset Tracking & Fleet Management),Computer/Information Technology (Hardware)
PT Lawang Agung Amerta Jati,Construction / Building / Engineering
PT Lawang Angin,Travel/Tourism
PT Lawang Sewu Lestari,Manufacturing / Production
PT Lawangmas Primapack Indonesia,Manufacturing/Production
PT Lawsim Zecha,BioTechnology/Pharmaceutical/Clinical research
PT Lawu Busanatama Textile,Textiles / Garment
PT Laxmirani Mitra Garmindo,Textiles/Garment
PT Layana Computindo Sentratama,Computer/Information Technology (Software)
PT Layanan Keuangan Berbagi,Computer/Information Technology (Software)
PT Layar Emas Dinamika,Electrical & Electronics
PT Layar Sentosa Shipping,Transportation/Logistics
PT Layar Sentosa Shipping,Transportation / Logistics
PT Laysander Technology,Electrical & Electronics
PT Lazarus Citra Indah,Retail/Merchandise
PT Lazizaa Rahmat Semesta,Food & Beverage/Catering/Restaurant
PT LB ADS Indonesia,Advertising / Marketing / Promotion / PR
PT LB Net,Others
PT LB Resources,Advertising/Marketing/Promotion/PR
PT LB Technologies Batam,Manufacturing/Production
PT LBI Indonesia,Education
PT LCA,Food & Beverage/Catering/Restaurant
PT LCG Telecommunication And Technology,Manufacturing/Production
PT LCI Indah Jaya,Human Resources Management/Consulting
PT LDF Pratama,Architectural Services/Interior Designing
PT Le Bahiana,Entertainment / Media
PT LE Global,Computer / Information Technology (Hardware)
PT Le Salon De Aria - Flair Make Up,Grooming/Beauty/Fitness
PT Lea Sanent,Textiles / Garment
PT Lead Industria,Construction/Building/Engineering
PT Lead Valve Indonesia Jakarta,Heavy Industrial/Machinery/Equipment
PT Leader International Investindo,General & Wholesale Trading
"PT Leaders World By Lee & Co.,LTD",Textiles/Garment
PT Leadership Indonesia,Oil/Gas/Petroleum
PT Leading Garment Industries,Textiles/Garment
PT Leads Property Services Indonesia,Consulting (Business & Management)
PT Leafwell Sehat Sejahtera,Food & Beverage/Catering/Restaurant
PT Leap Machinery Indonesia,Heavy Industrial/Machinery/Equipment
PT Leapfrog Indonesia,General & Wholesale Trading
PT Lear Automotive Indonesia,Manufacturing/Production
PT Learning Edge Education,Education
PT Learning Resources,Education
PT Learning Unlimited,Education
PT Lebahlestari Prima,Manufacturing / Production
PT Lebihbaik Pratama,Entertainment/Media
PT LECAPSEAL INDONESIA,Manufacturing/Production
PT LED PRO IDN,Electrical & Electronics
PT Ledin Jaya,Advertising/Marketing/Promotion/PR
PT LEDOKOMBO,Agricultural/Plantation/Poultry/Fisheries
