Perusahaan,Sektor
PT Piping System Indonesia ( Surabaya ),Manufacturing / Production
PT Pipit Mutiara Jaya ( Tarakan ),Agricultural / Plantation / Poultry / Fisheries
PT Pipit Mutiara Jaya (Pipit Group),Agricultural / Plantation / Poultry / Fisheries
PT Piramid,Education
PT Piramida Global Indonesia,Human Resources Management/Consulting
PT Piranti Asa Teknologi,Human Resources Management / Consulting
PT Piranti Data Infosys,Computer / Information Technology (Hardware)
PT Piranti Jaringan Asia,Construction/Building/Engineering
PT Piranti Media Kreasindo,Computer / Information Technology (Software)
PT Piranti Nusantara Teknologi,General & Wholesale Trading
PT PIRANTI TEPAT INDONESIA,Computer/Information Technology (Software)
PT Piranti Wahana Sentosa,Accounting/Audit/Tax Services
PT PIRSS HANNY INDOTAMA,Gems/Jewellery
PT PIS Indonesia,Manufacturing / Production
PT Pisen Indonesia,Manufacturing/Production
PT Pisma Daffa Group (De Soematra Function House),Food & Beverage / Catering / Restaurant
PT Pisma Global Niaga,General & Wholesale Trading
PT Pisma Group,Textiles/Garment
PT Pisma Medica Indonesia,Healthcare / Medical
PT Pismatex Textile Industry,Textiles / Garment
PT Pismatex Textile Industry Pekalongan,Textiles/Garment
PT Pison Caturkarsa Libratama (Libratama Group),Chemical/Fertilizers/Pesticides
PT Pistos Indonesia,Manufacturing / Production
PT Pita Merah,Accounting/Audit/Tax Services
PT Pita Prasada Sejahtera (Prasada Mansion),Hotel / Hospitality
PT Pitamas Data Sempurna,Computer/Information Technology (Hardware)
PT Pitamas Indonusa,Manufacturing/Production
PT Pitergan Architect,Architectural Services/Interior Designing
PT Pitstop Tridi Sumnindo,General & Wholesale Trading
PT Piviko Manunggal,Others
PT Pixa Media Indonesia,Arts / Design / Fashion
PT Pixel Art Indonesia,Printing/Publishing
PT Pixel Perdana Jaya,Electrical & Electronics
PT Pixentra Indoensia,Heavy Industrial/Machinery/Equipment
PT Piximple Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Plammeka Jaya Asri,Consumer Products / FMCG
PT Planet Chemicals (Subsidiary of Planet Asia Singapore),General & Wholesale Trading
PT Planet Electrindo,Electrical & Electronics
PT Planet Electrindo,Manufacturing/Production
PT Planet Electrindo - Fujitsu Air Conditioning Jakarta,Electrical & Electronics
PT Planet Electrindo - Surabaya,Electrical & Electronics
PT Planet Indo Arta (Lampung),Electrical & Electronics
PT Planet Jaya Perkasa,Property/Real Estate
PT Planet Secreet Global,General & Wholesale Trading
PT Planet Selancar Mandiri,Retail/Merchandise
PT Planet Selancar Mandiri (Planet Surf),Retail/Merchandise
PT Plangkaraya Semi Mart,Consumer Products/FMCG
PT Planner Indonesia Mandiri,Consulting (Business & Management)
PT Plantech Hokayu Indonusa,Manufacturing / Production
PT Plantex Sembada International,Manufacturing / Production
PT Plasess Indonesia,Manufacturing/Production
PT Plasindo Bhama Prasasta,Manufacturing/Production
PT Plasindo Lestari,Polymer/Plastic/Rubber/Tyres
PT Plasindo Sinar Jati Jaya,Retail/Merchandise
PT Plasis Mitra Asia,Architectural Services/Interior Designing
PT Plasma Cakrawala Sejati,Advertising/Marketing/Promotion/PR
PT Plasma Nutfah Marind Papua,Wood/Fibre/Paper
PT Plasma Unitech Global,BioTechnology/Pharmaceutical/Clinical research
PT Plasmotech Batam,Manufacturing/Production
PT Plastech Dinamika,Polymer/Plastic/Rubber/Tyres
PT Plastech Global Indonesia,Heavy Industrial / Machinery / Equipment
PT Plasti-Form Indonesia,Others
PT Plastic Injection Indonesia,Advertising / Marketing / Promotion / PR
PT Plasticolors Eka Perkasa,Manufacturing/Production
PT Plasticon Trijaya,Manufacturing / Production
PT Plastics Solution,Polymer / Plastic / Rubber / Tyres
PT PlastikKita Pratama Indonesia,Retail/Merchandise
PT Plastindo Ekatama,Polymer/Plastic/Rubber/Tyres
PT Plastop Indonesia Manufacturing,Manufacturing/Production
PT Plataran Indonesia,Hotel/Hospitality
PT Plataran Indonesia (JKT),Hotel/Hospitality
PT Platindo Anugerah Sejati,Manufacturing / Production
PT Platindo Karya Prima,Computer/Information Technology (Software)
PT Platindo Makmur Sentosa,Electrical & Electronics
PT Platindo Nusantara,Property / Real Estate
PT Platinum Ceramics Bali,Manufacturing / Production
PT Platinum Healt Care,Environment / Health / Safety
PT Platinum Hotel Management,Hotel/Hospitality
PT Platinum Indo Mandiri,Retail/Merchandise
PT Platinum Indograha,Architectural Services/Interior Designing
PT Platinum Kencana Development,Construction/Building/Engineering
PT Platinum Kencana Tata Graha,Property / Real Estate
PT Platinum Laju Line,Transportation / Logistics
PT Platinum Mas Indonesia,Retail/Merchandise
PT Platinum Network Indonesia,Telecommunication
PT Platinum Org Joint Optimo Int,Advertising / Marketing / Promotion / PR
PT Playfield Pratama Jakarta,Education
PT PLAYPOINT Indonesia,General & Wholesale Trading
PT Playtime,Travel/Tourism
PT Plaza Auto Prima,Automobile/Automotive Ancillary/Vehicle
PT Plaza Auto Raya,Automobile/Automotive Ancillary/Vehicle
PT Plaza Crystal International,Architectural Services/Interior Designing
PT Plaza Garansindo,Automobile/Automotive Ancillary/Vehicle
PT Plaza Indonesia Jababeka,Property/Real Estate
"PT Plaza Indonesia Realty, Tbk",Property/Real Estate
PT Plaza Purimas,Hotel/Hospitality
PT Plaza Utama Lighting,Manufacturing / Production
PT Plengkung Indah Wisata,Travel / Tourism
PT Plexis Erakarsa Pirantiniaga (Plasmedia),Computer/Information Technology (Software)
Pt pliek SNI,Others
