Perusahaan,Sektor
Globalindo Foundation Yogyakarta,Education
Globalmas Academy,Education
Globenet Electronics (S) PTE LTD,Electrical & Electronics
Globo Intraco,Manufacturing / Production
"Glocal Co.,Ltd.",Others
"Glodon International Pte, LTE",Computer/Information Technology (Software)
GLOIPID,Computer/Information Technology (Software)
Gloria Apartment,Property/Real Estate
Gloria Cards,Printing / Publishing
Gloria Jeans Coffees,Food & Beverage/Catering/Restaurant
Glory Digital Sablon,Arts / Design / Fashion
Glory music,Entertainment/Media
Glory Shop,Retail/Merchandise
Gloskin Aesthetic Clinic,Healthcare/Medical
Gloskin Aesthetic Clinic (Balikpapan),Grooming/Beauty/Fitness
Gloskin Aesthetic Clinic Gresik,Healthcare / Medical
Gloskin Clinic (Malang),Grooming / Beauty / Fitness
Gloskin Gading Serpong,Grooming/Beauty/Fitness
Glove & Stove,Food & Beverage / Catering / Restaurant
Glow Invitation,Arts / Design / Fashion
Glow Studio,Arts/Design/Fashion
Glowyblush Make up & Photography,Grooming/Beauty/Fitness
GM Nail and Wax,Grooming/Beauty/Fitness
GM Production Yogyakarta Divisi Tour & Travel,Exhibitions/Event management/MICE
GMC Bumi Bambini (Bambini Children Center),Education
Gmedia Group,Advertising/Marketing/Promotion/PR
"GMIS, Bali",Education
GML Performance Consulting,Consulting (Business & Management)
GMN,General & Wholesale Trading
GMS ASIA PACIFIC,Hotel/Hospitality
GMS Group,Property/Real Estate
GO AUTO,Others
Go Global Indonesia,Education
GO Holdings Pte Ltd,General & Wholesale Trading
Go Ion Terapi Elektrik,Manufacturing / Production
Go Mobile,Computer/Information Technology (Software)
Go Piatco,Others
Go Study International,Others
Goal Financing,Manufacturing / Production
Gobanchoco,Others
GoBimbel,Education
Gocchi Restaurant,Food & Beverage / Catering / Restaurant
Godfather (Private Limited),Advertising/Marketing/Promotion/PR
Goebog Resto,Food & Beverage / Catering / Restaurant
Goethe-Institut Jakarta,Arts/Design/Fashion
Gofive Teamworks,Advertising/Marketing/Promotion/PR
GoGoEx Express,Others
Gojumong Korean Traditional Grill,Food & Beverage/Catering/Restaurant
GOLD COAST APARTMENT - PIK,Property / Real Estate
Gold Lion -Wood Working,Others
Gold's Gym (PT Fit and Health Indonesia),Grooming/Beauty/Fitness
Golden Beauty,Grooming/Beauty/Fitness
Golden Boutique Hotel Angkasa,Hotel/Hospitality
Golden Bridge School,Education
Golden Celluler,Retail/Merchandise
Golden Donna Pasifik,Retail/Merchandise
Golden Gate Colege,Education
Golden Gate Education,Education
Golden Grafika,Printing / Publishing
GOLDEN GROUP,Agricultural/Plantation/Poultry/Fisheries
Golden International,Consumer Products / FMCG
Golden Kebab Indonesia,Food & Beverage / Catering / Restaurant
Golden Kids Center,Education
Golden Mitra Sejahtera,Transportation / Logistics
Golden Persada Travel,Travel / Tourism
Golden Power Beverages,Food & Beverage/Catering/Restaurant
Golden Property,Property / Real Estate
Golden Samudra,Printing/Publishing
Golden Sketch Architects ( Coretan Emas Arsitek ),Architectural Services/Interior Designing
Golden Tulip Essential,Hotel / Hospitality
Golden Union Group,Entertainment/Media
Golden Virgo Hotel,Hotel / Hospitality
Goldfish Finder Interiors,Retail / Merchandise
Goldland Group,Property/Real Estate
Goldman Commodities Indonesia,Agricultural/Plantation/Poultry/Fisheries
Goldsmith Property,Property / Real Estate
GOLDUST beauty lounge,Grooming/Beauty/Fitness
Golf Bandar Kemayoran,Sports
Golf Graha Famili,Property/Real Estate
Gondangdia Residence,Property / Real Estate
Gongsin Mobile Class,Education
Good eat,Others
GoodDay Bakery,Food & Beverage/Catering/Restaurant
Gooddesign Interiorworks,Architectural Services / Interior Designing
Goodesign,Architectural Services / Interior Designing
Goodland Bali Tour,Travel / Tourism
GoodMILES SDN BHD,Hotel / Hospitality
Goodrich Gallery Jogja,Property/Real Estate
Goodway Hotels & Resort,Hotel/Hospitality
Goodwood Interiors,Others
Goog On Clothing,Apparel
GoPandaGames,Computer/Information Technology (Software)
gopri,Others
GoRental Pusat Sewa Rental Alat untuk Acara,Transportation/Logistics
GoRental Pusat Sewa Rental Alat untuk Acara,Entertainment/Media
Goshen Sukses Abadi,Others
Gositus (PT. Go Online Solusi),"Consulting (IT, Science, Engineering & Technical)"
Gosyen Hotel,Hotel/Hospitality
Gosyen Solusi Indonesia CCTV,Electrical & Electronics
Gotosovie Indonesia,Retail/Merchandise
