Perusahaan,Sektor
PT YKL Indonesia,Manufacturing/Production
PT YKS Indonesia,Mining
PT YLI INDUSTRY INDONESIA,Electrical & Electronics
PT YLI Industry Indonesia Medan,Manufacturing/Production
PT Yluva Cemerlang Komunika,Arts / Design / Fashion
PT Yo Resto Konsep,Food & Beverage/Catering/Restaurant
PT Yo Sam Su Indonesia,Others
PT Yobel Irene Media,Entertainment/Media
PT Yobel Sandang Lestari,Textiles/Garment
PT Yobelindo Graha Mandiri,Property/Real Estate
PT Yodya Karya (Persero),"Consulting (IT, Science, Engineering & Technical)"
PT Yoewono Jaya Mandiri,Construction/Building/Engineering
PT YOFC Internation Indonesia,Others
PT Yoga Barn,Hotel/Hospitality
PT Yogurt Republic 119,Non-Profit Organisation/Social Services/NGO
PT Yogya Indah Sejahtera,Retail/Merchandise
PT Yogya Indo Global (Griya Kriyasta Nugraha),Wood / Fibre / Paper
PT Yogya Pariwisata Promotion,Hotel / Hospitality
PT Yogya Presisi Tehnikatama Industri,Heavy Industrial/Machinery/Equipment
PT Yogyakarta Tugu Televisi,Entertainment/Media
PT Yokatta Indonesia,Consumer Products / FMCG
PT Yoke Food Industries Indonesia,Food & Beverage/Catering/Restaurant
PT Yokogawa Indonesia,Electrical & Electronics
PT Yokogawa Manufacturing Batam,Computer/Information Technology (Hardware)
PT Yokohama Industrial Products Manufacturing Indonesia,Manufacturing/Production
PT Yolita Jaya Indonesia,Manufacturing/Production
PT Yomari Eksis Serentak,General & Wholesale Trading
PT Yomart Rukun Selalu,Retail/Merchandise
PT Yomart Rukun Selalu ( Bali Branch ),Retail / Merchandise
PT Yome Indonesia,Others
PT Yonasindo Intra Pratama,Consulting (Business & Management)
PT Yonder Musik Indonesia,Entertainment/Media
PT Yong Kurniawan Akselera,Consulting (Business & Management)
PT Yong Ma Electronics,Electrical & Electronics
PT Yong Maju Jaya Lestari,Retail/Merchandise
PT Yong Shin Indonesia,Electrical & Electronics
PT Yong Siang Sewing Machine Indonesia,General & Wholesale Trading
PT Yong Xing Abadi Jaya,Consumer Products/FMCG
PT YONGFENG SHI YE,Manufacturing/Production
PT Yongli Indonesia Ltd,Heavy Industrial/Machinery/Equipment
PT Yongpin Manis Selaras,Food & Beverage/Catering/Restaurant
PT Yongtree,Others
PT Yongwang Electonics Indonesia,Electrical & Electronics
PT Yonming Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Yontomo Sukses Abadi,Heavy Industrial/Machinery/Equipment
PT Yoong Won Indonesia,Heavy Industrial/Machinery/Equipment
PT Yooshin Indonesia,Manufacturing/Production
PT Yorozu Automotive Indonesia,Automobile / Automotive Ancillary / Vehicle
PT Yos Agung Perkasa,Food & Beverage/Catering/Restaurant
PT Yos Bali Holiday,Travel / Tourism
PT Yoshi Utama,Textiles/Garment
PT Yoshikawa Electronics Bintan,Electrical & Electronics
PT Yoshino Indonesia,Manufacturing/Production
PT Yoshiwada Indonesia,Others
PT Yosomulyo Jajag,Manufacturing/Production
PT Yoss Bali Holidays Tours & Travel,Travel / Tourism
PT Yossava Trans Logistik,Transportation/Logistics
PT YOSUA BERHASIL BERUNTUNG,Transportation/Logistics
PT Yotomo Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Yotra Mitra Abadi,Manufacturing / Production
PT You Tex,Manufacturing / Production
PT YouGov Consulting Indonesia,Consulting (Business & Management)
PT Youm Kwang Indonesia,Manufacturing/Production
PT Young Fashion,Accounting/Audit/Tax Services
PT Young Indonesia Pratama (Industry Indonesia),Manufacturing / Production
PT Young Indonesia Pratama (Jakarta),Accounting/Audit/Tax Services
PT Young Living Indonesia,Consumer Products/FMCG
PT Young Multi Sarana,General & Wholesale Trading
PT Young Tree Industries,Manufacturing / Production
pt yountree stella,General & Wholesale Trading
PT Yousui Design,Manufacturing / Production
PT Yovell Indonesia,Food & Beverage/Catering/Restaurant
PT Yowan Berka Nusantara,Manufacturing/Production
PT YPK Mandiri,Healthcare / Medical
PT YPTT Solutions Indonesia,Telecommunication
PT YQ TEK INDONESIA,Electrical & Electronics
PT YSP Industries Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Ysp Motorindo Parts,Automobile/Automotive Ancillary/Vehicle
PT YSR Multi Media,Advertising/Marketing/Promotion/PR
PT YTL Jawa Timur,"Consulting (IT, Science, Engineering & Technical)"
PT Yu Won LCD,Electrical & Electronics
PT Yu-Sung Tech Indonesia,Telecommunication
PT Yuan Wira Perdana,General & Wholesale Trading
PT Yuan Yang Indonesia,Retail/Merchandise
PT Yuanta Asset Management,Consulting (Business & Management)
PT Yuasa Battery Indonesia,Manufacturing/Production
PT Yuasa Shoji Indonesia,General & Wholesale Trading
PT Yubi Technology,"Consulting (IT, Science, Engineering & Technical)"
PT Yucca Wiratama,Manufacturing / Production
PT Yuda Esa Sempurna Sejahtera,Electrical & Electronics
PT Yudha Wahana Abadi,Agricultural/Plantation/Poultry/Fisheries
PT Yudhanusa Ekspresindo Caraka,Transportation / Logistics
PT Yudhika Mitra Pratama,Retail/Merchandise
PT Yudhistira Ghalia Indonesia,Printing/Publishing
PT Yudhistira Ghalia Indonesia Yogyakarta,Printing/Publishing
PT Yudi Gindo Architects,Architectural Services / Interior Designing
PT Yudian Kawan Mineral,General & Wholesale Trading
PT Yudistira Haka Perkasa,Oil/Gas/Petroleum
PT Yuditama Mandiri,Manufacturing/Production
PT Yudo Indonesia,Manufacturing / Production
