Perusahaan,Sektor
PT Wenang Express,Others
PT Wenang Permai Sentosa (Grand Kawanua International City),Manufacturing/Production
PT Wenang Permai Sentosa (Novotel Manado),Hotel/Hospitality
PT Wenley Trading Indonesia,General & Wholesale Trading
PT Wenzhou Tianqiu Electrical Indonesia,Manufacturing/Production
PT Werkudara Nirwana Sakti ( Yogyakarta ),Travel/Tourism
PT Weshop Global Indonesia,Retail/Merchandise
PT Wesly Tour & Travel,Travel/Tourism
PT West Globalindo,Human Resources Management/Consulting
PT West Point Terminal,General & Wholesale Trading
PT Westapusaka Kusuma,Textiles/Garment
PT Westapusaka Kusuma (Jakarta),Manufacturing/Production
PT Westar Association Indonesia,Transportation / Logistics
PT Westcon Group,"Consulting (IT, Science, Engineering & Technical)"
PT Westindo Esa Perkasa,Telecommunication
PT Westindo Utama Karya,Automobile / Automotive Ancillary / Vehicle
PT Westmerre Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wetech,Manufacturing / Production
PT Wetklin Indonesia,Others
PT Weuse Cipta Seraya,Electrical & Electronics
PT WH Ceramic Indonesia (Jakarta),General & Wholesale Trading
PT Whatsnew Commerce Indonesia,Others
PT WHEELZ INTI RAYA,General & Wholesale Trading
PT Whetron Jaya Indonesia,Manufacturing/Production
PT Whira Pitoe Usaha Bersama,General & Wholesale Trading
PT Whitbread Indonesia,Hotel/Hospitality
PT White Dove Indonesia,Retail/Merchandise
PT White Horse Ceramic Indonesia,Manufacturing/Production
PT White Horse Group,Manufacturing / Production
PT White Oil Nusantara,Oil/Gas/Petroleum
PT WhiteOpen Teknologi,Computer / Information Technology (Software)
PT WHM Indonesia,Hotel/Hospitality
PT WHOTO INDONESIA SEJAHTERA,Advertising/Marketing/Promotion/PR
PT Wibawa Adhi Nugiprasa,Education
PT Wibawadewa Indonesia,Consulting (Business & Management)
PT Wibisana Wisata Bahari,Travel / Tourism
"PT Wicaksana Overseas International, Tbk.",Consumer Products/FMCG
PT Wicked Diving Indonesia,Travel/Tourism
PT Wicked Diving Indonesia (Bali),Travel/Tourism
PT WIDA JATI AKSARA,Others
PT Wida Utama,Retail/Merchandise
Pt widasa jaya perkasa,Others
PT Widatra Bhakti,Healthcare/Medical
PT Widatra Bhakti (Pasuruan),BioTechnology/Pharmaceutical/Clinical research
PT Widaya Inti Plasma,Manufacturing/Production
PT Wide & Pin,"Consulting (IT, Science, Engineering & Technical)"
PT Widha,"Consulting (IT, Science, Engineering & Technical)"
PT Widia Utama,Manufacturing / Production
PT Widjaja Kusuma Putera,Hotel / Hospitality
PT Widjaya Utama Tradindo,General & Wholesale Trading
PT Widodo Karya Sejahtera,Construction/Building/Engineering
PT Widodo Makmur Perkasa,Agricultural/Plantation/Poultry/Fisheries
PT Widodo Rekayasa Komputasi,"Consulting (IT, Science, Engineering & Technical)"
PT WIDTECH INDONESIA,Computer/Information Technology (Hardware)
PT Widya Mandiri,Education
PT Widya Marga,Education
PT Widya Presisi Solusi,Consulting (Business & Management)
PT Widya Sakti Kusuma,Others
PT Widya Sarana Informatika,General & Wholesale Trading
PT Widyamar,Architectural Services/Interior Designing
PT Wie Ta Baut,Retail / Merchandise
PT Wieda Sejahtera,Arts / Design / Fashion
PT Wiero Inti Permata,Accounting/Audit/Tax Services
PT Wietasha Putrindo Wisata,Hotel / Hospitality
PT Wifgasindo Dinamika Instrument Engineering,Oil/Gas/Petroleum
PT Wifiku Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Wigas Santana,General & Wholesale Trading
PT Wigautama,Healthcare / Medical
PT Wiguna Artha Lestari,Heavy Industrial/Machinery/Equipment
PT Wiguna Duta Graha,Hotel / Hospitality
PT Wiguna Nusa Lestari,Architectural Services/Interior Designing
PT Wiguna Sarana Sejahtera,Electrical & Electronics
PT Wihadil,Chemical/Fertilizers/Pesticides
PT Wiharta Karya Agung,Polymer / Plastic / Rubber / Tyres
PT Wiharta Karya Agung,Manufacturing / Production
PT Wiharta Prametal,Manufacturing/Production
PT Wijara NagatSupazki,Construction / Building / Engineering
PT Wijati Aji,Construction/Building/Engineering
PT Wijaya Abadi Besi,Retail/Merchandise
PT Wijaya Bangun Pertiwi,General & Wholesale Trading
PT Wijaya Bangun Rigutama,Oil/Gas/Petroleum
PT Wijaya Engindo Nusa,Consumer Products / FMCG
PT Wijaya Equipments,Heavy Industrial/Machinery/Equipment
PT Wijaya Gita Utama,Construction / Building / Engineering
PT Wijaya Indonesia,Retail/Merchandise
PT Wijaya Indonesia Makmur Bicycle Industries,Manufacturing / Production
PT Wijaya Indonesia Makmur Bicycle Industries (Jawa Timur),Manufacturing/Production
PT Wijaya Integrasi Sistem Dan Otomekanika,Computer/Information Technology (Software)
PT WIJAYA JIN APOTIK,Healthcare/Medical
PT Wijaya Karya (Dept. Industrial Plant),Construction/Building/Engineering
"PT Wijaya Karya (Persero) Tbk,",Construction / Building / Engineering
"PT Wijaya Karya (Persero), Tbk",Construction/Building/Engineering
"PT Wijaya Karya (Persero), Tbk (Dept. Sipil Umum 1)",Construction/Building/Engineering
PT Wijaya Karya (WIKA),Construction / Building / Engineering
PT Wijaya Karya Bangunan Gedung,Construction / Building / Engineering
PT Wijaya Karya Bangunan Gedung - Karawang,Construction/Building/Engineering
"PT Wijaya Karya Beton, Tbk",Construction/Building/Engineering
PT Wijaya Karya Komponen Beton,Construction/Building/Engineering
PT Wijaya Karya Nusantara,Construction / Building / Engineering
PT Wijaya Karya Persero Tbk,Others
