Perusahaan,Sektor
PT. SUMBER USAHA ABADI,Others
PT. SUMBERDAYA DIAN MANDIRI MAKASSAR,Others
PT. Sumi Hotel Manajemen,Hotel/Hospitality
PT. Sumitomo Bakelite Plate Indonesia,Manufacturing/Production
PT. Sumiya Boga Lestari,Food & Beverage/Catering/Restaurant
PT. SUMUR PUCUNG,Construction/Building/Engineering
PT. Sun Power Ceramics',Others
PT. SUNGLIM CHEMICAL,Others
PT. SUNGLIM PRINTING INDONESIA,Others
PT. Sunlife,Others
PT. SUNPRIMA FINANCE,Banking / Financial Services
PT. Sunrise Bumi Textiles,Textiles/Garment
PT. SUNTER SUMBER SINERGI,Others
PT. Super Beton Persada,Construction/Building/Engineering
PT. SUPER LITEBLOK INDUSTRY,Construction/Building/Engineering
PT. SUPER LITEBLOK INDUSTRY - KARAWANG,Manufacturing/Production
PT. SUPER SUKSES MOTOR (KAWASAKI),Others
PT. Superhelindo Putra Perkasa,General & Wholesale Trading
PT. Superplast AdiPerkasa Indonesia,Manufacturing/Production
PT. SUPERVISI MANAJEMEN SOLUSI,Consulting (Business & Management)
PT. Supra Distributor,Construction/Building/Engineering
PT. Supraeka Karyaprima (Surabaya),General & Wholesale Trading
PT. Surabaya Cahaya Mulia,Insurance
PT. SURABAYA SHIPPING LINES,Transportation/Logistics
PT. Surabaya Taksi Utama,Others
PT. Surabaya Televisi Indonesia,Entertainment/Media
Pt. Surakarsa Nusa Gemilang,Others
PT. Surya Candra,General & Wholesale Trading
PT. SURYA CEMERLANG MANDIRI,Retail/Merchandise
PT. Surya Ganda Manajemen Teknik Indonesia,Consulting (Business & Management)
PT. Surya Hutani Jaya,Agricultural / Plantation / Poultry / Fisheries
PT. SURYA INDAH KARYA,Computer/Information Technology (Software)
PT. Surya Jaya Laser,Others
PT. SURYA KEMILAU ABADI,Others
PT. Surya Kharisma Mandiri,Manufacturing / Production
PT. Surya Kirana Dutamas,Education
pt. surya kreasi pratama,Printing/Publishing
PT. Surya Madistrindo (Palembang),Transportation/Logistics
"PT. Surya Madistrindo (subs of PT. Gudang Garam, Tbk)",Tobacco
PT. Surya Mulia Anugerah,Manufacturing/Production
PT. Surya Putra Barutama (Surabaya),Manufacturing/Production
PT. Surya Sealindo Teknologi,Heavy Industrial/Machinery/Equipment
PT. Surya Teknik Utama Mandiri,Others
PT. SURYA TERANG SEJATI,General & Wholesale Trading
PT. Surya Toto,Others
PT. Surya Usaha Mandiri,Textiles/Garment
PT. Surya Warna Putra,Others
PT. Surya Warna Putra (SWP),Textiles/Garment
PT. SURYARAYA RUBERINDO INDUSTRIES,Others
PT. Sutra Trans Traco Citra,Consumer Products/FMCG
PT. Sutrakabel Intimandiri,Electrical & Electronics
PT. Swadaya Panduartha (Mal Artha Gading),Property/Real Estate
PT. Swadaya Union Naratama,Construction/Building/Engineering
PT. SWADHARMA SARANA INFORMATIKA DENPASAR,Computer/Information Technology (Software)
PT. SWAKARYA INSAN MANDIRI (SIM) LAMPUNG,Others
PT. Swakarya Insan Mandiri Cabang Denpasar,Others
PT. SWARA BERKAT MUSICA,Others
PT. Syahada Muslim Group,Property/Real Estate
PT. SYNERGY KARYA SEMESTA,General & Wholesale Trading
PT. SYS-MAC INDONESIA BATAM,Others
PT. SZETO ANANDA CEMERLANG ( Szeto Accurate Consultants ),Accounting/Audit/Tax Services
PT. Tachyon Indo,Telecommunication
PT. TAHIR ROYAL,Gems/Jewellery
PT. Tahta Kasih Karunia,Environment/Health/Safety
PT. TAHTA LAKSANA,Others
PT. Taicheng Development,Others
PT. TAIHAN INDONESIA,General & Wholesale Trading
PT. TALENT GLOBAL,Others
PT. Talenta Anugerah Pratama,Wood/Fibre/Paper
PT. TAM PROPERTY,Property/Real Estate
PT. Tampung Rejeki Bersama,Others
PT. Tamshin Berkat Abadi,Others
PT. Tangguh Abadi Bersama,Retail/Merchandise
PT. Tania Bersaudara,Manufacturing/Production
PT. Tanito Harum,Mining
PT. Tanjaya Sukses Abadi,General & Wholesale Trading
PT. TARGET MAKMUR SENTOSA,Others
PT. Tasena Citra Masindo,Others
PT. Tasma Bioenergy Indonesia,Utilities/Power
PT. Tata Metal Lestari,Construction/Building/Engineering
PT. TATAMULIA NUSANTARA INDAH,Construction/Building/Engineering
PT. TATIOP BERKAT MANDIRI,Gems/Jewellery
PT. Technip Indonesia,Oil/Gas/Petroleum
PT. Tecindo Group,Computer/Information Technology (Software)
PT. TEGAK BERJAYA MANDIRI,Heavy Industrial/Machinery/Equipment
PT. TEKINDO MINING LESTARI,Mining
PT. TEKNIK ANUGRAH PERKASA,Others
PT. Teknologi Energi Solusi,Heavy Industrial/Machinery/Equipment
PT. Teknologi Informasi Indonesia,Others
PT. Teknologi Kode Indonesia,Computer/Information Technology (Software)
PT. Teknologi Perdana Indonesia,Computer/Information Technology (Software)
PT. Teknologi Teknisiku Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT. Telaga Pelangi,Construction/Building/Engineering
PT. Tele Aktiva Jaya,Call Center/IT-Enabled Services/BPO
PT. Telekomunikasi Industrial Distributor,Others
PT. Tenaga Kerja Sejahtera,Human Resources Management/Consulting
PT. Teno Tract Indonesia,Construction/Building/Engineering
PT. TERA DATA INDONUSA,Construction/Building/Engineering
PT. Teradata Megah,Computer/Information Technology (Software)
PT. Terang Utama Abadi,Automobile/Automotive Ancillary/Vehicle
