Perusahaan,Sektor
PT.GEMA INTERMULIA SEJAHTERA,Architectural Services / Interior Designing
PT.Geniee Technology Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT.Giken,Others
PT.Global Commodity,Consulting (Business & Management)
PT.Global Indoraya Lestari,Electrical & Electronics
PT.GOLD GRAFIKA INDONESIA,Others
PT.Golden Moment Tour,Travel/Tourism
PT.GRAHA MEGARIA SURABAYA,Others
PT.GRAHA SARANA DUTA AREA VI KALIMANTAN,Property/Real Estate
PT.Grahatour Indonesia,Travel/Tourism
PT.GRATAMA BARU,Others
PT.Griya Bahasa Asing,General & Wholesale Trading
PT.Griya Parahita Jaya,Construction/Building/Engineering
PT.Guna Karya Banta,Others
PT.GUNUNG SEMBUANG,Others
PT.haneda engineering,Others
pt.hansae indonesia,Others
PT.HASIL BUMI INDONUSA,Others
PT.Hilon,Others
PT.HOKITA BINA BUANA INDONESIA,Others
PT.HOKKY PRADANA UTAMA,Retail/Merchandise
PT.Home Credit Indonesia Gorontalo,Others
PT.Hotel Candi Baru,Food & Beverage/Catering/Restaurant
PT.HQPS,Property/Real Estate
PT.ICSM,Others
PT.Ideal Ciptapersada,Others
PT.IKAT PROGRESSIVE PARTNER (IPP),Construction/Building/Engineering
PT.IKHLAS BANGUN SARANA,Construction/Building/Engineering
PT.IKLAN,Others
PT.Immobi Solusi Prima,Telecommunication
PT.Indo Berkah Mandiri,General & Wholesale Trading
pt.indoanodize trophy,Manufacturing/Production
PT.Indohomes,Property/Real Estate
PT.Indonesia Battery Centre (MIDAC Batteries),Manufacturing/Production
PT.INDONESIA MOLD TECHNOLOGY,Manufacturing/Production
PT.INDONESIA SATELIT SOLUSI,Telecommunication
PT.Indosari Mandiri (Roxy Group),Others
PT.INDOSARI SARANA PANGAN ABADI,Food & Beverage/Catering/Restaurant
PT.INDOSURANCE BROKER UTAMA,Insurance
PT.Indotama Perkasa,Others
PT.INTERPAN MAKASSAR364,Others
PT.INTI T GROUP,General & Wholesale Trading
PT.IPORTAL ASIA,Retail / Merchandise
PT.Isbir tour and travel,Travel/Tourism
PT.ISTANA INTI BUMI (JATIM),Mining
PT.J-TIN Electronic,Others
PT.Jakarta Denshi (Gotandadenshi) Jobfair Surabaya,Computer/Information Technology (Hardware)
PT.Jawhara Syari Indonesia,Grooming/Beauty/Fitness
PT.Jaya Lestari Buildindo,Manufacturing/Production
PT.JAYA MITRA KEMILAU,Manufacturing/Production
PT.Jaya Mobilindo,Transportation/Logistics
PT.JAYA RAYA TRASINDO,Wood/Fibre/Paper
PT.JEMI MEGAH UTAMA,Others
PT.Kamadjaja.Logistics,Others
PT.KARISMA CIPTA TUNGGAL,Construction/Building/Engineering
pt.karya nassa abadi,Education
PT.Kelola Prima Daya,General & Wholesale Trading
pt.kencana sangyong build,Others
PT.Keppel land investama,Others
PT.Kharisma fantasi Semesta (City Guard),Security/Law Enforcement
PT.KINGS LAND DEVELOPMENT,Property/Real Estate
PT.KOLANG CITRA ABADI,Tobacco
PT.KONINEX,Others
PT.KREATIF LAYANAN INFORMASI,Banking/Financial Services
PT.KSI,Others
PT.KSM,Entertainment/Media
PT.Langgeng Jaya Plastindo,Manufacturing/Production
PT.LCBI,Others
PT.LESTARI ALAM,Manufacturing/Production
PT.Lighting Solution,Electrical & Electronics
PT.Lingga Sakti Indonesia (PT.LSI),Manufacturing/Production
PT.LINTAS ASA KARYA,Construction/Building/Engineering
PT.Lintas Cindo Bersama,Retail/Merchandise
PT.Livia Mandiri Sejati (Distributor Aqua),Others
PT.M.E.G.A,Others
PT.MAJAPAHIT CIPTA MANDIRI,Computer/Information Technology (Software)
PT.Maju Bersama,Others
PT.MAKMUR SEJAHTERA ANDALAN UTAMA,Others
PT.Makmur Sejahtera Mesindo,Electrical & Electronics
PT.Mandau Wiraniaga,Others
PT.MANDIRI JAYA KEMBARA,General & Wholesale Trading
PT.MAPN,Others
PT.MARINDOELANG PERKASA,Human Resources Management/Consulting
PT.MASTER JAYA,Others
PT.Maxima Inti Finance,Banking/Financial Services
PT.Media Banjar Grup,Journalism
PT.MEKAR PENUH LESTARI,Others
PT.Metro Niaga Perkasa,Others
PT.MIJIL LESTARI,Retail/Merchandise
PT.Millennium Group,Others
PT.Minamas,Others
PT.MITRA EKSPEDISI SEJAHTERA (J&T EXPRESS),Transportation/Logistics
PT.MITRA OPTIMA VALVE,Hotel/Hospitality
PT.MMM,Others
PT.Mobil Nasional Intim ( KIA MOTORS BALI ),Automobile/Automotive Ancillary/Vehicle
PT.MOJO JAYA ABADI,Construction/Building/Engineering
Pt.Mong Kreasi Indonesia,Manufacturing/Production
PT.MULTI DISTRIBUSI INDONESIA,Others
PT.Multi Konsulindo Mandiri,Others
PT.Multi Link Perkasa,Others
