Perusahaan,Sektor
PT Daya Indosa Pratama,Computer/Information Technology (Software)
PT Daya Karya Hutama,Computer / Information Technology (Software)
PT Daya Kemindo Perkasa,Automobile/Automotive Ancillary/Vehicle
PT Daya Kencana Mas,Agricultural / Plantation / Poultry / Fisheries
PT Daya Kobelco Construction Machinery Indonesia,Heavy Industrial/Machinery/Equipment
PT Daya Maha Berkarya ( IRIS WORLDWIDE),Advertising/Marketing/Promotion/PR
PT Daya Maha Berkarya (Area Jatim BaNus),Consulting (Business & Management)
PT Daya Maha Berkaya ( Surabaya ),Advertising/Marketing/Promotion/PR
PT Daya Maju Lestari Samarinda,Wood / Fibre / Paper
PT Daya Makmur Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Daya Manunggal Diesel,Heavy Industrial / Machinery / Equipment
PT Daya Matahari Indonesia,Utilities/Power
PT Daya Mitra Kausar Teknik Utama,Construction/Building/Engineering
PT Daya Mitra Multipratama,Mining
PT Daya Mitra Selindo,Telecommunication
PT Daya Motor (Surabaya),Automobile / Automotive Ancillary / Vehicle
PT Daya Muda Agung,Manufacturing / Production
PT Daya Mulia Sejahtera,Grooming/Beauty/Fitness
PT Daya Mulia Turangga,Construction/Building/Engineering
PT Daya Perkasa Abadi,Electrical & Electronics
PT Daya Perkasa Teknik,Construction/Building/Engineering
PT Daya Pratama Lestari,Textiles/Garment
PT Daya Prima Distribusi,Automobile/Automotive Ancillary/Vehicle
PT Daya Santosa Rekayasa  (surabaya),Agricultural/Plantation/Poultry/Fisheries
PT Daya Satya Abrasives,Manufacturing / Production
PT Daya Satya Abrasives,Manufacturing / Production
PT DAYA SEMESTA AGRO PERSADA,Manufacturing/Production
PT Daya Sentosa Rekayasa,Human Resources Management/Consulting
PT Daya Sinergi Telekomunikasi,Telecommunication
PT Daya Solusindo,Entertainment/Media
PT Daya Trans Asia,Computer / Information Technology (Hardware)
PT Daya Tunas Cemerlang,Healthcare/Medical
PT Daya Usaha Jaya Surabaya,Agricultural/Plantation/Poultry/Fisheries
PT Daya Visibel Semesta,Computer / Information Technology (Hardware)
PT Daya5 Rekrutmen,Human Resources Management/Consulting
PT Dayaguna Maritim Cargotama,Transportation / Logistics
PT Dayakimia Jaya Mandiri,Manufacturing/Production
PT Dayakreasi Indah Serasi,Textiles/Garment
PT Dayamandiri Dharmakonsilindo,Consulting (Business & Management)
PT Dayamega Pratama,Healthcare / Medical
PT Dayan Borneo Properti,Property/Real Estate
PT Dayareka Karya Utama Abadi,Construction/Building/Engineering
PT Dayasempurna Cellulosatama (Dasecta),Manufacturing / Production
PT Dayatama Ciptamandiri,General & Wholesale Trading
PT Daymon Worldwide Indonesia,Consulting (Business & Management)
PT Daytama Sinergi Wisata,Travel / Tourism
PT Dayup Indo,Manufacturing/Production
PT DBS Vickers Securities Indonesia,Banking/Financial Services
PT DC Global International,Manufacturing/Production
PT DCI Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Dcl Global Indonesia,Food & Beverage / Catering / Restaurant
PT Dcpl Indonesia,Computer/Information Technology (Software)
PT De Bale Properti,Property/Real Estate
PT De Vielta,Consulting (Business & Management)
PT Dean Shoes,Manufacturing / Production
PT Deanova Mitra Mandiri,Telecommunication
PT Debindo International Trade And Exhibtions,Accounting/Audit/Tax Services
PT Debindo Mega Promo,Exhibitions/Event management/MICE
PT Debindo Mitra Tama,Exhibitions / Event management / MICE
PT Debindomulti Adhiswasti,Exhibitions/Event management/MICE
PT Deboith Meyerj Liston Indonesia,Consulting (Business & Management)
PT Decassa Creative Interindo,Architectural Services/Interior Designing
PT Decathlon Sports Indonesia,Sports
PT Decillion Solutions,"Consulting (IT, Science, Engineering & Technical)"
PT Deco Kreasindo,Food & Beverage/Catering/Restaurant
PT Decoline Indonesia,Manufacturing / Production
PT Decoma International,Consulting (Business & Management)
PT Decon Multi Industri,Construction/Building/Engineering
PT Decoplaster Larastama,Construction / Building / Engineering
PT Decor Fabrics Indo,Textiles/Garment
PT Decora Jaya Indonesia,General & Wholesale Trading
PT Decoree International,Architectural Services/Interior Designing
PT Decorindo Prima Graha,Construction / Building / Engineering
PT Decorous Mitra Selaras,Arts / Design / Fashion
PT Decovisual Indonesia,General & Wholesale Trading
PT Deerfos Indonesia,Manufacturing/Production
PT Defasindo Kreasi Prima,Textiles/Garment
PT DEFEZ SEJAHTERA,Electrical & Electronics
PT DEFINIT,Consulting (Business & Management)
PT Definite Maji Arsana,Computer / Information Technology (Software)
PT Degraph Indoprint,General & Wholesale Trading
PT Degremont,Government / Defence
PT Deicon Kreasindo,Construction/Building/Engineering
PT Dein Indonesia,Manufacturing/Production
PT Dein Prima Generator,Heavy Industrial/Machinery/Equipment
PT Dejavu Multi Kreasi - Surabaya,Electrical & Electronics
PT Dejawara Nuansa Indonesia,Banking / Financial Services
PT Deka Adhinusa,Manufacturing / Production
PT Deka Sari Perkasa,Manufacturing/Production
PT Dekabe Samudera Luas,Oil / Gas / Petroleum
PT Dekatama Centra,Retail / Merchandise
PT Dekatama Centra ( Cafe Warisan ),Food & Beverage/Catering/Restaurant
PT Dekatama Centra (Bandung),Food & Beverage / Catering / Restaurant
PT Dekatama Centra (Surabaya),Retail / Merchandise
PT Dekatama Servitek,Construction/Building/Engineering
PT Dekhatulistiwa,Advertising/Marketing/Promotion/PR
PT Dekoindo Maju Jaya,Construction/Building/Engineering
PT Dekom Bali Surf,Sports
PT Dekom Bersaudara,Retail/Merchandise
PT Dekoramik Perdana,General & Wholesale Trading
