Perusahaan,Sektor
PT Garuda Intan,Consulting (Business & Management)
PT Garuda Karya Mandiri,Property/Real Estate
PT Garuda Knitindo Optima,Textiles/Garment
PT Garuda Kreasi Mandiri,Transportation/Logistics
PT Garuda Makmur Mandiri,Others
PT Garuda Mas,Manufacturing/Production
PT Garuda Mas Citra Cemerlang,Manufacturing/Production
PT Garuda Mas Rentalindo,General & Wholesale Trading
PT Garuda Mas Semesta,Textiles / Garment
PT Garuda Mataram Motor (Audi Center MT. Haryono),Automobile / Automotive Ancillary / Vehicle
PT Garuda Metalindo,Manufacturing/Production
PT Garuda Mukti Prima,Construction / Building / Engineering
PT Garuda Pangan Utama,Hotel / Hospitality
PT Garuda Pasifik Selatan,General & Wholesale Trading
PT Garuda Persada Sejahtera,Heavy Industrial/Machinery/Equipment
PT Garuda Putra Mandala,Consumer Products / FMCG
PT Garuda Sakti Mandiri,Printing / Publishing
PT Garuda Satria Securindo,Human Resources Management/Consulting
PT Garuda Satria Semesta,Security/Law Enforcement
PT Garuda Sejahtera Indonesia,Healthcare/Medical
PT Garuda Solusi Inti,Consulting (Business & Management)
PT Garuda Studio Indonesia,Entertainment/Media
PT Garuda Tasco International,Agricultural/Plantation/Poultry/Fisheries
PT Garuda Telco,Arts/Design/Fashion
PT Garuda Top Plasindo,Manufacturing/Production
PT Garuda Total Solution,Security / Law Enforcement
PT Garuda Totalindo Jaya,Automobile/Automotive Ancillary/Vehicle
PT Garudafood Putra Putri Jaya,Food & Beverage / Catering / Restaurant
PT Garudafood Putra Putri Jaya,Consumer Products/FMCG
PT Garudafood Putra Putri Jaya Pati,Food & Beverage / Catering / Restaurant
PT Garudafood Putra-Putri Jaya (PT GPPJ),Consumer Products/FMCG
PT Garutama Lintas Buana,Others
PT Gary Fell Architect Indonesia ( GFAB ARCHITECTS ),Architectural Services/Interior Designing
PT Garyman Kreasi Indonesia,Arts/Design/Fashion
PT Gas Generators Indonesia,Advertising/Marketing/Promotion/PR
PT Gas One Indonesia,General & Wholesale Trading
PT Gaseka,Heavy Industrial/Machinery/Equipment
PT Gasindo Andalan Sukses,Manufacturing/Production
PT Gasindo Buala Sari,Food & Beverage/Catering/Restaurant
PT Gasindo Graha Utama,Others
PT Gasindo Grahautama,Oil / Gas / Petroleum
PT Gasindo Grahautama (Semarang),Retail / Merchandise
PT Gasindo Grahautama (Surakarta),Retail / Merchandise
PT Gasminco Jaring Utama,Mining
PT Gasmindo Utama,Consulting (Business & Management)
PT Gasol Pertanian Organik,BioTechnology / Pharmaceutical / Clinical research
PT Gastera Energi Persada,Oil / Gas / Petroleum
PT Gastiasih Caraka,Architectural Services / Interior Designing
PT Gastro Gizi Sarana,General & Wholesale Trading
PT Gastro Magna Perkasa,Food & Beverage / Catering / Restaurant
PT Gaswara Mining,Mining
PT Gatasis Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Gathergates Electric Indonesia,Electrical & Electronics
PT Gatotkaca Trans Systemindo,Transportation/Logistics
PT Gatra Indonusa,General & Wholesale Trading
PT Gatra Kencana Indonesia,Construction / Building / Engineering
PT Gatra Mapan,Manufacturing/Production
PT Gatra Swatt,Accounting / Audit / Tax Services
PT Gatramas Internusa,Oil / Gas / Petroleum
PT Gaudi Dwi Laras (Fashion Retail),Retail/Merchandise
PT Gauri Indo,Manufacturing / Production
PT Gavan Products Indonesia,Agricultural / Plantation / Poultry / Fisheries
PT Gavi Unggul Niaga Adika,General & Wholesale Trading
PT Gavin Mega Perkasa,Hotel/Hospitality
PT Gavindo Abadi Berjaya,Agricultural/Plantation/Poultry/Fisheries
PT GAVRILA PERKASA,Manufacturing/Production
PT Gawi Makmur Kalimantan,Agricultural/Plantation/Poultry/Fisheries
PT Gawi Makmur Kalimantan-Group Gawi Plantation,Agricultural / Plantation / Poultry / Fisheries
PT Gaws Inti Solusi,Computer / Information Technology (Software)
PT Gaya Amerta Internusa Adikara,Retail/Merchandise
PT Gaya Asia Wisata,Travel / Tourism
PT Gaya Ceramic And Design,Manufacturing/Production
PT Gaya Dewata,Textiles / Garment
PT Gaya Indomodel Garmindo,Manufacturing/Production
PT Gaya Indria,Food & Beverage / Catering / Restaurant
PT Gaya Kreasi Komunika,Exhibitions/Event management/MICE
PT Gaya Logam Perkasa,Construction/Building/Engineering
PT Gaya Loly,Textiles/Garment
PT Gaya Loly (Laluna Bali),Textiles/Garment
PT Gaya Makmur Indonesia,Heavy Industrial/Machinery/Equipment
PT Gaya Makmur Mobil,Automobile/Automotive Ancillary/Vehicle
PT Gaya Makmur Mulia,Heavy Industrial/Machinery/Equipment
PT Gaya Makmur Surabaya,Manufacturing/Production
PT Gaya Makmur Tractors,Heavy Industrial/Machinery/Equipment
PT Gaya Makmur Tractors (Pekanbaru),Automobile / Automotive Ancillary / Vehicle
PT Gaya Muda Nusantara,Entertainment/Media
PT Gaya Putih,Apparel
PT Gaya Raya Indah,Accounting/Audit/Tax Services
PT Gaya Remaja Industri Indonesia,Manufacturing/Production
PT Gaya Sastra Indah,Manufacturing / Production
PT Gaya Sukses Mandiri Kaseindo,Wood/Fibre/Paper
PT Gaya Sukses Mandiri Kaseindo (Jakarta),Manufacturing/Production
PT Gayabaru Paperindo,Wood/Fibre/Paper
PT Gayamakmur Lestari,Mining
PT Gayamakmur Techno Nusantara,Heavy Industrial/Machinery/Equipment
PT Gayamakmur Teknologi Indonesia,Manufacturing/Production
PT Gayarasa Ciptamuda,Food & Beverage/Catering/Restaurant
PT Gayo Mineral Resources,Mining
PT Gayuh Pakarti Luhur (GPL),"Consulting (IT, Science, Engineering & Technical)"
PT Gazcomm Energi,Oil/Gas/Petroleum
