Perusahaan,Sektor
PT Jaya Olah Bangun Semesta,Exhibitions/Event management/MICE
PT Jaya Pangan Lestari,Consumer Products/FMCG
PT Jaya Perkasa Propertindo,Property/Real Estate
PT Jaya Perkasa Trans,Transportation/Logistics
PT Jaya Perkasa Utama,Automobile / Automotive Ancillary / Vehicle
PT Jaya Permai Indonesia Construction,Construction / Building / Engineering
PT Jaya Persada Nusantara,Sports
PT Jaya Prasetia,Textiles/Garment
PT Jaya Pratama Nelson,Construction / Building / Engineering
PT Jaya Prima Auto Center,Automobile / Automotive Ancillary / Vehicle
PT Jaya Prima Integra,Property/Real Estate
PT Jaya Properti Indonesia,Property / Real Estate
PT Jaya Proteksindo Sakti,Banking/Financial Services
PT Jaya Putra Multiguna (Jakarta),Environment/Health/Safety
PT Jaya Raya Persada,Construction / Building / Engineering
PT Jaya Raya Primaperkasa,"Consulting (IT, Science, Engineering & Technical)"
PT Jaya Real Property Tbk,Property/Real Estate
PT Jaya Reka Indonesia,Human Resources Management/Consulting
PT Jaya Sakti Mandiri Unggul,Security/Law Enforcement
PT Jaya Sakti Sejati,Transportation / Logistics
PT Jaya Samudra Karunia Group,Marine/Aquaculture
PT Jaya Saputra (Aneka Safety),Textiles/Garment
PT Jaya Saputra Abadi,Retail/Merchandise
PT Jaya Sari Indopratama,Textiles / Garment
PT Jaya Selaras Pratama,Human Resources Management / Consulting
PT Jaya Sentosa Sistimindo,Computer/Information Technology (Software)
PT Jaya Sentosa Valvindo,General & Wholesale Trading
PT Jaya Setia Mulia Abadi,Hotel / Hospitality
PT Jaya Sindo Perkasa,Human Resources Management / Consulting
PT Jaya Smart Technology,Others
PT Jaya Solusi Cemerlang,General & Wholesale Trading
PT JAYA SPORTINDO,BioTechnology/Pharmaceutical/Clinical research
PT Jaya Sportindo,Others
PT Jaya Sukses Indotech,Electrical & Electronics
PT Jaya Sukses Makmur Sentosa,Property / Real Estate
PT Jaya Sukses Semesta,General & Wholesale Trading
PT Jaya Swarasa Agung,Food & Beverage/Catering/Restaurant
PT Jaya Teguh Sempurna,Retail / Merchandise
PT Jaya Teknik Indonesia,Construction / Building / Engineering
PT Jaya Teknik Sarana Telemedia,"Consulting (IT, Science, Engineering & Technical)"
PT Jaya Teknologi Internasional,"Consulting (IT, Science, Engineering & Technical)"
PT Jaya Timur,Manufacturing / Production
PT Jaya Tirta Karya Servindo,Construction / Building / Engineering
PT Jaya Trade Indonesia,Heavy Industrial/Machinery/Equipment
PT Jaya Unik Kreasindo,General & Wholesale Trading
PT Jaya Utama Anugerah Raya,General & Wholesale Trading
PT Jaya Utama Perkasa,Textiles/Garment
PT Jaya Utama Santikah,Retail / Merchandise
PT Jaya Visi Sejahtera,Entertainment/Media
PT Jaya Vista Perkasa Metal,Construction / Building / Engineering
PT Jaya Wira Jerindo,Food & Beverage/Catering/Restaurant
PT Jayabrix Indonesia,Manufacturing/Production
PT Jayacipta Alam Semesta,Construction/Building/Engineering
PT Jayacon Panel Utama,Electrical & Electronics
PT Jayadata Indonesia,Computer/Information Technology (Software)
PT Jayafood Indonesia,Food & Beverage/Catering/Restaurant
PT Jayakarta Agung Offset,Printing / Publishing
PT Jayakarta Global Pratama,Manufacturing / Production
PT Jayakarta Inti Management,Hotel/Hospitality
PT Jayakarta Multi Konstruksi,Construction/Building/Engineering
PT Jayakarta Nusatama,Manufacturing/Production
PT Jayakusuma Perdana Lines,Transportation/Logistics
PT Jayaland,Property/Real Estate
PT Jayaland Sejahtera,Property / Real Estate
PT Jayamandiri Gemasejati,Automobile/Automotive Ancillary/Vehicle
PT Jayamas Berkah Abadi,Food & Beverage / Catering / Restaurant
PT Jayamas Globalindo,Transportation / Logistics
PT Jayamas Medica Industri,Others
PT JAYAMAS MOTORINDO,Automobile/Automotive Ancillary/Vehicle
PT Jayanata,Grooming/Beauty/Fitness
PT Jayang Jaya,Manufacturing / Production
PT Jayantara Artha Mandiri,Construction / Building / Engineering
PT Jayantara Setia Sejahtera,Transportation / Logistics
PT Jayapak Sinar Abadi,General & Wholesale Trading
PT Jayaputra Semesta,Electrical & Electronics
PT Jayarama Artha Roda,Automobile/Automotive Ancillary/Vehicle
PT Jayasidhi Enterprise,Retail/Merchandise
PT Jayatama Bali Properti (The Sunset Hotel Bali),Hotel / Hospitality
PT Jayatama Selaras,Polymer / Plastic / Rubber / Tyres
PT Jayatech Palmatic,Manufacturing / Production
PT Jayatech Palmindo,Manufacturing/Production
PT Jayatrindo Nusa Abadi,Food & Beverage / Catering / Restaurant
PT Jayawijaya Raya Perkasa (Jayapura),Construction / Building / Engineering
PT JayKay Files Indonesia,Manufacturing/Production
PT Jaykay Files Indonesia (Semarang),Manufacturing/Production
PT Jaytasha Putrindo Utama,Food & Beverage / Catering / Restaurant
PT Jazidha Sejahtera ( Semarang ),Retail/Merchandise
PT Jazidha Sejahtera Yogyakarta,Architectural Services/Interior Designing
PT Jazz Hipster Indonesia,General & Wholesale Trading
PT JB Grace Bali,Grooming / Beauty / Fitness
PT JBA Indonesia,Exhibitions/Event management/MICE
PT JC Nusantara International,Consulting (Business & Management)
PT JC Utama Tehnik,Retail / Merchandise
PT JC Utama Tehnik Indonesia,Manufacturing/Production
PT JCK Controls Indonesia,Electrical & Electronics
PT JCL Indonesia,Transportation/Logistics
PT JCO Donut & Coffee,Food & Beverage/Catering/Restaurant
PT JCO Donut & Coffee (Cabang Bali),Food & Beverage/Catering/Restaurant
PT JCU Indonesia,Manufacturing / Production
PT JD Resources,"Consulting (IT, Science, Engineering & Technical)"
