Perusahaan,Sektor
PT GS1 Indonesia,Computer / Information Technology (Software)
PT GS1 Indonesia (Cabang Jawa Tengah & DIY),Heavy Industrial / Machinery / Equipment
PT GSE Indonesia,Construction / Building / Engineering
PT GSK Electronics Indonesia,Electrical & Electronics
PT GSK Global Indonesia,General & Wholesale Trading
PT GSM,Computer/Information Technology (Software)
PT GSM Konsep Internasional,Transportation/Logistics
PT GSM Systems Indonesia,Telecommunication
PT GSMInfra TowerSolusi Indo,Telecommunication
PT GT Auto Batam,Automobile/Automotive Ancillary/Vehicle
PT GTA Indonesia,Travel/Tourism
PT GTech Steel Construction Indonesia,Construction/Building/Engineering
PT Gubah Reka Trimatra,Construction/Building/Engineering
PT Gubah Tiara Perkasa,General & Wholesale Trading
Pt Gudang Gandum Bali,Food & Beverage/Catering/Restaurant
PT Gudang Garam Tbk (Kediri),Tobacco
"PT Gudang Garam,Tbk",Retail/Merchandise
PT Gudang Ide Nusantara,Advertising / Marketing / Promotion / PR
PT Gudang Mas Mandiri,Manufacturing/Production
PT Guene Vienna,Grooming / Beauty / Fitness
PT Gugun Jaya Tehnik,Property / Real Estate
PT Gugus Rimbarta,General & Wholesale Trading
PT Guhring Indonesia,Heavy Industrial/Machinery/Equipment
PT Gula Putih Mataram,Education
PT Gula Tani Nirmala Inc,General & Wholesale Trading
PT Gulf Mangan Group,Mining
PT Gulf Oil Lubricants Indonesia,Oil/Gas/Petroleum
PT Gumarna,Construction / Building / Engineering
PT Gumaya Graha Mulia(Gumaya Tower Hotel),Hotel/Hospitality
PT Gumilar Mandiri Perkasa,General & Wholesale Trading
PT Gumindo Bogamanis,Consumer Products/FMCG
PT Gumindo Bogamanis (Surabaya),Consumer Products / FMCG
PT Gumindo Perkasa Industri,Marine / Aquaculture
PT Gummanik Multi Teknik,Construction / Building / Engineering
PT Guna Bakti Permai,Property / Real Estate
PT Guna Bangun Jaya,Manufacturing/Production
PT Guna Cahaya Synergie,Others
PT Guna Cipta,Construction/Building/Engineering
PT Guna Cipta Rekayasa,Retail/Merchandise
PT Guna Citra Kartika,Transportation/Logistics
PT Guna Diesel,Manufacturing/Production
PT Guna Elektro,Electrical & Electronics
PT Guna Era Manufaktura,Heavy Industrial / Machinery / Equipment
PT Guna Indah Makmur,Manufacturing / Production
PT Guna Indah Makmur (Pekalongan),"Consulting (IT, Science, Engineering & Technical)"
PT Guna Indo Perkasa,General & Wholesale Trading
PT Guna Inti Gemilang,Transportation / Logistics
PT Guna Jaya Infrapro,Others
PT Guna Jaya Semesta,Retail/Merchandise
PT Guna Katup Semesta,Manufacturing/Production
PT Guna Kemas Indah (Jawa Barat),Manufacturing/Production
PT Guna Komindo,Computer / Information Technology (Software)
PT Guna Layan Kuasa (Sugar Group Companies),Manufacturing/Production
PT Guna Mitra Prima,Textiles/Garment
PT Guna Pertiwi Cemerlang ( Jakarta ),Oil / Gas / Petroleum
PT Guna Pratama,Transportation/Logistics
PT Guna Rahayu Barokah,Others
PT Guna Sarana Teknik,Construction / Building / Engineering
PT GUNA SEVA,Telecommunication
PT Guna Sukses Inti,Heavy Industrial/Machinery/Equipment
PT Guna Teguh Abadi,Construction/Building/Engineering
PT Guna Tesuma Internasional,Oil / Gas / Petroleum
PT Guna Tropikalindo Abadi,Marine/Aquaculture
PT Gunacipta Multirasa,Consumer Products / FMCG
PT Gunamandiri Paripurna,"Consulting (IT, Science, Engineering & Technical)"
PT Gunamarga Inti Total,General & Wholesale Trading
PT Gunanusa Eramandiri,Consumer Products/FMCG
PT Gunanusa Eramandiri Cabang Pati,Manufacturing/Production
PT Gunanusa Utama Fabricators,Construction / Building / Engineering
PT Gunas Investa,Agricultural / Plantation / Poultry / Fisheries
PT Gunasis Fortuna Lestari,Manufacturing / Production
PT Gunasland Anugerah Berjaya,Property/Real Estate
PT GUNATAMA SUKSES MANDIRI,General & Wholesale Trading
PT Gunatel Inti Cahaya Teknologi,Telecommunication
PT Gunatronikatama Cipta Sistim Informatika (GASI),Consulting (Business & Management)
PT Gunawan Cipta Arsindo,Architectural Services/Interior Designing
PT Gunawan Elektrindo,Electrical & Electronics
PT Gunawan Fajar,Manufacturing/Production
PT Gunawan Nusa Sarana  Teknik,Construction/Building/Engineering
PT Gunindo Trimukti,Manufacturing/Production
PT Gunta Alam Sejahtera,Manufacturing / Production
PT Gunta Samba Jaya,Agricultural/Plantation/Poultry/Fisheries
PT Guntner Indonesia,Manufacturing/Production
PT Guntur Kharisma Perkasa,Heavy Industrial/Machinery/Equipment
PT Guntur Madu Tama,Hotel / Hospitality
PT Guntur Madu Tama(Project),Computer/Information Technology (Hardware)
PT Gunung Agung Sentosa,Manufacturing/Production
PT Gunung Baja Profil Indonesia,General & Wholesale Trading
PT Gunung Baja Traktor Utama,Heavy Industrial/Machinery/Equipment
PT Gunung Bale,Mining
PT Gunung Bangau,Agricultural/Plantation/Poultry/Fisheries
PT Gunung Bara Utama,Mining
PT Gunung Biru Persada,Construction/Building/Engineering
PT Gunung Bumi Parahyangan,General & Wholesale Trading
PT Gunung Cendana Persada,Manufacturing/Production
PT Gunung Diatas Bukit,General & Wholesale Trading
PT Gunung Garuda (Gunung Steel Group),Construction/Building/Engineering
PT GUNUNG GEDE MAKMUR,General & Wholesale Trading
PT Gunung Hijau Masarang,Manufacturing/Production
PT Gunung Himun Peratama,Human Resources Management/Consulting
