Perusahaan,Sektor
PT Dunkindo Lestari,Food & Beverage/Catering/Restaurant
PT Dunkindo Lestari (Dunkin Donuts) [Cabang Bali],Food & Beverage / Catering / Restaurant
PT Dunkindo Lestari (yogya),Retail / Merchandise
PT Dunlopillo Indonesia,Manufacturing/Production
PT Dunlopillo Indonesia (Semarang),Manufacturing/Production
PT Dunya Cat,Manufacturing / Production
PT Duo Furniture Indonesia,Retail / Merchandise
PT Duo Work Engineering Batam,Construction/Building/Engineering
PT Duotama Unggul Bersama,Retail/Merchandise
PT DuPont Agricultural Products Indonesia,Science & Technology
PT Dupont Indonesia,Manufacturing/Production
PT Dupont Indonesia ( Lampung ),Agricultural / Plantation / Poultry / Fisheries
PT Dupont Indonesia (Pioneer Cabang Surabaya),Agricultural / Plantation / Poultry / Fisheries
PT Dura Estetika Tama,Healthcare/Medical
PT Durablock,Manufacturing/Production
PT Duraquipt Cemerlang,Manufacturing/Production
PT Durio Indigo,Computer / Information Technology (Software)
PT Durr Systems Indonesia,Heavy Industrial/Machinery/Equipment
PT Dusdusan Dotcom Indonesia,Retail/Merchandise
PT Dustin Shoes,Retail / Merchandise
PT Duta,Printing/Publishing
PT Duta (bandung),Printing/Publishing
PT Duta Abadi Primantara (Jakarta),Manufacturing/Production
PT Duta Abadi Primantara (palembang),Manufacturing / Production
PT Duta Abadi Primantara (Surabaya),Manufacturing / Production
PT Duta Adhi Wisesa (Design At Work),Arts/Design/Fashion
PT Duta Adhikarya Negeri,Oil / Gas / Petroleum
PT DUTA AGUNG ANUGERAH,Manufacturing/Production
PT Duta Aksarajaya Mandiri,Education
PT Duta Amanah Insani,Human Resources Management / Consulting
PT Duta Amanah Insani (palembang),Human Resources Management / Consulting
PT Duta Amanah Insani (semarang),Human Resources Management / Consulting
PT Duta Anggada Realty Tbk,Property/Real Estate
PT Duta Anugerah Indah,Entertainment/Media
PT Duta Arta Sempana,Construction / Building / Engineering
PT Duta Arya Pratama,Construction / Building / Engineering
PT Duta Astakona Girinda,Consumer Products / FMCG
PT Duta Balai Lelang,Property/Real Estate
PT Duta Berkat Anugerah,Automobile/Automotive Ancillary/Vehicle
PT Duta Bhakti,General & Wholesale Trading
PT Duta Bima Nusantara,Automobile / Automotive Ancillary / Vehicle
PT Duta Bina Pertiwi,Manufacturing/Production
PT Duta Borneo Madani,Construction/Building/Engineering
PT Duta Business School,Education
PT DUTA CAHAYA MANDIRI,Electrical & Electronics
PT Duta Cemerlang Motors,Automobile/Automotive Ancillary/Vehicle
PT Duta Cendana Adimandiri,Automobile/Automotive Ancillary/Vehicle
PT Duta Cendana Mobilindo,Automobile/Automotive Ancillary/Vehicle
PT Duta Cinema Multimedia,Retail/Merchandise
PT Duta Cipta Bina Sarana,Construction / Building / Engineering
PT Duta Cipta Karya (Malang),Construction / Building / Engineering
PT Duta Cucindo,Architectural Services/Interior Designing
PT Duta Data Mandiri,"Consulting (IT, Science, Engineering & Technical)"
PT Duta Data Teknologi,Computer/Information Technology (Software)
PT Duta Dharma,Telecommunication
PT Duta Dunia Usaha,Consulting (Business & Management)
PT Duta Energy Indonesia,Property/Real Estate
PT Duta Esa Vins,Property / Real Estate
PT Duta Firza,Oil/Gas/Petroleum
PT Duta Fuji Electric,Electrical & Electronics
PT Duta Future International,Education
PT Duta Galang Solusi,Consulting (Business & Management)
PT DUTA GENERASI MANDIRI,Human Resources Management/Consulting
PT Duta Global Elektrindo,General & Wholesale Trading
PT Duta Graha Indah Tbk (Surabaya),Advertising / Marketing / Promotion / PR
PT Duta Graha Mandiri,Education
PT Duta Graha Miller,General & Wholesale Trading
PT Duta Graha Sekawan,Construction / Building / Engineering
PT Duta Griya Sarana (DGS) Medan,Human Resources Management/Consulting
PT Duta Hutama Abadi,"Consulting (IT, Science, Engineering & Technical)"
PT Duta Hydraulic Maju Jaya,Manufacturing/Production
PT Duta Indah Aman Sejahtera,Manufacturing/Production
PT Duta Indah Propertindo,Property/Real Estate
PT Duta Indah Wisesa,Manufacturing/Production
PT Duta Indo Omnitron,Healthcare/Medical
PT Duta Integrasi Pratama,Food & Beverage / Catering / Restaurant
PT DUTA INTERLINING,Textiles / Garment
PT Duta Inti Multindo,Construction/Building/Engineering
"PT Duta Intidaya, Tbk. (Watsons Indonesia)",Retail/Merchandise
PT Duta Intika ( Kawasaki ),Automobile / Automotive Ancillary / Vehicle
PT Duta Jasa Consultant,Consulting (Business & Management)
PT Duta Jasa Unggul,General & Wholesale Trading
PT Duta Kalingga Pratama,Manufacturing/Production
PT Duta Karimah,Food & Beverage / Catering / Restaurant
PT Duta Karya Bersatu,Others
PT Duta Katup Mas,Heavy Industrial / Machinery / Equipment
PT Duta Kencana Expo,Exhibitions/Event management/MICE
PT Duta Kharisma Logistik,Transportation/Logistics
PT Duta Kharisma Persada,Manufacturing/Production
PT Duta Kharisma Persada (jakarta),Accounting/Audit/Tax Services
PT Duta Kimia Berjaya,General & Wholesale Trading
PT Duta Laserindo Metal,Heavy Industrial / Machinery / Equipment
PT Duta Lestari Sentratama (Kino Group Cab. Makassar),Retail/Merchandise
PT Duta Lestari Sentratama (Kino Group),Consumer Products/FMCG
PT Duta Lestari Sentratama (Semarang),Consumer Products / FMCG
PT Duta Lintas Nusa,Transportation/Logistics
PT Duta Lintas Pratama,Computer/Information Technology (Software)
PT Duta Makmur Bersama,Human Resources Management/Consulting
PT Duta Makmur Mulya,General & Wholesale Trading
PT Duta Mandiri Jaya Abadi,Chemical / Fertilizers / Pesticides
