Perusahaan,Sektor
pt global capital makmur,Others
PT Global Certification Indonesia,Consulting (Business & Management)
PT Global Challenge Indonesia,Textiles/Garment
PT GLOBAL CHEM INTERNATIONAL,Consumer Products/FMCG
PT Global Chemindo (Surabaya),Manufacturing/Production
PT Global Chemindo Megatrading,General & Wholesale Trading
PT Global Cipta Kreasindo,General & Wholesale Trading
PT Global Cipta Media,General & Wholesale Trading
PT Global Cipta Pratama,Computer / Information Technology (Software)
PT Global Ciria Mandiri,Others
PT Global Citra Abadi,Property/Real Estate
PT Global Coconut,Manufacturing/Production
PT Global Compliance Asia,"Consulting (IT, Science, Engineering & Technical)"
PT Global Comtech Sejahtera,Manufacturing/Production
PT Global Contromation Indonesia,Manufacturing/Production
PT Global Dent,Healthcare/Medical
PT Global Diatic Pratama,General & Wholesale Trading
PT Global Digital Niaga,Retail/Merchandise
PT Global Digital Niaga (blibli.com),Retail/Merchandise
PT Global Dinamika Indonesia,General & Wholesale Trading
PT Global Directnetwork Service,Banking/Financial Services
PT Global Energi Services,Oil/Gas/Petroleum
PT Global Energitama,Heavy Industrial/Machinery/Equipment
PT Global Equipindo Perkasa,General & Wholesale Trading
PT Global Eushanosoft,Computer / Information Technology (Software)
PT Global Expat Recruiting,Human Resources Management/Consulting
PT Global Expo Management Indonesia,Exhibitions / Event management / MICE
PT Global Express Mandiri Logistic,Manufacturing / Production
PT Global Express Sejahtera,Transportation/Logistics
PT Global Fiberindo,General & Wholesale Trading
PT Global Flavours,Food & Beverage/Catering/Restaurant
PT Global Fokus Mediatama,Advertising / Marketing / Promotion / PR
PT GLOBAL FOOD INDONESIA,Food & Beverage/Catering/Restaurant
PT Global Foods International,Food & Beverage / Catering / Restaurant
PT Global Forklift Indonesia,Heavy Industrial / Machinery / Equipment
PT Global Freight Consolidatama,Transportation/Logistics
PT Global Freight Semesta,Transportation/Logistics
PT Global Furnika Mandiri,Architectural Services/Interior Designing
PT Global Furnika Mandiri,Manufacturing/Production
PT Global Fusion,Food & Beverage/Catering/Restaurant
PT Global Gemilang Express ( J&T Express ),Transportation/Logistics
PT Global Gemilang Sukses,Oil/Gas/Petroleum
PT Global Genetika Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Global Green International,General & Wholesale Trading
PT Global Green Trading,Exhibitions/Event management/MICE
PT Global Group,Advertising / Marketing / Promotion / PR
PT Global Growth,Manufacturing / Production
PT Global Haditech,Heavy Industrial / Machinery / Equipment
PT Global Hardware Trading,General & Wholesale Trading
PT GLOBAL HEALTH BLESSING,BioTechnology/Pharmaceutical/Clinical research
PT Global Health Pharmaceutical,Healthcare/Medical
PT GLOBAL HIDROTEK INDUSTRI,"Consulting (IT, Science, Engineering & Technical)"
PT GLOBAL IMPACT PERKASA,Manufacturing/Production
PT Global Indo Management,Food & Beverage/Catering/Restaurant
PT Global Indo Mitra Layanan,Wood/Fibre/Paper
PT Global Indo Power,Consumer Products/FMCG
PT Global Indojaya Orion,General & Wholesale Trading
PT Global Indonesia (Pekanbaru),Manufacturing / Production
PT Global Indonesia Komunikatama,Consulting (Business & Management)
PT Global Indonesia Mandiri,General & Wholesale Trading
PT Global industri Teknologi Solusi,Computer/Information Technology (Software)
PT GLOBAL INFOLINK AUTOMATION TECHNOLOGY,Manufacturing/Production
PT Global Informasi Bermutu ( Global TV ),Entertainment/Media
PT Global Informasi Fortuna Teknotama,Computer/Information Technology (Software)
PT Global Infrastructure Investindo,Consulting (Business & Management)
PT Global Innovation Technology,Computer/Information Technology (Software)
PT Global Insight Indonesia,Utilities/Power
PT Global Instruments,General & Wholesale Trading
PT Global Integrasi Data,Accounting/Audit/Tax Services
PT Global Integrasi Persada,Construction/Building/Engineering
PT Global Integrated Trade,Retail / Merchandise
PT Global Interinti Industry,Manufacturing/Production
PT Global Intermedia Nusantara,Computer/Information Technology (Software)
PT Global International Express,Transportation/Logistics
PT Global International Foods,Food & Beverage/Catering/Restaurant
PT Global International Hotel,Hotel/Hospitality
PT Global Internusa Sentosa,General & Wholesale Trading
PT Global Inti Corporatama,Call Center/IT-Enabled Services/BPO
PT Global Jaya Impex,Accounting/Audit/Tax Services
PT Global Jaya Makmur,Others
PT Global Jaya Mandiri,Manufacturing/Production
PT Global Jet Ecommerce,Computer/Information Technology (Software)
PT Global Jet Express,Transportation/Logistics
PT Global Kapital Indonesia,Consulting (Business & Management)
PT Global Kartu Indonesia,Printing/Publishing
PT Global Kolaborasi Utama,Consulting (Business & Management)
PT Global Konstrindo Engineering,Construction / Building / Engineering
PT Global Kreasi Indotrada,Retail/Merchandise
PT Global Kreasi Sendyuu,Computer/Information Technology (Software)
PT Global Kriya Nusantara,Manufacturing/Production
PT Global Kuliner Ciptarasa,Consulting (Business & Management)
PT Global Liaquat Consulting,Human Resources Management / Consulting
PT Global Lighting,General & Wholesale Trading
PT Global Lingkar Cemerlang Indonesia,Others
PT Global Lintas Khatulistiwa (Pontianak),Transportation / Logistics
PT Global Lintas Solusi,"Consulting (IT, Science, Engineering & Technical)"
PT Global Loket Sejahtera,General & Wholesale Trading
PT Global Loyal Sejahtera,Consulting (Business & Management)
PT GLOBAL LOYALTY INDONESIA,Others
PT Global Maju Bersama,Human Resources Management / Consulting
