Perusahaan,Sektor
PT DAT Indonesia,Printing / Publishing
PT Data Bina Solusindo,Consulting (Business & Management)
PT Data Enerfy Infomedia,Computer/Information Technology (Software)
PT Data Enzim Cahaya Sintesa,Computer/Information Technology (Software)
PT Data Integra Dinamika,Manufacturing/Production
PT Data Investa Matra,Computer/Information Technology (Software)
PT Data Komunikasi Privasi,Telecommunication
PT Data Kreatif,Computer/Information Technology (Software)
PT Data Lintas Utama,Computer/Information Technology (Software)
PT Data Proteksindo,Computer / Information Technology (Software)
PT Data Raya Solusindo,Oil / Gas / Petroleum
PT Data Retail Solution,Computer / Information Technology (Hardware)
PT Data Soft International,General & Wholesale Trading
PT Data Tujuh Sinergi,"Consulting (IT, Science, Engineering & Technical)"
PT Data Utama Dinamika,Computer / Information Technology (Hardware)
PT DATA UTAMA INDONESIA,"Consulting (IT, Science, Engineering & Technical)"
PT Datacaraka Solusindo,Computer/Information Technology (Software)
PT Datacom Solusindo,Computer/Information Technology (Software)
PT Datacomindo Mitrausaha,General & Wholesale Trading
PT Datacomm Diangraha,Computer/Information Technology (Software)
PT Datacraft Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Datadigi Indonesia,Computer/Information Technology (Software)
PT Dataglobal Komukatama,Computer/Information Technology (Hardware)
PT Dataindo Inti Swakarsa,Computer/Information Technology (Software)
PT Datakom Jaring Prima,Computer/Information Technology (Hardware)
PT Datalink Lintas Nusa,Construction/Building/Engineering
PT Datalink Manunggal,Telecommunication
PT Datamedia Infotama,Manufacturing/Production
PT DataNet Sistem Integrasi,"Consulting (IT, Science, Engineering & Technical)"
PT Datang Engineering Internasional,Construction/Building/Engineering
PT Datapati Tara Andika,Construction / Building / Engineering
PT Dataprima Graha Pratama,Human Resources Management / Consulting
PT Dataprima Sejahtera,Computer / Information Technology (Hardware)
PT Datareka Integrasia,Computer / Information Technology (Software)
PT Datascrip,Retail/Merchandise
PT Datatel Inter Nusa,Computer / Information Technology (Hardware)
PT Datatrenz Integrated Solution,Computer / Information Technology (Software)
PT Datavis Indonesia,Computer/Information Technology (Hardware)
PT Datindo Infonet Prima,Computer/Information Technology (Software)
PT Datra,General & Wholesale Trading
PT Datra Internusa,Construction / Building / Engineering
PT Datra Medical Service,Hotel / Hospitality
PT Datsun MIMOSA PUTRA ABADI,Others
PT Dattel Mitra Asia,Consulting (Business & Management)
PT Dattel Mitra Asia,Consulting (Business & Management)
PT Datum Global Mandiri,Architectural Services/Interior Designing
PT Datum Nawa Vista,Architectural Services/Interior Designing
PT Datumstruct Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Datzo Investama Group,Property/Real Estate
PT Daun Biru Engineering,"Consulting (IT, Science, Engineering & Technical)"
PT Daun Cinta Bumi,Textiles/Garment
PT Daun Pandan Medika,Others
PT Dauni Natural Abadi,Grooming/Beauty/Fitness
PT Dauntama Intimas,Manufacturing / Production
PT Davari Anugerah Sejahtera,Agricultural/Plantation/Poultry/Fisheries
PT Davay Sejahtera Indonesia,Construction/Building/Engineering
PT Davian Sukses Gemilang,Computer/Information Technology (Software)
