Perusahaan,Sektor
PT JASMINE TRANSPORTAMA MANDIRI,Transportation/Logistics
PT Jasnikom Gemanusa,Telecommunication
PT Jasnita Telekomindo,Telecommunication
PT Jason Elektronika,Telecommunication
PT Jaspis Prima Abadi,General & Wholesale Trading
PT Jaspo International Pratama,General & Wholesale Trading
PT Jastorum Fasindo,Healthcare / Medical
PT Jasuindo Tiga Perkasa Tbk,Printing/Publishing
PT Jasuindo Tiga Perkasa Tbk (Jakarta),Printing/Publishing
PT Jasuma Austindo,Environment/Health/Safety
PT Jatayu Sakti,Others
PT Jatek Servis Indonesia,Computer/Information Technology (Software)
PT Jatelindo Perkasa Abadi,Computer / Information Technology (Software)
PT Jateng Sinar Agung Sentosa,General & Wholesale Trading
PT Jateng Sinar Agung Sentosa (Branch Yogyakarta),Retail/Merchandise
PT Jati Abadi Sempurna,Manufacturing / Production
PT Jati Agung Putera Mandiri,Manufacturing / Production
PT Jati Alam Muara Indah,Wood/Fibre/Paper
PT Jati Indah Permai,Manufacturing/Production
PT Jati Indah Permai,Manufacturing/Production
PT Jati Jaya Lestari,Manufacturing / Production
PT Jati Luhur Agung,Manufacturing/Production
PT Jati Pusaka Jaya,Heavy Industrial/Machinery/Equipment
PT Jati Semarang,Manufacturing/Production
PT Jati Waja Pratama,Heavy Industrial / Machinery / Equipment
PT Jaticy Jayasuba,Others
PT Jatim Autocomp Indonesia,Manufacturing / Production
PT Jatim Bromo Steel,Construction/Building/Engineering
PT Jatim Bromo Steel (Surabaya Branch),Manufacturing / Production
PT Jatim Jaya Sinergi Dinamika,General & Wholesale Trading
PT Jatim Logam,Manufacturing/Production
PT Jatim Mustika Sarana Steel,Construction/Building/Engineering
PT Jatim Mustika Sarana Steel (Surabaya),Construction / Building / Engineering
PT Jatim Petroleum Transport,Transportation/Logistics
"PT Jatim Petualang Alam (Tretes Treetop Adventure Park,Outbound)",Others
PT Jatim Taman Steel MFG,Manufacturing/Production
PT Jatim Watkoraya (Surabaya),Manufacturing / Production
PT Jatisungkai Estetika,Construction/Building/Engineering
PT Jatisungkai Estetika (Cabang Bali),Construction/Building/Engineering
PT Jatraidola Tour & Travel,Travel/Tourism
PT Jatropha Solutions,Agricultural/Plantation/Poultry/Fisheries
PT Jatylindo,Mining
PT Jauwhannes Traco (Semarang),Transportation/Logistics
PT Java Abadi Gemilang,Computer/Information Technology (Hardware)
PT Java Agritech (Semarang),Agricultural / Plantation / Poultry / Fisheries
PT Java Bhakti Konsultindo,Consulting (Business & Management)
PT Java Cell,Telecommunication
PT Java Commsnetworks,"Consulting (IT, Science, Engineering & Technical)"
PT Java Festival Production,Exhibitions/Event management/MICE
PT Java Forindo Interco,Human Resources Management / Consulting
PT Java Furniture,Manufacturing / Production
PT Java Gloves Perdana,Manufacturing / Production
PT Java Indoku,Accounting / Audit / Tax Services
PT JAVA LINI CORP,Retail/Merchandise
PT Java Madani,Grooming/Beauty/Fitness
PT Java Megah,Property / Real Estate
PT Java Mete Indonesia,Consumer Products / FMCG
PT Java Mitra Digdaya,Computer/Information Technology (Software)
PT Java Online,Computer/Information Technology (Software)
PT Java Pacific,Manufacturing/Production
PT Java Perkasa,Construction/Building/Engineering
PT Java Plastic Manufacturing,Manufacturing / Production
PT Java Prima Abadi,Manufacturing / Production
PT Java Prima Global,Hotel / Hospitality
PT Java Resindo,General & Wholesale Trading
PT Java Seafood,Manufacturing/Production
PT Java Seed Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT Java Valley Technology,Computer/Information Technology (Software)
PT Java Velosi Mandiri,Oil / Gas / Petroleum
PT Javabica Aneka Resources,General & Wholesale Trading
PT Javabica Nusantara (Tanamulia Nusantara),Computer / Information Technology (Software)
PT Javabooks Indonesia,Retail/Merchandise
PT Javalangit Isticom,Computer/Information Technology (Software)
PT Javan Cipta Solusi,Computer / Information Technology (Software)
PT Javan Cipta Solusi,Computer/Information Technology (Software)
PT Javan Indonesia,Retail/Merchandise
PT Javaprima Abadi,Manufacturing/Production
PT Javara Global Solutions,Computer/Information Technology (Software)
PT Javas Cyclewerks Indonesia,Automobile / Automotive Ancillary / Vehicle
PT Javas Karya Tungga,Computer/Information Technology (Software)
PT Javas Langgeng,Textiles/Garment
PT Javasigna Inter Media,Computer/Information Technology (Software)
PT Javatec Trimitra Machinery,Manufacturing / Production
PT Javatec Trimitra Utama,General & Wholesale Trading
PT Javatex Internusa Perkasa,Manufacturing/Production
PT Javavia Wirabuana,General & Wholesale Trading
PT Javinci Berkat Kreatif Sentosa,Consumer Products/FMCG
PT Javu Jaya Prima,Architectural Services / Interior Designing
PT Jawa Barat Indah Company,Retail / Merchandise
PT Jawa Berkat Utama,General & Wholesale Trading
PT Jawa Beton,Construction / Building / Engineering
PT Jawa Dwipa Perkasa,Healthcare/Medical
PT Jawa Energi Indonusa,Retail/Merchandise
PT Jawa Furni Lestari,Wood/Fibre/Paper
PT Jawa Nusa Wahana,Property/Real Estate
PT Jawa Pos Koran,Printing / Publishing
PT Jawa Pos Media Televisi,Entertainment/Media
PT Jawa Pos Surabaya,Entertainment / Media
PT Jawa Power,Utilities/Power
PT Jawa Soft,Computer/Information Technology (Software)
