Perusahaan,Sektor
PT Intankleenor Barraq Indonesia,Heavy Industrial/Machinery/Equipment
PT Intanwijaya Internasional Tbk,Agricultural/Plantation/Poultry/Fisheries
PT Intanwijaya Internasional Tbk. [Factory],General & Wholesale Trading
"PT Intanwijaya International, Tbk",Chemical / Fertilizers / Pesticides
PT Intaran Permai,Property / Real Estate
PT Intec Instruments,Heavy Industrial / Machinery / Equipment
PT Intec Persada,Wood/Fibre/Paper
PT Intech Anugrah Indonesia,Manufacturing/Production
PT Intech Pumps Indonesia,Oil/Gas/Petroleum
PT Intechnico,Computer/Information Technology (Software)
PT Intecs Teknikatama Industri,Heavy Industrial/Machinery/Equipment
PT Integra Alam,Manufacturing / Production
PT Integra Cakrawala Media,Entertainment / Media
PT Integra Cipta Kreasi,Advertising/Marketing/Promotion/PR
PT Integra Global Solusi,Computer / Information Technology (Hardware)
PT Integra Inovasi Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Integra Line Indonesia,Transportation/Logistics
PT Integra Line Indonesia (Jakarta),Transportation / Logistics
PT Integra Multi Media Kreasi,Advertising / Marketing / Promotion / PR
PT Integra Oilfield Services,Oil / Gas / Petroleum
PT Integra Pratama,Accounting / Audit / Tax Services
PT Integra Solusindo Utama,Computer / Information Technology (Hardware)
PT Integra Teknologi Solusi (Surabaya),Computer/Information Technology (Software)
PT Integra Water Indonesia,Chemical/Fertilizers/Pesticides
PT Integral Aplikasi Indonesia,Call Center/IT-Enabled Services/BPO
PT Integral Cipta Wahana,Manufacturing/Production
PT Integral Data Prima,Computer/Information Technology (Software)
PT Integral Motor Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Integral Mulia Cipta,Food & Beverage/Catering/Restaurant
PT Integralindo Asia Pasifik,Computer/Information Technology (Software)
PT Integrams Technologies,Computer/Information Technology (Hardware)
PT Integrasi Cipta Elektro Solusi,Computer/Information Technology (Software)
PT Integrasi Design Era Arsitektur,Architectural Services/Interior Designing
PT Integrasi Dinamika Solusindo,Computer / Information Technology (Software)
PT Integrasi Logistik Cipta Solusi,Computer/Information Technology (Software)
PT Integrasi Logitama,Transportation/Logistics
PT Integrasi Neka Optik,Telecommunication
PT Integrasi Sinaptiq,"Consulting (IT, Science, Engineering & Technical)"
PT Integrasi Solusi Prima,Computer/Information Technology (Hardware)
PT Integrasi Solutions,"Consulting (IT, Science, Engineering & Technical)"
PT Integrasi Talenta,"Consulting (IT, Science, Engineering & Technical)"
PT Integrasi Teknologi Nusantara,Computer / Information Technology (Software)
PT Integrasi Tri Tama Cendekia,Consulting (Business & Management)
PT Integrasi Wahana Sistemindo (IndoWebStore.com),Computer / Information Technology (Hardware)
PT Integrasia Utama,Computer/Information Technology (Software)
PT Integrata Network Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Integrated Cards Solution,Printing/Publishing
PT Integrated Synergy System (ISYS),Computer/Information Technology (Software)
PT Integravity Biru Makmur,"Consulting (IT, Science, Engineering & Technical)"
PT Integre Mahakarya Estetika,Construction/Building/Engineering
PT Integritas Data Utama,Accounting/Audit/Tax Services
PT Integritas Dinamika Indonesia,Retail/Merchandise
PT Integritas Makmur Mandiri,Computer/Information Technology (Software)
PT Integriya Dekorindo,Manufacturing/Production
PT Intekno Raya,Computer/Information Technology (Software)
PT Intektama Globalindo,General & Wholesale Trading
PT Intel Globalindo,Healthcare / Medical
PT Intelcom Indonesia,Utilities / Power
PT Intelegensia Grahatama,Property/Real Estate
PT Intelex Technet Global,Telecommunication
PT Intelex Telecom Global,Telecommunication
PT Intelfast Technology,"Consulting (IT, Science, Engineering & Technical)"
PT INTELIGENSI RISIKO,Computer / Information Technology (Software)
PT Intelligence HR Solutions Indonesia,Human Resources Management/Consulting
PT Intelligent System Solution,Computer/Information Technology (Software)
PT Intellisys,Computer/Information Technology (Software)
PT Inten Target Indonesia,Entertainment/Media
PT Intensive Medicare,Healthcare/Medical
PT Inter Agro Indonesia,General & Wholesale Trading
PT Inter Akses Jakarta,Exhibitions/Event management/MICE
PT Inter Aksi Cipta,Advertising / Marketing / Promotion / PR
PT Inter Aneka Lestari Kimia,Polymer/Plastic/Rubber/Tyres
PT Inter Bumi Nugraha,Property/Real Estate
PT Inter Continental Logistic,Transportation/Logistics
PT Inter Data Indonesia,Computer / Information Technology (Software)
PT Inter Delta tbk,General & Wholesale Trading
PT Inter Equip Supplies Indonesia,Heavy Industrial/Machinery/Equipment
PT Inter Kimia Indonesia,Chemical/Fertilizers/Pesticides
PT Inter Ksatrya Film,Advertising/Marketing/Promotion/PR
PT Inter Media Lintas Nusa,Computer / Information Technology (Software)
PT Inter Mitra Transindo,Transportation/Logistics
PT Inter Model Korporasi,Textiles/Garment
PT Inter Model Sejahtera,Consumer Products / FMCG
PT Inter Ocean Group,Retail/Merchandise
PT Inter Pacific Citra (Aramex International),Transportation / Logistics
PT Inter Pacifik Pratama,General & Wholesale Trading
PT Inter Pariwara Global,Consumer Products/FMCG
PT Inter Pasific Cemerlang,Heavy Industrial / Machinery / Equipment
PT Inter Pile,Construction / Building / Engineering
PT Inter Pratama Studio Laboratorium,Others
PT Inter Prospek,Advertising/Marketing/Promotion/PR
PT Inter Rajasa Putra,Consulting (Business & Management)
PT Inter Samudra Indonesia,Construction / Building / Engineering
PT Inter Sistem Asia,Computer/Information Technology (Software)
PT Inter Sportindo Abadi,Retail/Merchandise
PT Inter Teknika Grahanata,Consulting (Business & Management)
PT Inter Tekno Gradian,"Consulting (IT, Science, Engineering & Technical)"
PT Inter Trans Continental,General & Wholesale Trading
PT Inter World Steel Mills Indonesia,Construction/Building/Engineering
PT Intera Lestari Polimer,Polymer/Plastic/Rubber/Tyres
