Perusahaan,Sektor
PT Incoray Nitrama,Mining
PT Incore Systems Solutions,Computer/Information Technology (Software)
PT IND-EX,Manufacturing/Production
PT Indaco Intiga,Human Resources Management / Consulting
PT Indadi Land,Property/Real Estate
PT Indah Alkes Kosmetik (ELUCE.CO.ID),Arts/Design/Fashion
PT Indah Berkah Makmur,General & Wholesale Trading
PT Indah Berlian Utama,Transportation/Logistics
PT Indah Bumi Bosowa,Property / Real Estate
PT Indah Cipta Lestari,Sports
PT Indah Cipta Usaha Tama,General & Wholesale Trading
PT Indah Com Infonusa,Accounting / Audit / Tax Services
PT Indah Cup Sukses Makmur,Polymer/Plastic/Rubber/Tyres
PT Indah Forindo,Retail / Merchandise
PT Indah Glorymas Indonesia,Banking/Financial Services
PT Indah Hade Karya,Manufacturing / Production
PT Indah Kiat Pulp & Paper Tangerang Mill,Manufacturing / Production
"PT Indah Kiat Pulp & Paper, Tbk",Polymer/Plastic/Rubber/Tyres
PT Indah Kiat Pulp and Paper ( Divisi GPG ),Manufacturing/Production
PT Indah Logistik,Transportation/Logistics
PT INDAH LOGISTIK BATAM,Others
PT INDAH LOKAKARYA,Retail/Merchandise
PT INDAH MAJU GALAXY,Others
PT Indah Makmur Sentosa,Property/Real Estate
PT Indah Mas Purnama Cargo,Transportation / Logistics
PT Indah Mulia,Computer / Information Technology (Software)
PT Indah Perkasa Abadi,Construction/Building/Engineering
"PT Indah Prakasa Sentosa, Tbk",Transportation/Logistics
PT Indah Prima,Retail/Merchandise
PT Indah Putih Cemerlang,Manufacturing/Production
PT Indah Subur Sejati,Textiles/Garment
PT Indah Subur Sejati (Branch),Textiles / Garment
PT Indah Tamara Tour & Travel,Travel/Tourism
PT Indah Varia Eka Selaras,Accounting/Audit/Tax Services
PT Indah Villas Indonesia,Travel / Tourism
PT Indahgriya Mustikasakti,Construction/Building/Engineering
PT Indahtex Mas Cemerlang,Manufacturing/Production
PT INDAKO FINANCE & DEVELOPMENT,Consulting (Business & Management)
PT Indako Trading Coy,Automobile/Automotive Ancillary/Vehicle
PT Indal Aluminium Industry Tbk,Manufacturing/Production
PT Indalex,Others
PT Indawo Kharisma Internusa,Architectural Services/Interior Designing
PT Indec Diagnostics,Healthcare/Medical
PT Indeks,Printing / Publishing
PT Indepay Indonesia Digital,Banking/Financial Services
PT Independent Glass Fabricator,General & Wholesale Trading
PT Independent Mining Consultant (IMCO),Mining
PT Indera Ciptapratama Perkasa,Retail/Merchandise
PT INDESIGN MULTIKREASI INTERIOR,Architectural Services / Interior Designing
PT Indesso Niagatama,Manufacturing/Production
PT Indevco Internusa,General & Wholesale Trading
PT Indexindo Permai,Manufacturing / Production
PT Indhira Jala Sutera,Manufacturing/Production
PT Indi Notokreasi,Advertising / Marketing / Promotion / PR
PT INDIANA ISLAND,Hotel/Hospitality
PT INDIAZ architecture,Architectural Services / Interior Designing
PT Indico Mitra Abadi,General & Wholesale Trading
PT Indie Desain Berjaya,Textiles/Garment
PT Indiglo Inti Mandiri,Food & Beverage/Catering/Restaurant
PT INDIGLO INTI MANDIRI,Food & Beverage/Catering/Restaurant
PT Indigo Design & Development,Architectural Services/Interior Designing
PT Indigo Global Asia,Food & Beverage/Catering/Restaurant
PT Indika Indonesia Resources (Indika Energy Group),Mining
PT Indika Kreasindo,Advertising / Marketing / Promotion / PR
PT Indika Telemedia Mobile,Computer / Information Technology (Software)
PT Indikator Daya Cendikia,Human Resources Management/Consulting
PT Indiratex Spindo,Textiles/Garment
PT Indiscub Ziona Ripav,Entertainment/Media
PT Indisi,Construction / Building / Engineering
PT Indismart Kreatif Idea,Computer/Information Technology (Software)
PT Inditalia,General & Wholesale Trading
PT Indiva Finansia Teknologi,Computer/Information Technology (Software)
PT Indiva Media Kreasi,Arts / Design / Fashion
PT Indivara Sejahtera Sukses Makmur,Computer/Information Technology (Software)
PT Indiwi,Food & Beverage/Catering/Restaurant
PT Indmira (Citra Tani Nusantara),Agricultural/Plantation/Poultry/Fisheries
PT Indo Abadi Sarimakmur,BioTechnology/Pharmaceutical/Clinical research
PT Indo Access,General & Wholesale Trading
PT Indo Acidatama Tbk,Heavy Industrial / Machinery / Equipment
PT Indo Activation Expert,Exhibitions/Event management/MICE
PT Indo Agroforestry,Agricultural/Plantation/Poultry/Fisheries
PT Indo Alam Asri,Agricultural / Plantation / Poultry / Fisheries
PT Indo Alam Utama,General & Wholesale Trading
PT Indo Alvest,Retail/Merchandise
PT Indo Aman Agri,Agricultural/Plantation/Poultry/Fisheries
PT Indo Arga Kharisma,Manufacturing/Production
PT Indo Artha Tunai,Oil/Gas/Petroleum
PT Indo Asia Resources,Mining
PT Indo Asia Tirta Manunggal,Chemical/Fertilizers/Pesticides
PT Indo Asia Tirta Manunggal ( Jakarta ),Manufacturing / Production
PT Indo Autotrade,Manufacturing / Production
PT Indo Avatar Sejati,Retail/Merchandise
PT Indo Baja Pratama,General & Wholesale Trading
PT Indo Balau Ume,Architectural Services / Interior Designing
PT Indo Bangi Kopitiam,Food & Beverage/Catering/Restaurant
PT Indo Best Welder,Mining
PT Indo Best Welder & Heater,Heavy Industrial / Machinery / Equipment
PT Indo Bharat Rayon,Chemical / Fertilizers / Pesticides
PT Indo Bharat Rayon,Chemical/Fertilizers/Pesticides
PT INDO BISNIS KONSULTASI,Consulting (Business & Management)
