Perusahaan,Sektor
PT Dua Empat Tujuh,"Consulting (IT, Science, Engineering & Technical)"
PT Dua Empat Tujuh Surabaya,Electrical & Electronics
PT Dua Harapan Mandiri,Retail/Merchandise
PT Dua Jempol,Gems/Jewellery
PT Dua Kelinci,Consumer Products/FMCG
PT Dua Kelola Mahardika,Property/Real Estate
PT Dua Kuda Indonesia,Manufacturing/Production
PT Dua Lima Industries,Retail / Merchandise
PT Dua Magnolia Nusantara,Entertainment/Media
PT Dua Media,Advertising/Marketing/Promotion/PR
PT Dua Mitra Langgeng (yogyakarta),Human Resources Management / Consulting
PT Dua Mutiara,Electrical & Electronics
PT Dua Orbital Nirwana,Retail/Merchandise
PT Dua Perdana Jaya,Grooming/Beauty/Fitness
PT Dua Pillar Lubrindo,Oil / Gas / Petroleum
PT Dua Puluh Empat Jam Online,Entertainment / Media
PT Dua Puluh Fit,Grooming/Beauty/Fitness
PT Dua Putra Utama Makmur Tbk,Agricultural/Plantation/Poultry/Fisheries
PT Dua Qi Utama,Construction/Building/Engineering
PT Dua Raja Balohan,Consulting (Business & Management)
PT Dua Raja Balohan Group,Others
PT Dua Rajawali,Food & Beverage/Catering/Restaurant
PT Dua Rajawali Perkasa Network,General & Wholesale Trading
PT Dua Rasa Indonesia,Food & Beverage/Catering/Restaurant
PT Dua Sekawan Respati,Mining
PT Dua Tiga Makmur,Manufacturing/Production
PT Dual Oil Field,Advertising/Marketing/Promotion/PR
PT Dualapan Media,Advertising / Marketing / Promotion / PR
PT Duaribu Bahasa Bumi,Entertainment / Media
PT DUASATU URBAN ASIA,Retail/Merchandise
PT Duaz Solusi,"Consulting (IT, Science, Engineering & Technical)"
PT Ducati Medan,Automobile / Automotive Ancillary / Vehicle
PT Ducon Tetrablok Indonesia,Manufacturing/Production
PT Dufia Indonesia,Exhibitions/Event management/MICE
PT Dufotindo,Arts / Design / Fashion
PT Dufrindo Internasional,Retail/Merchandise
PT Duft Intercontinental,"Consulting (IT, Science, Engineering & Technical)"
PT Duhyun Wijaya Lestari,General & Wholesale Trading
PT Duid Group International,Advertising / Marketing / Promotion / PR
PT Duit Orang Tua,Computer/Information Technology (Software)
PT Duitemoro DW,Manufacturing/Production
PT Dukung Tunggal Perkasa,General & Wholesale Trading
PT Dulub Indonesia,Others
PT Duma Na Napu,General & Wholesale Trading
PT Duma Nusatama,Manufacturing / Production
PT Duma Nusatama Balikpapan,Construction / Building / Engineering
PT Dumai Paricipta Abadi,Heavy Industrial / Machinery / Equipment
PT Dumas Catur Satujuan,Construction / Building / Engineering
PT Dumas Tanjung Perak Shipyards,Transportation/Logistics
PT Dumo Diagnostik Indonesia,General & Wholesale Trading
PT Dunamis Intermaster,Consulting (Business & Management)
PT Dunamis Mitra Indonesia (Bali),Consulting (Business & Management)
PT Dunggio Drilling,Oil/Gas/Petroleum
PT Dunia Andalan Desain,Architectural Services / Interior Designing
PT Dunia Aneka Security,Security/Law Enforcement
PT Dunia Apparel,Textiles / Garment
PT Dunia Art Gallery ( Dunia Art Frame Gallery),Advertising/Marketing/Promotion/PR
PT Dunia Bangunan,Retail/Merchandise
PT Dunia Baru Garmindo,Textiles/Garment
PT Dunia Barusa,Automobile / Automotive Ancillary / Vehicle
PT Dunia Bintang Walet,Manufacturing/Production
PT Dunia Bintang Walet Cabang Bali,Consumer Products/FMCG
PT Dunia Capital Indonesia,Consulting (Business & Management)
PT Dunia Cemerlang Abadi,Food & Beverage/Catering/Restaurant
PT Dunia Daging Food Industries,Consumer Products/FMCG
PT Dunia Dinamika Jaya,Construction / Building / Engineering
PT Dunia Entertainment,Food & Beverage/Catering/Restaurant
PT Dunia Express Transindo,Transportation/Logistics
PT Dunia Garmindo Makmur,Accounting/Audit/Tax Services
PT DUNIA HIDROLIK INDONESIA,Construction/Building/Engineering
PT Dunia Ide Optimalis,Computer/Information Technology (Software)
PT Dunia Indah Makmur,Grooming/Beauty/Fitness
PT Dunia Jaya Asui Perkasa,Construction/Building/Engineering
PT Dunia Kido Indonesia,Retail/Merchandise
PT Dunia Kimia Jaya,Chemical / Fertilizers / Pesticides
PT Dunia Kimia Utama,Chemical / Fertilizers / Pesticides
PT DUNIA LUXINDO,Consumer Products / FMCG
PT Dunia Marindo Batam,Electrical & Electronics
PT Dunia Marine Cengkeh,Electrical & Electronics
PT Dunia Marine Internusa,Marine/Aquaculture
PT DUNIA MEGA RAYA,Manufacturing/Production
PT Dunia Motorindo Cemerlang (Ciputat),Automobile / Automotive Ancillary / Vehicle
PT Dunia Motorindo Cemerlang (Wolter Monginsidi),Automobile / Automotive Ancillary / Vehicle
PT Dunia Multi Servindo,Transportation/Logistics
PT Dunia Nutrisi Retailindo,Retail / Merchandise
PT Dunia Pancing Indonesia,Retail/Merchandise
PT Dunia Raya Nusantara,Property/Real Estate
PT Dunia Retail Indonesia,Advertising / Marketing / Promotion / PR
PT Dunia Retail Indonesia ( Surabaya ),Retail/Merchandise
PT Dunia Saftindo,Environment / Health / Safety
PT Dunia Saftindo (Surabaya),General & Wholesale Trading
PT Dunia Setia Sandang Asli Tekstil,Textiles/Garment
PT Dunia Sinergi,Consulting (Business & Management)
