Perusahaan,Sektor
PT Indopangan Sentosa,Consumer Products/FMCG
PT Indoparta Nusantara,Mining
PT Indopassion Marketing,Retail/Merchandise
PT Indopay Merchant Services,Banking/Financial Services
PT Indopay Merchant Services (Surabaya),Banking / Financial Services
PT Indopenta Sakti Teguh,General & Wholesale Trading
PT Indopenta Sejahtera Abadi,Agricultural / Plantation / Poultry / Fisheries
PT Indopicri,Manufacturing/Production
PT INDOPILE,Construction/Building/Engineering
PT INDOPINTAN SUKSES MANDIRI,Manufacturing/Production
PT Indoplastic Prima Lestari,Polymer / Plastic / Rubber / Tyres
PT Indoplat Perkasa Purnama,Manufacturing/Production
PT Indopoleon Technology,"Consulting (IT, Science, Engineering & Technical)"
PT Indopoly Swakarsa Industry Tbk,Manufacturing / Production
"PT Indopoly Swakarsa Industry, Tbk (Jakarta)",Manufacturing/Production
PT Indopoly Swatama,General & Wholesale Trading
PT Indopool Megah Perkasa,Construction/Building/Engineering
PT Indopower International,"Consulting (IT, Science, Engineering & Technical)"
PT Indopratama Motor,Automobile / Automotive Ancillary / Vehicle
PT Indopratama Multimas,Heavy Industrial / Machinery / Equipment
PT Indoprima (Manokwari),Retail / Merchandise
PT Indoprima (Sorong),Retail / Merchandise
PT Indoprima Group,Automobile / Automotive Ancillary / Vehicle
PT Indoprima Manokwari Perkasa,General & Wholesale Trading
PT Indoprima Putra Pratama,Transportation / Logistics
PT Indoprima Selaras,Construction/Building/Engineering
PT Indoprima Trans Armada,Transportation / Logistics
PT Indopro Media Piranti,Computer/Information Technology (Software)
PT Indoprom Indonesia,Printing / Publishing
PT Indoprostime Transport,Transportation/Logistics
PT Indopsiko Indonesia,Human Resources Management/Consulting
PT Indoputra Swadaya,Consulting (Business & Management)
PT Indoquality Abadi,Agricultural/Plantation/Poultry/Fisheries
PT Indoracingpart,Automobile / Automotive Ancillary / Vehicle
PT Indorama Polyester Industries Indonesia (IPII),Polymer / Plastic / Rubber / Tyres
PT Indorama Ventures Indonesia,Chemical / Fertilizers / Pesticides
PT Indoraya Lestari,Call Center/IT-Enabled Services/BPO
PT IndoRaya Mitra Persada 168,Agricultural/Plantation/Poultry/Fisheries
PT Indoreksa LokaMandiri,Chemical/Fertilizers/Pesticides
PT Indoresik Makmur Sentosa,Others
PT Indoritel Makmur Internasional Tbk,Computer / Information Technology (Software)
PT Indoroom,Computer / Information Technology (Hardware)
PT Indorope Fibertama Perkasa,Manufacturing/Production
PT Indos Cakra Mandiri,Human Resources Management/Consulting
PT Indosafe Pratama,Environment / Health / Safety
PT Indosafe Pratama (Balikpapan),Oil / Gas / Petroleum
PT Indosafe Pratama (Surabaya),"Consulting (IT, Science, Engineering & Technical)"
PT Indosafety Sentosa Industry,Automobile/Automotive Ancillary/Vehicle
PT Indosaka Prima,Construction / Building / Engineering
PT Indosakti Megah Berjaya,Printing / Publishing
PT Indosakti Pancadipo Paragraha,Transportation/Logistics
PT Indosal Pasteur,Automobile/Automotive Ancillary/Vehicle
PT Indosaluyu Primajaya,Automobile/Automotive Ancillary/Vehicle
PT Indosaluyu Primajaya (Bandung),Manufacturing/Production
PT Indosarana Dinamika Infotama (Bandung),General & Wholesale Trading
PT Indosarana Jaya Perkasa,Transportation/Logistics
PT Indosari Mandiri,Manufacturing/Production
PT Indosari Mandiri Sidoarjo,Manufacturing/Production
PT Indosat Mega Media (IM2),Entertainment/Media
PT Indosat Tbk (Surabaya),Telecommunication
"PT Indosat, Tbk (Div. Sales Program & Solution)",Telecommunication
PT Indosecure Technology,Security / Law Enforcement
PT Indosehat Sempurna,BioTechnology / Pharmaceutical / Clinical research
PT Indosehat Sempurna (Medan),Healthcare / Medical
PT Indoseiki Metalutama,Automobile/Automotive Ancillary/Vehicle
PT Indoseiki Sukses Mandiri,Consumer Products / FMCG
PT Indoselect Bali,Human Resources Management / Consulting
PT Indosentosa Trada - Puri Indah,Automobile / Automotive Ancillary / Vehicle
PT Indosentra Teknika,"Consulting (IT, Science, Engineering & Technical)"
PT Indoserako Sejahtera,Others
PT Indoserena Dwimakmur,Property/Real Estate
PT Indosiar Visual Mandiri,Entertainment/Media
PT Indoskill,Mining
PT Indosmart Komunikasi Global,Retail/Merchandise
PT INDOSOLEX UTAMA,Construction / Building / Engineering
PT Indosopha Sakti,Healthcare/Medical
PT Indospec,Electrical & Electronics
PT Indospec Asia,Others
PT Indosped Maju Sejahtera,Transportation/Logistics
PT Indospektra Maju,General & Wholesale Trading
PT Indospirit Natura,Food & Beverage/Catering/Restaurant
PT Indospring Bumi Gemerlang,Property/Real Estate
PT Indospring Tbk,Manufacturing/Production
PT Indosps Bogatama Sukses,Consumer Products/FMCG
PT Indostar Building Material,Manufacturing/Production
PT Indostar Security,Security/Law Enforcement
PT Indostar Sukses Motor,Automobile / Automotive Ancillary / Vehicle
PT Indosterling Optima Investa,General & Wholesale Trading
PT Indosterling Sarana Investa,General & Wholesale Trading
PT Indosterling Technomedia,Computer/Information Technology (Software)
PT Indosur International Import And Export,Accounting/Audit/Tax Services
PT Indosurya Asset Management,Banking / Financial Services
PT Indosurya Inti Finance,Banking/Financial Services
PT Indosurya Inti Finance (Medan),Banking/Financial Services
PT Indoswed Pratama,Manufacturing / Production
PT Indosystem Perkasa,Computer / Information Technology (Software)
PT indotama,Others
PT Indotama Ciptaraya,Construction / Building / Engineering
PT Indotama Ferro Alloys,Manufacturing / Production
PT Indotama Mandiri Perkasa,General & Wholesale Trading
