Perusahaan,Sektor
Somerset Berlian Jakarta,Hotel/Hospitality
Somerset Surabaya Hotel & Serviced Residence,Hotel / Hospitality
Somfy Indonesia,Architectural Services / Interior Designing
Somtam Thai,Food & Beverage/Catering/Restaurant
Sonata Musik Store,Retail/Merchandise
Sonic Advertising,Others
Sonic Print,Textiles/Garment
Sono Group,Oil / Gas / Petroleum
Sonsie Cafe,Food & Beverage/Catering/Restaurant
Sony Service Center Balikpapan,Electrical & Electronics
Sony Sugema College (SSC) Purwokerto,Education
Soori Bali,Hotel/Hospitality
SOOUVE Indonesia,Printing/Publishing
Sopha & Co,Architectural Services / Interior Designing
Sophie Paris Business Center Citra Avianto,Retail / Merchandise
Sophie Souffle,Food & Beverage / Catering / Restaurant
Sophos Technology,Computer/Information Technology (Software)
Soponyono Food Industry,Consumer Products/FMCG
SOS Children's Villages Indonesia,Non-Profit Organisation/Social Services/NGO
Sosis dan burger,Others
sosro,Others
Sotja Interiors,Arts/Design/Fashion
Soto Bu Tjondro,Food & Beverage/Catering/Restaurant
Sound Body Sound Skin By Halo Bali Spa,BioTechnology / Pharmaceutical / Clinical research
Soundlife Hearing Center,Healthcare/Medical
Sounds of Cantata Music School,Education
Sour Sally Mini,Food & Beverage/Catering/Restaurant
South City,Property/Real Estate
Souvenir Universitas,Retail / Merchandise
SoVoism,Property/Real Estate
SOWJ Joint Venture,Construction / Building / Engineering
Soyoga,Others
Sozuri,Computer/Information Technology (Software)
Spa Bali,BioTechnology / Pharmaceutical / Clinical research
SPA Solo Raya,Education
SPA TIRTA AYU,Others
Spaccanapoli di Ubud,Food & Beverage / Catering / Restaurant
Spacer,Others
Spark Integrated Solutions,General & Wholesale Trading
Sparkids Tutoring Center,Education
Sparks Fashion Academy,Education
Sparks Hotel Jakarta,Hotel/Hospitality
Sparx Advertising,Advertising / Marketing / Promotion / PR
Spazee Indonesia,Computer/Information Technology (Software)
SPBG Pemuda,Others
SPBU 3410402 (Pramuka),Oil/Gas/Petroleum
SPBU TOTAL Daan Mogot,Oil / Gas / Petroleum
SPC Mahakam Hilir Pte. Ltd.,Oil / Gas / Petroleum
SPD Communication,Advertising/Marketing/Promotion/PR
Speak Up,Education
Speaker Exchange Indonesia,General & Wholesale Trading
Special Gift 2u Co,Printing / Publishing
Specta Mandiri Plus,Human Resources Management / Consulting
Spectrum,Printing/Publishing
Spectrum Group,Architectural Services / Interior Designing
Spectrum Utama Corp,"Consulting (IT, Science, Engineering & Technical)"
Speculo Group,Entertainment/Media
SPECULO GROUP,Advertising/Marketing/Promotion/PR
Speculo Photo (Jakarta),Accounting/Audit/Tax Services
Speed Advertising,Advertising/Marketing/Promotion/PR
Speed Architech,Entertainment / Media
Speed car wash,Others
Speedo Kurir,Transportation/Logistics
SPEEDOMOTOR (Surabaya),Automobile / Automotive Ancillary / Vehicle
Speee Inc,Computer/Information Technology (Software)
Spell English Language & Communication,Education
Spezie Cafe & Resto,Food & Beverage / Catering / Restaurant
Sphinx Furniture & Interior Design,Architectural Services / Interior Designing
Spicez Studio Pte.Ltd,Architectural Services/Interior Designing
Spider - Meikarta Project,Property/Real Estate
Spilla Jewelry,Gems/Jewellery
Spine Clinic,Healthcare/Medical
Spirit Bookfield,Printing / Publishing
spite character motion ill he,Others
SPM,Education
SPOB,Oil/Gas/Petroleum
SportsHero Enterprise Pte Ltd,General & Wholesale Trading
Spot Me Finance Pty Ltd,Others
SPOTLESS Laundry,Others
SpreiQu,Others
Spring Garden School,Others
SPRINGDALE Course,Education
Springfield School,Education
SpringHill Group (PT Grahatama Persadarealty),Property/Real Estate
Spruzzo,Others
SPS Corporate,Manufacturing/Production
SPS Group,Manufacturing/Production
Sragen,Others
Sri Agung,Grooming / Beauty / Fitness
Sri Ratu Group,Retail/Merchandise
Sri wahyuni,Others
SRIBAJA PETRA PRIMAIR,Others
Sribu Digital,Others
Srikandi Learning Centre,Education
Sriwijaya Air Group,Aerospace/Aviation/Airline
SRIWIJAYA PALM OIL GROUP,Agricultural/Plantation/Poultry/Fisheries
Sriwijaya Palm Oil Group Palembang,Others
SS Bio Intralab,Healthcare/Medical
SS Medika,Healthcare/Medical
SSC,Food & Beverage/Catering/Restaurant
